Classifier,cv_k_folds,Random_State,Accuracy,Precision,Recall,F1 Score,Specificity,Balanced Accuracy,dataset,hardness_metric,seed,weighting_strategy
LogisticRegression,3,670488,0.9708609271523179,0.9955947136563876,0.9727403156384505,0.9840348330914369,0.9482758620689655,0.9605080888537081,Hypothyroid,feature_DCP,670488,static
RandomForestClassifier,3,670488,0.9774834437086093,0.9843304843304843,0.9913916786226685,0.9878484631879915,0.8103448275862069,0.9008682531044376,Hypothyroid,feature_DCP,670488,static
GaussianNB,3,670488,0.9364238410596026,0.9402985074626866,0.994261119081779,0.9665271966527197,0.2413793103448276,0.6178202147133033,Hypothyroid,feature_DCP,670488,static
SVC,3,670488,0.9668874172185431,0.9692737430167597,0.9956958393113343,0.9823071479122435,0.6206896551724138,0.8081927472418741,Hypothyroid,feature_DCP,670488,static
KNeighborsClassifier,3,670488,0.9470198675496688,0.951856946354883,0.9928263988522238,0.9719101123595506,0.39655172413793105,0.6946890614950774,Hypothyroid,feature_DCP,670488,static
LogisticRegression,3,670488,0.9483443708609272,0.9984848484848485,0.945480631276901,0.9712601326455417,0.9827586206896551,0.964119625983278,Hypothyroid,feature_DCP,670488,self_paced
RandomForestClassifier,3,670488,0.9788079470198675,0.985734664764622,0.9913916786226685,0.9885550786838341,0.8275862068965517,0.9094889427596101,Hypothyroid,feature_DCP,670488,self_paced
GaussianNB,3,670488,0.9152317880794701,0.931787175989086,0.9799139167862266,0.9552447552447553,0.13793103448275862,0.5589224756344926,Hypothyroid,feature_DCP,670488,self_paced
SVC,3,670488,0.9668874172185431,0.9705882352941176,0.994261119081779,0.9822820694542878,0.6379310344827587,0.8160960767822689,Hypothyroid,feature_DCP,670488,self_paced
KNeighborsClassifier,3,670488,0.9509933774834437,0.9583333333333334,0.9899569583931134,0.9738884968242767,0.4827586206896552,0.7363577895413843,Hypothyroid,feature_DCP,670488,self_paced
LogisticRegression,3,116740,0.9549668874172186,0.9853587115666179,0.9655667144906743,0.9753623188405797,0.8275862068965517,0.8965764606936131,Hypothyroid,feature_DCP,116740,curriculum
RandomForestClassifier,3,116740,0.9642384105960264,0.9785714285714285,0.9827833572453372,0.98067287043665,0.7413793103448276,0.8620813337950823,Hypothyroid,feature_DCP,116740,curriculum
GaussianNB,3,116740,0.9324503311258279,0.9424657534246575,0.9870875179340028,0.964260686755431,0.27586206896551724,0.63147479344976,Hypothyroid,feature_DCP,116740,curriculum
SVC,3,116740,0.9536423841059603,0.9597222222222223,0.9913916786226685,0.9752999294283698,0.5,0.7456958393113342,Hypothyroid,feature_DCP,116740,curriculum
KNeighborsClassifier,3,116740,0.937748344370861,0.9415760869565217,0.994261119081779,0.9672016748080949,0.25862068965517243,0.6264409043684758,Hypothyroid,feature_DCP,116740,curriculum
LogisticRegression,3,116740,0.9549668874172186,0.9853587115666179,0.9655667144906743,0.9753623188405797,0.8275862068965517,0.8965764606936131,Hypothyroid,feature_DCP,116740,static
RandomForestClassifier,3,116740,0.9695364238410596,0.9841954022988506,0.9827833572453372,0.9834888729361091,0.8103448275862069,0.8965640924157721,Hypothyroid,feature_DCP,116740,static
GaussianNB,3,116740,0.9324503311258279,0.9449035812672176,0.9842180774748924,0.9641602248770204,0.3103448275862069,0.6472814525305497,Hypothyroid,feature_DCP,116740,static
SVC,3,116740,0.9536423841059603,0.9597222222222223,0.9913916786226685,0.9752999294283698,0.5,0.7456958393113342,Hypothyroid,feature_DCP,116740,static
KNeighborsClassifier,3,116740,0.9403973509933775,0.944141689373297,0.994261119081779,0.9685534591194969,0.29310344827586204,0.6436822836788205,Hypothyroid,feature_DCP,116740,static
LogisticRegression,3,116740,0.9245033112582781,1.0,0.9182209469153515,0.9573672400897532,1.0,0.9591104734576757,Hypothyroid,feature_DCP,116740,self_paced
RandomForestClassifier,3,116740,0.9735099337748344,0.9870503597122302,0.9842180774748924,0.985632183908046,0.8448275862068966,0.9145228318408944,Hypothyroid,feature_DCP,116740,self_paced
GaussianNB,3,116740,0.7986754966887417,0.9373996789727127,0.8378766140602583,0.8848484848484849,0.3275862068965517,0.5827314104784049,Hypothyroid,feature_DCP,116740,self_paced
SVC,3,116740,0.9549668874172186,0.9636363636363636,0.9885222381635581,0.9759206798866855,0.5517241379310345,0.7701231880472963,Hypothyroid,feature_DCP,116740,self_paced
KNeighborsClassifier,3,116740,0.9417218543046357,0.9478737997256516,0.9913916786226685,0.9691444600280504,0.3448275862068966,0.6681096324147826,Hypothyroid,feature_DCP,116740,self_paced
LogisticRegression,3,26226,0.9629139072847682,0.9970282317979198,0.9626972740315638,0.9795620437956204,0.9655172413793104,0.964107257705437,Hypothyroid,feature_DCP,26226,curriculum
RandomForestClassifier,3,26226,0.9827814569536424,0.9985422740524781,0.9827833572453372,0.9906001446131598,0.9827586206896551,0.9827709889674962,Hypothyroid,feature_DCP,26226,curriculum
GaussianNB,3,26226,0.9417218543046357,0.9541029207232267,0.9842180774748924,0.9689265536723164,0.43103448275862066,0.7076262801167565,Hypothyroid,feature_DCP,26226,curriculum
SVC,3,26226,0.9708609271523179,0.9773691654879774,0.9913916786226685,0.9843304843304843,0.7241379310344828,0.8577648048285756,Hypothyroid,feature_DCP,26226,curriculum
KNeighborsClassifier,3,26226,0.9470198675496688,0.9506172839506173,0.994261119081779,0.9719495091164095,0.3793103448275862,0.6867857319546826,Hypothyroid,feature_DCP,26226,curriculum
LogisticRegression,3,26226,0.9615894039735099,0.9970238095238095,0.9612625538020086,0.9788166544923301,0.9655172413793104,0.9633898975906595,Hypothyroid,feature_DCP,26226,static
RandomForestClassifier,3,26226,0.9827814569536424,0.9985422740524781,0.9827833572453372,0.9906001446131598,0.9827586206896551,0.9827709889674962,Hypothyroid,feature_DCP,26226,static
GaussianNB,3,26226,0.9390728476821192,0.9514563106796117,0.9842180774748924,0.9675599435825106,0.39655172413793105,0.6903849008064118,Hypothyroid,feature_DCP,26226,static
SVC,3,26226,0.9708609271523179,0.9773691654879774,0.9913916786226685,0.9843304843304843,0.7241379310344828,0.8577648048285756,Hypothyroid,feature_DCP,26226,static
KNeighborsClassifier,3,26226,0.9443708609271523,0.9504814305364512,0.9913916786226685,0.9705056179775281,0.3793103448275862,0.6853510117251274,Hypothyroid,feature_DCP,26226,static
LogisticRegression,3,26226,0.9059602649006623,1.0,0.8981348637015782,0.9463340891912321,1.0,0.9490674318507891,Hypothyroid,feature_DCP,26226,self_paced
RandomForestClassifier,3,26226,0.9854304635761589,0.998546511627907,0.9856527977044476,0.992057761732852,0.9827586206896551,0.9842057091970513,Hypothyroid,feature_DCP,26226,self_paced
GaussianNB,3,26226,0.8410596026490066,0.9459041731066461,0.8780487804878049,0.9107142857142857,0.39655172413793105,0.6373002523128679,Hypothyroid,feature_DCP,26226,self_paced
SVC,3,26226,0.9615894039735099,0.9704225352112676,0.9885222381635581,0.9793887704335466,0.6379310344827587,0.8132266363231584,Hypothyroid,feature_DCP,26226,self_paced
KNeighborsClassifier,3,26226,0.9496688741721855,0.9595536959553695,0.9870875179340028,0.9731258840169731,0.5,0.7435437589670014,Hypothyroid,feature_DCP,26226,self_paced
LogisticRegression,3,670488,0.9708609271523179,0.9898403483309144,0.9784791965566715,0.9841269841269841,0.8793103448275862,0.9288947706921289,Hypothyroid,feature_TD_P,670488,curriculum
RandomForestClassifier,3,670488,0.9788079470198675,0.985734664764622,0.9913916786226685,0.9885550786838341,0.8275862068965517,0.9094889427596101,Hypothyroid,feature_TD_P,670488,curriculum
GaussianNB,3,670488,0.9602649006622517,0.967741935483871,0.9899569583931134,0.9787234042553191,0.603448275862069,0.7967026171275912,Hypothyroid,feature_TD_P,670488,curriculum
SVC,3,670488,0.9655629139072848,0.9679218967921897,0.9956958393113343,0.9816124469589816,0.603448275862069,0.7995720575867016,Hypothyroid,feature_TD_P,670488,curriculum
KNeighborsClassifier,3,670488,0.9483443708609272,0.9544198895027625,0.9913916786226685,0.9725545390570021,0.43103448275862066,0.7112130806906446,Hypothyroid,feature_TD_P,670488,curriculum
LogisticRegression,3,670488,0.976158940397351,0.9843081312410842,0.9899569583931134,0.9871244635193133,0.8103448275862069,0.9001508929896601,Hypothyroid,feature_TD_P,670488,static
RandomForestClassifier,3,670488,0.9788079470198675,0.984352773826458,0.9928263988522238,0.9885714285714285,0.8103448275862069,0.9015856132192153,Hypothyroid,feature_TD_P,670488,static
GaussianNB,3,670488,0.937748344370861,0.9415760869565217,0.994261119081779,0.9672016748080949,0.25862068965517243,0.6264409043684758,Hypothyroid,feature_TD_P,670488,static
SVC,3,670488,0.9655629139072848,0.9679218967921897,0.9956958393113343,0.9816124469589816,0.603448275862069,0.7995720575867016,Hypothyroid,feature_TD_P,670488,static
KNeighborsClassifier,3,670488,0.9456953642384106,0.9530386740331491,0.9899569583931134,0.9711470795214637,0.41379310344827586,0.7018750309206946,Hypothyroid,feature_TD_P,670488,static
LogisticRegression,3,670488,0.9549668874172186,0.9911111111111112,0.9598278335724534,0.9752186588921283,0.896551724137931,0.9281897788551923,Hypothyroid,feature_TD_P,670488,self_paced
RandomForestClassifier,3,670488,0.9774834437086093,0.9829545454545454,0.9928263988522238,0.9878658101356174,0.7931034482758621,0.8929649235640429,Hypothyroid,feature_TD_P,670488,self_paced
GaussianNB,3,670488,0.9152317880794701,0.934156378600823,0.9770444763271162,0.9551192145862553,0.1724137931034483,0.5747291347152823,Hypothyroid,feature_TD_P,670488,self_paced
SVC,3,670488,0.9615894039735099,0.9664804469273743,0.9928263988522238,0.9794762915782024,0.5862068965517241,0.7895166477019739,Hypothyroid,feature_TD_P,670488,self_paced
KNeighborsClassifier,3,670488,0.9470198675496688,0.9543568464730291,0.9899569583931134,0.971830985915493,0.43103448275862066,0.7104957205758671,Hypothyroid,feature_TD_P,670488,self_paced
LogisticRegression,3,116740,0.9562913907284768,0.9868035190615836,0.9655667144906743,0.9760696156635243,0.8448275862068966,0.9051971503487855,Hypothyroid,feature_TD_P,116740,curriculum
RandomForestClassifier,3,116740,0.9695364238410596,0.9855907780979827,0.9813486370157819,0.9834651329978433,0.8275862068965517,0.9044674219561668,Hypothyroid,feature_TD_P,116740,curriculum
GaussianNB,3,116740,0.9496688741721855,0.968705547652916,0.9770444763271162,0.9728571428571429,0.6206896551724138,0.798867065749765,Hypothyroid,feature_TD_P,116740,curriculum
SVC,3,116740,0.9536423841059603,0.9622905027932961,0.9885222381635581,0.9752300070771408,0.5344827586206896,0.7615024983921239,Hypothyroid,feature_TD_P,116740,curriculum
KNeighborsClassifier,3,116740,0.937748344370861,0.9439890710382514,0.9913916786226685,0.967109867039888,0.29310344827586204,0.6422475634492653,Hypothyroid,feature_TD_P,116740,curriculum
LogisticRegression,3,116740,0.9549668874172186,0.986784140969163,0.9641319942611191,0.9753265602322206,0.8448275862068966,0.9044797902340078,Hypothyroid,feature_TD_P,116740,static
RandomForestClassifier,3,116740,0.9642384105960264,0.9799426934097422,0.9813486370157819,0.9806451612903225,0.7586206896551724,0.8699846633354771,Hypothyroid,feature_TD_P,116740,static
GaussianNB,3,116740,0.9350993377483444,0.945054945054945,0.9870875179340028,0.9656140350877193,0.3103448275862069,0.6487161727601048,Hypothyroid,feature_TD_P,116740,static
SVC,3,116740,0.9536423841059603,0.9597222222222223,0.9913916786226685,0.9752999294283698,0.5,0.7456958393113342,Hypothyroid,feature_TD_P,116740,static
KNeighborsClassifier,3,116740,0.9364238410596026,0.9414965986394558,0.9928263988522238,0.9664804469273743,0.25862068965517243,0.6257235442536981,Hypothyroid,feature_TD_P,116740,static
LogisticRegression,3,116740,0.9245033112582781,1.0,0.9182209469153515,0.9573672400897532,1.0,0.9591104734576757,Hypothyroid,feature_TD_P,116740,self_paced
RandomForestClassifier,3,116740,0.9695364238410596,0.9869942196531792,0.9799139167862266,0.9834413246940245,0.8448275862068966,0.9123707514965615,Hypothyroid,feature_TD_P,116740,self_paced
GaussianNB,3,116740,0.8543046357615894,0.942684766214178,0.896700143472023,0.9191176470588235,0.3448275862068966,0.6207638648394598,Hypothyroid,feature_TD_P,116740,self_paced
SVC,3,116740,0.9536423841059603,0.9661971830985916,0.9842180774748924,0.9751243781094527,0.5862068965517241,0.7852124870133083,Hypothyroid,feature_TD_P,116740,self_paced
KNeighborsClassifier,3,116740,0.9403973509933775,0.9478021978021978,0.9899569583931134,0.968421052631579,0.3448275862068966,0.667392272300005,Hypothyroid,feature_TD_P,116740,self_paced
LogisticRegression,3,26226,0.9642384105960264,0.9970326409495549,0.9641319942611191,0.9803063457330415,0.9655172413793104,0.9648246178202147,Hypothyroid,feature_TD_P,26226,curriculum
RandomForestClassifier,3,26226,0.9814569536423841,0.9985401459854014,0.9813486370157819,0.9898697539797395,0.9827586206896551,0.9820536288527185,Hypothyroid,feature_TD_P,26226,curriculum
GaussianNB,3,26226,0.9509933774834437,0.9700854700854701,0.9770444763271162,0.9735525375268048,0.6379310344827587,0.8074877554049374,Hypothyroid,feature_TD_P,26226,curriculum
SVC,3,26226,0.9708609271523179,0.9773691654879774,0.9913916786226685,0.9843304843304843,0.7241379310344828,0.8577648048285756,Hypothyroid,feature_TD_P,26226,curriculum
KNeighborsClassifier,3,26226,0.9443708609271523,0.9517241379310345,0.9899569583931134,0.9704641350210971,0.39655172413793105,0.6932543412655222,Hypothyroid,feature_TD_P,26226,curriculum
LogisticRegression,3,26226,0.9615894039735099,0.9955489614243324,0.9626972740315638,0.9788475565280816,0.9482758620689655,0.9554865680502647,Hypothyroid,feature_TD_P,26226,static
RandomForestClassifier,3,26226,0.9827814569536424,0.997093023255814,0.9842180774748924,0.9906137184115523,0.9655172413793104,0.9748676594271014,Hypothyroid,feature_TD_P,26226,static
GaussianNB,3,26226,0.9483443708609272,0.9556786703601108,0.9899569583931134,0.9725158562367865,0.4482758620689655,0.7191164102310394,Hypothyroid,feature_TD_P,26226,static
SVC,3,26226,0.9735099337748344,0.9774330042313117,0.994261119081779,0.9857752489331437,0.7241379310344828,0.8591995250581309,Hypothyroid,feature_TD_P,26226,static
KNeighborsClassifier,3,26226,0.9470198675496688,0.9506172839506173,0.994261119081779,0.9719495091164095,0.3793103448275862,0.6867857319546826,Hypothyroid,feature_TD_P,26226,static
LogisticRegression,3,26226,0.919205298013245,0.9984326018808778,0.9139167862266858,0.954307116104869,0.9827586206896551,0.9483377034581705,Hypothyroid,feature_TD_P,26226,self_paced
RandomForestClassifier,3,26226,0.9841059602649007,0.9985443959243085,0.9842180774748924,0.9913294797687862,0.9827586206896551,0.9834883490822738,Hypothyroid,feature_TD_P,26226,self_paced
GaussianNB,3,26226,0.83841059602649,0.9471228615863142,0.8737446197991392,0.908955223880597,0.41379310344827586,0.6437688616237075,Hypothyroid,feature_TD_P,26226,self_paced
SVC,3,26226,0.9576158940397351,0.9689703808180536,0.9856527977044476,0.9772403982930299,0.6206896551724138,0.8031712264384308,Hypothyroid,feature_TD_P,26226,self_paced
KNeighborsClassifier,3,26226,0.9483443708609272,0.9594972067039106,0.9856527977044476,0.9723991507430998,0.5,0.7428263988522238,Hypothyroid,feature_TD_P,26226,self_paced
LogisticRegression,3,670488,0.9735099337748344,0.9870503597122302,0.9842180774748924,0.985632183908046,0.8448275862068966,0.9145228318408944,Hypothyroid,feature_TD_U,670488,curriculum
RandomForestClassifier,3,670488,0.976158940397351,0.9829302987197724,0.9913916786226685,0.9871428571428571,0.7931034482758621,0.8922475634492653,Hypothyroid,feature_TD_U,670488,curriculum
GaussianNB,3,670488,0.937748344370861,0.9415760869565217,0.994261119081779,0.9672016748080949,0.25862068965517243,0.6264409043684758,Hypothyroid,feature_TD_U,670488,curriculum
SVC,3,670488,0.9629139072847682,0.9652294853963839,0.9956958393113343,0.980225988700565,0.5689655172413793,0.7823306782763568,Hypothyroid,feature_TD_U,670488,curriculum
KNeighborsClassifier,3,670488,0.9470198675496688,0.951856946354883,0.9928263988522238,0.9719101123595506,0.39655172413793105,0.6946890614950774,Hypothyroid,feature_TD_U,670488,curriculum
LogisticRegression,3,670488,0.9708609271523179,0.9898403483309144,0.9784791965566715,0.9841269841269841,0.8793103448275862,0.9288947706921289,Hypothyroid,feature_TD_U,670488,static
RandomForestClassifier,3,670488,0.976158940397351,0.9815602836879432,0.9928263988522238,0.9871611982881597,0.7758620689655172,0.8843442339088705,Hypothyroid,feature_TD_U,670488,static
GaussianNB,3,670488,0.9390728476821192,0.9428571428571428,0.994261119081779,0.9678770949720671,0.27586206896551724,0.6350615940236481,Hypothyroid,feature_TD_U,670488,static
SVC,3,670488,0.9629139072847682,0.9652294853963839,0.9956958393113343,0.980225988700565,0.5689655172413793,0.7823306782763568,Hypothyroid,feature_TD_U,670488,static
KNeighborsClassifier,3,670488,0.9470198675496688,0.951856946354883,0.9928263988522238,0.9719101123595506,0.39655172413793105,0.6946890614950774,Hypothyroid,feature_TD_U,670488,static
LogisticRegression,3,670488,0.919205298013245,0.9953271028037384,0.9167862266857962,0.9544436146377894,0.9482758620689655,0.9325310443773809,Hypothyroid,feature_TD_U,670488,self_paced
RandomForestClassifier,3,670488,0.9748344370860927,0.9829059829059829,0.9899569583931134,0.9864188706218727,0.7931034482758621,0.8915302033344877,Hypothyroid,feature_TD_U,670488,self_paced
GaussianNB,3,670488,0.9006622516556292,0.9307479224376731,0.9641319942611191,0.9471458773784355,0.13793103448275862,0.5510315143719389,Hypothyroid,feature_TD_U,670488,self_paced
SVC,3,670488,0.9589403973509933,0.9625,0.994261119081779,0.9781227946365562,0.5344827586206896,0.7643719388512343,Hypothyroid,feature_TD_U,670488,self_paced
KNeighborsClassifier,3,670488,0.9470198675496688,0.955617198335645,0.9885222381635581,0.9717912552891397,0.4482758620689655,0.7183990501162618,Hypothyroid,feature_TD_U,670488,self_paced
LogisticRegression,3,116740,0.9562913907284768,0.9853801169590644,0.9670014347202296,0.9761042722664736,0.8275862068965517,0.8972938208083907,Hypothyroid,feature_TD_U,116740,curriculum
RandomForestClassifier,3,116740,0.9629139072847682,0.9799139167862266,0.9799139167862266,0.9799139167862266,0.7586206896551724,0.8692673032206994,Hypothyroid,feature_TD_U,116740,curriculum
GaussianNB,3,116740,0.9364238410596026,0.9488243430152143,0.9842180774748924,0.9661971830985916,0.3620689655172414,0.6731435214960669,Hypothyroid,feature_TD_U,116740,curriculum
SVC,3,116740,0.9536423841059603,0.9597222222222223,0.9913916786226685,0.9752999294283698,0.5,0.7456958393113342,Hypothyroid,feature_TD_U,116740,curriculum
KNeighborsClassifier,3,116740,0.9390728476821192,0.9404600811907984,0.9971305595408895,0.967966573816156,0.2413793103448276,0.6192549349428585,Hypothyroid,feature_TD_U,116740,curriculum
LogisticRegression,3,116740,0.9576158940397351,0.9854014598540146,0.9684361549497847,0.9768451519536903,0.8275862068965517,0.8980111809231682,Hypothyroid,feature_TD_U,116740,static
RandomForestClassifier,3,116740,0.9655629139072848,0.9813486370157819,0.9813486370157819,0.9813486370157819,0.7758620689655172,0.8786053529906496,Hypothyroid,feature_TD_U,116740,static
GaussianNB,3,116740,0.9350993377483444,0.9462809917355371,0.9856527977044476,0.9655657062543921,0.3275862068965517,0.6566195023004997,Hypothyroid,feature_TD_U,116740,static
SVC,3,116740,0.9536423841059603,0.9597222222222223,0.9913916786226685,0.9752999294283698,0.5,0.7456958393113342,Hypothyroid,feature_TD_U,116740,static
KNeighborsClassifier,3,116740,0.9390728476821192,0.9404600811907984,0.9971305595408895,0.967966573816156,0.2413793103448276,0.6192549349428585,Hypothyroid,feature_TD_U,116740,static
LogisticRegression,3,116740,0.9456953642384106,0.9910179640718563,0.9497847919655668,0.96996336996337,0.896551724137931,0.9231682580517488,Hypothyroid,feature_TD_U,116740,self_paced
RandomForestClassifier,3,116740,0.9695364238410596,0.9855907780979827,0.9813486370157819,0.9834651329978433,0.8275862068965517,0.9044674219561668,Hypothyroid,feature_TD_U,116740,self_paced
GaussianNB,3,116740,0.9019867549668874,0.9405940594059405,0.9540889526542324,0.9472934472934473,0.27586206896551724,0.6149755108098749,Hypothyroid,feature_TD_U,116740,self_paced
SVC,3,116740,0.9576158940397351,0.965034965034965,0.9899569583931134,0.9773371104815864,0.5689655172413793,0.7794612378172463,Hypothyroid,feature_TD_U,116740,self_paced
KNeighborsClassifier,3,116740,0.9390728476821192,0.9416553595658074,0.9956958393113343,0.9679218967921897,0.25862068965517243,0.6271582644832534,Hypothyroid,feature_TD_U,116740,self_paced
LogisticRegression,3,26226,0.9642384105960264,0.9955621301775148,0.9655667144906743,0.9803350327749454,0.9482758620689655,0.9569212882798199,Hypothyroid,feature_TD_U,26226,curriculum
RandomForestClassifier,3,26226,0.9841059602649007,0.9985443959243085,0.9842180774748924,0.9913294797687862,0.9827586206896551,0.9834883490822738,Hypothyroid,feature_TD_U,26226,curriculum
GaussianNB,3,26226,0.9430463576158941,0.9567039106145251,0.9827833572453372,0.9695682944090588,0.46551724137931033,0.7241502993123238,Hypothyroid,feature_TD_U,26226,curriculum
SVC,3,26226,0.9735099337748344,0.9774330042313117,0.994261119081779,0.9857752489331437,0.7241379310344828,0.8591995250581309,Hypothyroid,feature_TD_U,26226,curriculum
KNeighborsClassifier,3,26226,0.9456953642384106,0.9493150684931507,0.994261119081779,0.9712683952347583,0.3620689655172414,0.6781650422995102,Hypothyroid,feature_TD_U,26226,curriculum
LogisticRegression,3,26226,0.9629139072847682,0.9955555555555555,0.9641319942611191,0.9795918367346939,0.9482758620689655,0.9562039281650423,Hypothyroid,feature_TD_U,26226,static
RandomForestClassifier,3,26226,0.9827814569536424,0.997093023255814,0.9842180774748924,0.9906137184115523,0.9655172413793104,0.9748676594271014,Hypothyroid,feature_TD_U,26226,static
GaussianNB,3,26226,0.9443708609271523,0.9554937413073713,0.9856527977044476,0.9703389830508474,0.4482758620689655,0.7169643298867066,Hypothyroid,feature_TD_U,26226,static
SVC,3,26226,0.9735099337748344,0.9774330042313117,0.994261119081779,0.9857752489331437,0.7241379310344828,0.8591995250581309,Hypothyroid,feature_TD_U,26226,static
KNeighborsClassifier,3,26226,0.9470198675496688,0.9506172839506173,0.994261119081779,0.9719495091164095,0.3793103448275862,0.6867857319546826,Hypothyroid,feature_TD_U,26226,static
LogisticRegression,3,26226,0.8900662251655629,1.0,0.8809182209469153,0.9366895499618612,1.0,0.9404591104734576,Hypothyroid,feature_TD_U,26226,self_paced
RandomForestClassifier,3,26226,0.9827814569536424,0.9985422740524781,0.9827833572453372,0.9906001446131598,0.9827586206896551,0.9827709889674962,Hypothyroid,feature_TD_U,26226,self_paced
GaussianNB,3,26226,0.8397350993377484,0.95,0.8723098995695839,0.9094988780852655,0.4482758620689655,0.6602928808192747,Hypothyroid,feature_TD_U,26226,self_paced
SVC,3,26226,0.9589403973509933,0.9703389830508474,0.9856527977044476,0.9779359430604982,0.6379310344827587,0.8117919160936031,Hypothyroid,feature_TD_U,26226,self_paced
KNeighborsClassifier,3,26226,0.952317880794702,0.9609483960948396,0.9885222381635581,0.9745403111739745,0.5172413793103449,0.7528818087369515,Hypothyroid,feature_TD_U,26226,self_paced
LogisticRegression,3,670488,0.9695364238410596,0.9869942196531792,0.9799139167862266,0.9834413246940245,0.8448275862068966,0.9123707514965615,Hypothyroid,feature_CL,670488,curriculum
RandomForestClassifier,3,670488,0.9774834437086093,0.9843304843304843,0.9913916786226685,0.9878484631879915,0.8103448275862069,0.9008682531044376,Hypothyroid,feature_CL,670488,curriculum
GaussianNB,3,670488,0.937748344370861,0.940379403794038,0.9956958393113343,0.9672473867595819,0.2413793103448276,0.6185375748280809,Hypothyroid,feature_CL,670488,curriculum
SVC,3,670488,0.9615894039735099,0.9638888888888889,0.9956958393113343,0.9795342272406493,0.5517241379310345,0.7737099886211845,Hypothyroid,feature_CL,670488,curriculum
KNeighborsClassifier,3,670488,0.9470198675496688,0.953103448275862,0.9913916786226685,0.9718706047819972,0.41379310344827586,0.7025923910354722,Hypothyroid,feature_CL,670488,curriculum
LogisticRegression,3,670488,0.9708609271523179,0.9898403483309144,0.9784791965566715,0.9841269841269841,0.8793103448275862,0.9288947706921289,Hypothyroid,feature_CL,670488,static
RandomForestClassifier,3,670488,0.9814569536423841,0.9871611982881597,0.9928263988522238,0.9899856938483548,0.8448275862068966,0.9188269925295602,Hypothyroid,feature_CL,670488,static
GaussianNB,3,670488,0.9403973509933775,0.944141689373297,0.994261119081779,0.9685534591194969,0.29310344827586204,0.6436822836788205,Hypothyroid,feature_CL,670488,static
SVC,3,670488,0.9642384105960264,0.9665738161559888,0.9956958393113343,0.9809187279151943,0.5862068965517241,0.7909513679315292,Hypothyroid,feature_CL,670488,static
KNeighborsClassifier,3,670488,0.9470198675496688,0.953103448275862,0.9913916786226685,0.9718706047819972,0.41379310344827586,0.7025923910354722,Hypothyroid,feature_CL,670488,static
LogisticRegression,3,670488,0.9311258278145695,0.9984544049459042,0.926829268292683,0.9613095238095238,0.9827586206896551,0.954793944491169,Hypothyroid,feature_CL,670488,self_paced
RandomForestClassifier,3,670488,0.9814569536423841,0.9885550786838341,0.9913916786226685,0.9899713467048711,0.8620689655172413,0.926730322069955,Hypothyroid,feature_CL,670488,self_paced
GaussianNB,3,670488,0.9112582781456954,0.9315068493150684,0.975609756097561,0.9530483531885073,0.13793103448275862,0.5567703952901598,Hypothyroid,feature_CL,670488,self_paced
SVC,3,670488,0.9602649006622517,0.9651324965132496,0.9928263988522238,0.9787835926449788,0.5689655172413793,0.7808959580468016,Hypothyroid,feature_CL,670488,self_paced
KNeighborsClassifier,3,670488,0.9509933774834437,0.9596100278551533,0.9885222381635581,0.9738515901060071,0.5,0.744261119081779,Hypothyroid,feature_CL,670488,self_paced
LogisticRegression,3,116740,0.9549668874172186,0.9853587115666179,0.9655667144906743,0.9753623188405797,0.8275862068965517,0.8965764606936131,Hypothyroid,feature_CL,116740,curriculum
RandomForestClassifier,3,116740,0.9668874172185431,0.9813753581661891,0.9827833572453372,0.982078853046595,0.7758620689655172,0.8793227131054272,Hypothyroid,feature_CL,116740,curriculum
GaussianNB,3,116740,0.9390728476821192,0.9552447552447553,0.9799139167862266,0.9674220963172805,0.4482758620689655,0.714094889427596,Hypothyroid,feature_CL,116740,curriculum
SVC,3,116740,0.9549668874172186,0.96105702364395,0.9913916786226685,0.9759887005649718,0.5172413793103449,0.7543165289665067,Hypothyroid,feature_CL,116740,curriculum
KNeighborsClassifier,3,116740,0.9390728476821192,0.9416553595658074,0.9956958393113343,0.9679218967921897,0.25862068965517243,0.6271582644832534,Hypothyroid,feature_CL,116740,curriculum
LogisticRegression,3,116740,0.9549668874172186,0.9853587115666179,0.9655667144906743,0.9753623188405797,0.8275862068965517,0.8965764606936131,Hypothyroid,feature_CL,116740,static
RandomForestClassifier,3,116740,0.9668874172185431,0.9827586206896551,0.9813486370157819,0.9820531227566404,0.7931034482758621,0.887226042645822,Hypothyroid,feature_CL,116740,static
GaussianNB,3,116740,0.9403973509933775,0.9540389972144847,0.9827833572453372,0.9681978798586572,0.43103448275862066,0.7069089200019789,Hypothyroid,feature_CL,116740,static
SVC,3,116740,0.9536423841059603,0.9597222222222223,0.9913916786226685,0.9752999294283698,0.5,0.7456958393113342,Hypothyroid,feature_CL,116740,static
KNeighborsClassifier,3,116740,0.9417218543046357,0.9418132611637348,0.9985652797704447,0.9693593314763231,0.25862068965517243,0.6285929847128086,Hypothyroid,feature_CL,116740,static
LogisticRegression,3,116740,0.9390728476821192,0.9954337899543378,0.9383070301291249,0.96602658788774,0.9482758620689655,0.9432914460990451,Hypothyroid,feature_CL,116740,self_paced
RandomForestClassifier,3,116740,0.9668874172185431,0.984149855907781,0.9799139167862266,0.9820273184759166,0.8103448275862069,0.8951293721862168,Hypothyroid,feature_CL,116740,self_paced
