Classifier,cv_k_folds,Random_State,Accuracy,Precision,Recall,F1 Score,Specificity,Balanced Accuracy,dataset,hardness_metric,seed,weighting_strategy
GaussianNB,3,670488,0.6495726495726496,0.4444444444444444,0.8235294117647058,0.5773195876288659,0.5783132530120482,0.700921332388377,ILPD,pca_contribution,670488,static
SVC,3,670488,0.7094017094017094,0.5,0.35294117647058826,0.41379310344827586,0.8554216867469879,0.6041814316087881,ILPD,pca_contribution,670488,static
KNeighborsClassifier,3,670488,0.6324786324786325,0.3783783783783784,0.4117647058823529,0.39436619718309857,0.7228915662650602,0.5673281360737066,ILPD,pca_contribution,670488,static
LogisticRegression,3,670488,0.717948717948718,0.5087719298245614,0.8529411764705882,0.6373626373626373,0.6626506024096386,0.7577958894401133,ILPD,pca_contribution,670488,self_paced
RandomForestClassifier,3,670488,0.6923076923076923,0.45454545454545453,0.29411764705882354,0.35714285714285715,0.8554216867469879,0.5747696669029058,ILPD,pca_contribution,670488,self_paced
GaussianNB,3,670488,0.6581196581196581,0.45161290322580644,0.8235294117647058,0.5833333333333334,0.5903614457831325,0.7069454287739192,ILPD,pca_contribution,670488,self_paced
SVC,3,670488,0.7094017094017094,0.5,0.35294117647058826,0.41379310344827586,0.8554216867469879,0.6041814316087881,ILPD,pca_contribution,670488,self_paced
KNeighborsClassifier,3,670488,0.6410256410256411,0.3888888888888889,0.4117647058823529,0.4,0.7349397590361446,0.5733522324592488,ILPD,pca_contribution,670488,self_paced
LogisticRegression,3,116740,0.5982905982905983,0.410958904109589,0.8823529411764706,0.5607476635514018,0.4819277108433735,0.682140326009922,ILPD,pca_contribution,116740,curriculum
RandomForestClassifier,3,116740,0.7008547008547008,0.4782608695652174,0.3235294117647059,0.38596491228070173,0.8554216867469879,0.5894755492558469,ILPD,pca_contribution,116740,curriculum
GaussianNB,3,116740,0.6068376068376068,0.4166666666666667,0.8823529411764706,0.5660377358490566,0.4939759036144578,0.6881644223954642,ILPD,pca_contribution,116740,curriculum
SVC,3,116740,0.6239316239316239,0.3333333333333333,0.29411764705882354,0.3125,0.7590361445783133,0.5265768958185684,ILPD,pca_contribution,116740,curriculum
KNeighborsClassifier,3,116740,0.6581196581196581,0.4117647058823529,0.4117647058823529,0.4117647058823529,0.7590361445783133,0.5854004252303331,ILPD,pca_contribution,116740,curriculum
LogisticRegression,3,116740,0.5726495726495726,0.3888888888888889,0.8235294117647058,0.5283018867924528,0.46987951807228917,0.6467044649184975,ILPD,pca_contribution,116740,static
RandomForestClassifier,3,116740,0.6923076923076923,0.45454545454545453,0.29411764705882354,0.35714285714285715,0.8554216867469879,0.5747696669029058,ILPD,pca_contribution,116740,static
GaussianNB,3,116740,0.5982905982905983,0.410958904109589,0.8823529411764706,0.5607476635514018,0.4819277108433735,0.682140326009922,ILPD,pca_contribution,116740,static
SVC,3,116740,0.6495726495726496,0.3793103448275862,0.3235294117647059,0.3492063492063492,0.7831325301204819,0.5533309709425939,ILPD,pca_contribution,116740,static
KNeighborsClassifier,3,116740,0.6495726495726496,0.3939393939393939,0.38235294117647056,0.3880597014925373,0.7590361445783133,0.570694542877392,ILPD,pca_contribution,116740,static
LogisticRegression,3,116740,0.5726495726495726,0.3918918918918919,0.8529411764705882,0.5370370370370371,0.4578313253012048,0.6553862508858965,ILPD,pca_contribution,116740,self_paced
RandomForestClassifier,3,116740,0.7350427350427351,0.5714285714285714,0.35294117647058826,0.43636363636363634,0.891566265060241,0.6222537207654146,ILPD,pca_contribution,116740,self_paced
GaussianNB,3,116740,0.6153846153846154,0.4266666666666667,0.9411764705882353,0.5871559633027523,0.4819277108433735,0.7115520907158044,ILPD,pca_contribution,116740,self_paced
SVC,3,116740,0.6752136752136753,0.4411764705882353,0.4411764705882353,0.4411764705882353,0.7710843373493976,0.6061304039688165,ILPD,pca_contribution,116740,self_paced
KNeighborsClassifier,3,116740,0.6239316239316239,0.38095238095238093,0.47058823529411764,0.42105263157894735,0.6867469879518072,0.5786676116229624,ILPD,pca_contribution,116740,self_paced
LogisticRegression,3,26226,0.6153846153846154,0.40350877192982454,0.6764705882352942,0.5054945054945055,0.5903614457831325,0.6334160170092134,ILPD,pca_contribution,26226,curriculum
RandomForestClassifier,3,26226,0.6495726495726496,0.34782608695652173,0.23529411764705882,0.2807017543859649,0.8192771084337349,0.5272856130403969,ILPD,pca_contribution,26226,curriculum
GaussianNB,3,26226,0.5897435897435898,0.375,0.6176470588235294,0.4666666666666667,0.5783132530120482,0.5979801559177889,ILPD,pca_contribution,26226,curriculum
SVC,3,26226,0.6666666666666666,0.35294117647058826,0.17647058823529413,0.23529411764705882,0.8674698795180723,0.5219702338766832,ILPD,pca_contribution,26226,curriculum
KNeighborsClassifier,3,26226,0.7264957264957265,0.5333333333333333,0.47058823529411764,0.5,0.8313253012048193,0.6509567682494685,ILPD,pca_contribution,26226,curriculum
LogisticRegression,3,26226,0.6068376068376068,0.4,0.7058823529411765,0.5106382978723404,0.5662650602409639,0.6360737065910702,ILPD,pca_contribution,26226,static
RandomForestClassifier,3,26226,0.6752136752136753,0.4230769230769231,0.3235294117647059,0.36666666666666664,0.8192771084337349,0.5714032600992204,ILPD,pca_contribution,26226,static
GaussianNB,3,26226,0.5897435897435898,0.375,0.6176470588235294,0.4666666666666667,0.5783132530120482,0.5979801559177889,ILPD,pca_contribution,26226,static
SVC,3,26226,0.6666666666666666,0.35294117647058826,0.17647058823529413,0.23529411764705882,0.8674698795180723,0.5219702338766832,ILPD,pca_contribution,26226,static
KNeighborsClassifier,3,26226,0.717948717948718,0.5161290322580645,0.47058823529411764,0.49230769230769234,0.8192771084337349,0.6449326718639263,ILPD,pca_contribution,26226,static
LogisticRegression,3,26226,0.6068376068376068,0.4032258064516129,0.7352941176470589,0.5208333333333334,0.5542168674698795,0.6447554925584692,ILPD,pca_contribution,26226,self_paced
RandomForestClassifier,3,26226,0.7264957264957265,0.5454545454545454,0.35294117647058826,0.42857142857142855,0.8795180722891566,0.6162296243798724,ILPD,pca_contribution,26226,self_paced
GaussianNB,3,26226,0.5897435897435898,0.3870967741935484,0.7058823529411765,0.5,0.5421686746987951,0.6240255138199858,ILPD,pca_contribution,26226,self_paced
SVC,3,26226,0.6752136752136753,0.4090909090909091,0.2647058823529412,0.32142857142857145,0.8433734939759037,0.5540396881644224,ILPD,pca_contribution,26226,self_paced
KNeighborsClassifier,3,26226,0.7094017094017094,0.5,0.4411764705882353,0.46875,0.8192771084337349,0.6302267895109851,ILPD,pca_contribution,26226,self_paced
LogisticRegression,3,670488,0.6923076923076923,0.48333333333333334,0.8529411764705882,0.6170212765957447,0.6265060240963856,0.7397236002834868,ILPD,feature_kDN,670488,curriculum
RandomForestClassifier,3,670488,0.7008547008547008,0.47368421052631576,0.2647058823529412,0.33962264150943394,0.8795180722891566,0.5721119773210489,ILPD,feature_kDN,670488,curriculum
GaussianNB,3,670488,0.6581196581196581,0.45161290322580644,0.8235294117647058,0.5833333333333334,0.5903614457831325,0.7069454287739192,ILPD,feature_kDN,670488,curriculum
SVC,3,670488,0.717948717948718,0.5217391304347826,0.35294117647058826,0.42105263157894735,0.8674698795180723,0.6102055279943303,ILPD,feature_kDN,670488,curriculum
KNeighborsClassifier,3,670488,0.6495726495726496,0.3939393939393939,0.38235294117647056,0.3880597014925373,0.7590361445783133,0.570694542877392,ILPD,feature_kDN,670488,curriculum
LogisticRegression,3,670488,0.6923076923076923,0.48333333333333334,0.8529411764705882,0.6170212765957447,0.6265060240963856,0.7397236002834868,ILPD,feature_kDN,670488,static
RandomForestClassifier,3,670488,0.717948717948718,0.5333333333333333,0.23529411764705882,0.32653061224489793,0.9156626506024096,0.5754783841247342,ILPD,feature_kDN,670488,static
GaussianNB,3,670488,0.6666666666666666,0.45901639344262296,0.8235294117647058,0.5894736842105263,0.6024096385542169,0.7129695251594614,ILPD,feature_kDN,670488,static
SVC,3,670488,0.6923076923076923,0.4583333333333333,0.3235294117647059,0.3793103448275862,0.8433734939759037,0.5834514528703048,ILPD,feature_kDN,670488,static
KNeighborsClassifier,3,670488,0.6495726495726496,0.3939393939393939,0.38235294117647056,0.3880597014925373,0.7590361445783133,0.570694542877392,ILPD,feature_kDN,670488,static
LogisticRegression,3,670488,0.6837606837606838,0.47540983606557374,0.8529411764705882,0.6105263157894737,0.6144578313253012,0.7336995038979447,ILPD,feature_kDN,670488,self_paced
RandomForestClassifier,3,670488,0.7094017094017094,0.5,0.3235294117647059,0.39285714285714285,0.8674698795180723,0.5954996456413891,ILPD,feature_kDN,670488,self_paced
GaussianNB,3,670488,0.6495726495726496,0.4444444444444444,0.8235294117647058,0.5773195876288659,0.5783132530120482,0.700921332388377,ILPD,feature_kDN,670488,self_paced
SVC,3,670488,0.717948717948718,0.52,0.38235294117647056,0.4406779661016949,0.8554216867469879,0.6188873139617292,ILPD,feature_kDN,670488,self_paced
KNeighborsClassifier,3,670488,0.6239316239316239,0.3684210526315789,0.4117647058823529,0.3888888888888889,0.7108433734939759,0.5613040396881643,ILPD,feature_kDN,670488,self_paced
LogisticRegression,3,116740,0.5897435897435898,0.4,0.8235294117647058,0.5384615384615384,0.4939759036144578,0.6587526576895818,ILPD,feature_kDN,116740,curriculum
RandomForestClassifier,3,116740,0.7264957264957265,0.5454545454545454,0.35294117647058826,0.42857142857142855,0.8795180722891566,0.6162296243798724,ILPD,feature_kDN,116740,curriculum
GaussianNB,3,116740,0.6153846153846154,0.4246575342465753,0.9117647058823529,0.5794392523364486,0.4939759036144578,0.7028703047484054,ILPD,feature_kDN,116740,curriculum
SVC,3,116740,0.6581196581196581,0.4,0.35294117647058826,0.375,0.7831325301204819,0.5680368532955351,ILPD,feature_kDN,116740,curriculum
KNeighborsClassifier,3,116740,0.6410256410256411,0.38235294117647056,0.38235294117647056,0.38235294117647056,0.7469879518072289,0.5646704464918497,ILPD,feature_kDN,116740,curriculum
LogisticRegression,3,116740,0.5897435897435898,0.4027777777777778,0.8529411764705882,0.5471698113207547,0.4819277108433735,0.6674344436569808,ILPD,feature_kDN,116740,static
RandomForestClassifier,3,116740,0.6923076923076923,0.46153846153846156,0.35294117647058826,0.4,0.8313253012048193,0.5921332388377037,ILPD,feature_kDN,116740,static
GaussianNB,3,116740,0.6239316239316239,0.42857142857142855,0.8823529411764706,0.5769230769230769,0.5180722891566265,0.7002126151665485,ILPD,feature_kDN,116740,static
SVC,3,116740,0.6581196581196581,0.4,0.35294117647058826,0.375,0.7831325301204819,0.5680368532955351,ILPD,feature_kDN,116740,static
KNeighborsClassifier,3,116740,0.6581196581196581,0.40625,0.38235294117647056,0.3939393939393939,0.7710843373493976,0.5767186392629341,ILPD,feature_kDN,116740,static
LogisticRegression,3,116740,0.5726495726495726,0.3918918918918919,0.8529411764705882,0.5370370370370371,0.4578313253012048,0.6553862508858965,ILPD,feature_kDN,116740,self_paced
RandomForestClassifier,3,116740,0.7094017094017094,0.5,0.38235294117647056,0.43333333333333335,0.8433734939759037,0.6128632175761871,ILPD,feature_kDN,116740,self_paced
GaussianNB,3,116740,0.6068376068376068,0.4166666666666667,0.8823529411764706,0.5660377358490566,0.4939759036144578,0.6881644223954642,ILPD,feature_kDN,116740,self_paced
SVC,3,116740,0.6581196581196581,0.4166666666666667,0.4411764705882353,0.42857142857142855,0.7469879518072289,0.5940822111977321,ILPD,feature_kDN,116740,self_paced
KNeighborsClassifier,3,116740,0.6068376068376068,0.35714285714285715,0.4411764705882353,0.39473684210526316,0.6746987951807228,0.5579376328844791,ILPD,feature_kDN,116740,self_paced
LogisticRegression,3,26226,0.5726495726495726,0.3620689655172414,0.6176470588235294,0.45652173913043476,0.5542168674698795,0.5859319631467045,ILPD,feature_kDN,26226,curriculum
RandomForestClassifier,3,26226,0.6837606837606838,0.42857142857142855,0.2647058823529412,0.32727272727272727,0.8554216867469879,0.5600637845499645,ILPD,feature_kDN,26226,curriculum
GaussianNB,3,26226,0.5811965811965812,0.36363636363636365,0.5882352941176471,0.449438202247191,0.5783132530120482,0.5832742735648476,ILPD,feature_kDN,26226,curriculum
SVC,3,26226,0.6837606837606838,0.44,0.3235294117647059,0.3728813559322034,0.8313253012048193,0.5774273564847626,ILPD,feature_kDN,26226,curriculum
KNeighborsClassifier,3,26226,0.7264957264957265,0.5384615384615384,0.4117647058823529,0.4666666666666667,0.8554216867469879,0.6335931963146704,ILPD,feature_kDN,26226,curriculum
LogisticRegression,3,26226,0.5726495726495726,0.3620689655172414,0.6176470588235294,0.45652173913043476,0.5542168674698795,0.5859319631467045,ILPD,feature_kDN,26226,static
RandomForestClassifier,3,26226,0.7264957264957265,0.5454545454545454,0.35294117647058826,0.42857142857142855,0.8795180722891566,0.6162296243798724,ILPD,feature_kDN,26226,static
GaussianNB,3,26226,0.5811965811965812,0.36363636363636365,0.5882352941176471,0.449438202247191,0.5783132530120482,0.5832742735648476,ILPD,feature_kDN,26226,static
SVC,3,26226,0.6752136752136753,0.4090909090909091,0.2647058823529412,0.32142857142857145,0.8433734939759037,0.5540396881644224,ILPD,feature_kDN,26226,static
KNeighborsClassifier,3,26226,0.717948717948718,0.5185185185185185,0.4117647058823529,0.45901639344262296,0.8433734939759037,0.6275690999291283,ILPD,feature_kDN,26226,static
LogisticRegression,3,26226,0.5982905982905983,0.38181818181818183,0.6176470588235294,0.47191011235955055,0.5903614457831325,0.604004252303331,ILPD,feature_kDN,26226,self_paced
RandomForestClassifier,3,26226,0.6666666666666666,0.391304347826087,0.2647058823529412,0.3157894736842105,0.8313253012048193,0.5480155917788803,ILPD,feature_kDN,26226,self_paced
GaussianNB,3,26226,0.5811965811965812,0.36363636363636365,0.5882352941176471,0.449438202247191,0.5783132530120482,0.5832742735648476,ILPD,feature_kDN,26226,self_paced
SVC,3,26226,0.6923076923076923,0.4583333333333333,0.3235294117647059,0.3793103448275862,0.8433734939759037,0.5834514528703048,ILPD,feature_kDN,26226,self_paced
KNeighborsClassifier,3,26226,0.7264957264957265,0.53125,0.5,0.5151515151515151,0.8192771084337349,0.6596385542168675,ILPD,feature_kDN,26226,self_paced
LogisticRegression,3,670488,0.6752136752136753,0.4666666666666667,0.8235294117647058,0.5957446808510638,0.6144578313253012,0.7189936215450035,ILPD,feature_DS,670488,curriculum
RandomForestClassifier,3,670488,0.7094017094017094,0.5,0.3235294117647059,0.39285714285714285,0.8674698795180723,0.5954996456413891,ILPD,feature_DS,670488,curriculum
GaussianNB,3,670488,0.6410256410256411,0.4375,0.8235294117647058,0.5714285714285714,0.5662650602409639,0.6948972360028349,ILPD,feature_DS,670488,curriculum
SVC,3,670488,0.6666666666666666,0.41935483870967744,0.38235294117647056,0.4,0.7831325301204819,0.5827427356484762,ILPD,feature_DS,670488,curriculum
KNeighborsClassifier,3,670488,0.6239316239316239,0.38636363636363635,0.5,0.4358974358974359,0.6746987951807228,0.5873493975903614,ILPD,feature_DS,670488,curriculum
LogisticRegression,3,670488,0.6837606837606838,0.47540983606557374,0.8529411764705882,0.6105263157894737,0.6144578313253012,0.7336995038979447,ILPD,feature_DS,670488,static
RandomForestClassifier,3,670488,0.7094017094017094,0.5,0.3235294117647059,0.39285714285714285,0.8674698795180723,0.5954996456413891,ILPD,feature_DS,670488,static
GaussianNB,3,670488,0.6410256410256411,0.4375,0.8235294117647058,0.5714285714285714,0.5662650602409639,0.6948972360028349,ILPD,feature_DS,670488,static
SVC,3,670488,0.6923076923076923,0.4666666666666667,0.4117647058823529,0.4375,0.8072289156626506,0.6094968107725018,ILPD,feature_DS,670488,static
KNeighborsClassifier,3,670488,0.6410256410256411,0.40476190476190477,0.5,0.4473684210526316,0.6987951807228916,0.5993975903614458,ILPD,feature_DS,670488,static
LogisticRegression,3,670488,0.6923076923076923,0.48333333333333334,0.8529411764705882,0.6170212765957447,0.6265060240963856,0.7397236002834868,ILPD,feature_DS,670488,self_paced
RandomForestClassifier,3,670488,0.7094017094017094,0.5,0.23529411764705882,0.32,0.9036144578313253,0.569454287739192,ILPD,feature_DS,670488,self_paced
GaussianNB,3,670488,0.6495726495726496,0.4444444444444444,0.8235294117647058,0.5773195876288659,0.5783132530120482,0.700921332388377,ILPD,feature_DS,670488,self_paced
SVC,3,670488,0.7008547008547008,0.48,0.35294117647058826,0.4067796610169492,0.8433734939759037,0.598157335223246,ILPD,feature_DS,670488,self_paced
KNeighborsClassifier,3,670488,0.6410256410256411,0.3888888888888889,0.4117647058823529,0.4,0.7349397590361446,0.5733522324592488,ILPD,feature_DS,670488,self_paced
LogisticRegression,3,116740,0.5897435897435898,0.4027777777777778,0.8529411764705882,0.5471698113207547,0.4819277108433735,0.6674344436569808,ILPD,feature_DS,116740,curriculum
RandomForestClassifier,3,116740,0.7264957264957265,0.5384615384615384,0.4117647058823529,0.4666666666666667,0.8554216867469879,0.6335931963146704,ILPD,feature_DS,116740,curriculum
GaussianNB,3,116740,0.6153846153846154,0.4246575342465753,0.9117647058823529,0.5794392523364486,0.4939759036144578,0.7028703047484054,ILPD,feature_DS,116740,curriculum
SVC,3,116740,0.6324786324786325,0.3902439024390244,0.47058823529411764,0.4266666666666667,0.6987951807228916,0.5846917080085046,ILPD,feature_DS,116740,curriculum
KNeighborsClassifier,3,116740,0.6239316239316239,0.391304347826087,0.5294117647058824,0.45,0.6626506024096386,0.5960311835577605,ILPD,feature_DS,116740,curriculum
LogisticRegression,3,116740,0.5726495726495726,0.3918918918918919,0.8529411764705882,0.5370370370370371,0.4578313253012048,0.6553862508858965,ILPD,feature_DS,116740,static
RandomForestClassifier,3,116740,0.6923076923076923,0.46153846153846156,0.35294117647058826,0.4,0.8313253012048193,0.5921332388377037,ILPD,feature_DS,116740,static
GaussianNB,3,116740,0.6324786324786325,0.44,0.9705882352941176,0.6055045871559633,0.4939759036144578,0.7322820694542878,ILPD,feature_DS,116740,static
SVC,3,116740,0.6495726495726496,0.4146341463414634,0.5,0.4533333333333333,0.7108433734939759,0.6054216867469879,ILPD,feature_DS,116740,static
KNeighborsClassifier,3,116740,0.6324786324786325,0.40816326530612246,0.5882352941176471,0.4819277108433735,0.6506024096385542,0.6194188518781006,ILPD,feature_DS,116740,static
LogisticRegression,3,116740,0.5811965811965812,0.391304347826087,0.7941176470588235,0.5242718446601942,0.4939759036144578,0.6440467753366407,ILPD,feature_DS,116740,self_paced
RandomForestClassifier,3,116740,0.7008547008547008,0.48148148148148145,0.38235294117647056,0.4262295081967213,0.8313253012048193,0.606839121190645,ILPD,feature_DS,116740,self_paced
GaussianNB,3,116740,0.5897435897435898,0.40789473684210525,0.9117647058823529,0.5636363636363636,0.4578313253012048,0.6847980155917789,ILPD,feature_DS,116740,self_paced
SVC,3,116740,0.6495726495726496,0.40540540540540543,0.4411764705882353,0.4225352112676056,0.7349397590361446,0.58805811481219,ILPD,feature_DS,116740,self_paced
KNeighborsClassifier,3,116740,0.6410256410256411,0.40476190476190477,0.5,0.4473684210526316,0.6987951807228916,0.5993975903614458,ILPD,feature_DS,116740,self_paced
LogisticRegression,3,26226,0.5897435897435898,0.3793103448275862,0.6470588235294118,0.4782608695652174,0.5662650602409639,0.6066619418851878,ILPD,feature_DS,26226,curriculum
RandomForestClassifier,3,26226,0.6923076923076923,0.45454545454545453,0.29411764705882354,0.35714285714285715,0.8554216867469879,0.5747696669029058,ILPD,feature_DS,26226,curriculum
GaussianNB,3,26226,0.5982905982905983,0.3968253968253968,0.7352941176470589,0.5154639175257731,0.5421686746987951,0.6387313961729271,ILPD,feature_DS,26226,curriculum
SVC,3,26226,0.6752136752136753,0.42857142857142855,0.35294117647058826,0.3870967741935484,0.8072289156626506,0.5800850460666195,ILPD,feature_DS,26226,curriculum
KNeighborsClassifier,3,26226,0.7008547008547008,0.4857142857142857,0.5,0.4927536231884058,0.7831325301204819,0.641566265060241,ILPD,feature_DS,26226,curriculum
LogisticRegression,3,26226,0.5897435897435898,0.3793103448275862,0.6470588235294118,0.4782608695652174,0.5662650602409639,0.6066619418851878,ILPD,feature_DS,26226,static
RandomForestClassifier,3,26226,0.6752136752136753,0.4,0.23529411764705882,0.2962962962962963,0.8554216867469879,0.5453579021970234,ILPD,feature_DS,26226,static
GaussianNB,3,26226,0.5811965811965812,0.3728813559322034,0.6470588235294118,0.4731182795698925,0.5542168674698795,0.6006378454996457,ILPD,feature_DS,26226,static
SVC,3,26226,0.6752136752136753,0.42857142857142855,0.35294117647058826,0.3870967741935484,0.8072289156626506,0.5800850460666195,ILPD,feature_DS,26226,static
KNeighborsClassifier,3,26226,0.7264957264957265,0.525,0.6176470588235294,0.5675675675675675,0.7710843373493976,0.6943656980864635,ILPD,feature_DS,26226,static
LogisticRegression,3,26226,0.5982905982905983,0.38596491228070173,0.6470588235294118,0.4835164835164835,0.5783132530120482,0.61268603827073,ILPD,feature_DS,26226,self_paced
RandomForestClassifier,3,26226,0.6837606837606838,0.42857142857142855,0.2647058823529412,0.32727272727272727,0.8554216867469879,0.5600637845499645,ILPD,feature_DS,26226,self_paced
GaussianNB,3,26226,0.5726495726495726,0.3620689655172414,0.6176470588235294,0.45652173913043476,0.5542168674698795,0.5859319631467045,ILPD,feature_DS,26226,self_paced
SVC,3,26226,0.6752136752136753,0.3888888888888889,0.20588235294117646,0.2692307692307692,0.8674698795180723,0.5366761162296244,ILPD,feature_DS,26226,self_paced
KNeighborsClassifier,3,26226,0.7008547008547008,0.4838709677419355,0.4411764705882353,0.46153846153846156,0.8072289156626506,0.624202693125443,ILPD,feature_DS,26226,self_paced
LogisticRegression,3,670488,0.6752136752136753,0.46551724137931033,0.7941176470588235,0.5869565217391305,0.6265060240963856,0.7103118355776046,ILPD,feature_DCP,670488,curriculum
RandomForestClassifier,3,670488,0.717948717948718,0.5238095238095238,0.3235294117647059,0.4,0.8795180722891566,0.6015237420269313,ILPD,feature_DCP,670488,curriculum
GaussianNB,3,670488,0.6410256410256411,0.4375,0.8235294117647058,0.5714285714285714,0.5662650602409639,0.6948972360028349,ILPD,feature_DCP,670488,curriculum
SVC,3,670488,0.7008547008547008,0.48,0.35294117647058826,0.4067796610169492,0.8433734939759037,0.598157335223246,ILPD,feature_DCP,670488,curriculum
KNeighborsClassifier,3,670488,0.6239316239316239,0.3611111111111111,0.38235294117647056,0.37142857142857144,0.7228915662650602,0.5526222537207655,ILPD,feature_DCP,670488,curriculum
LogisticRegression,3,670488,0.7008547008547008,0.4909090909090909,0.7941176470588235,0.6067415730337079,0.6626506024096386,0.7283841247342311,ILPD,feature_DCP,670488,static
RandomForestClassifier,3,670488,0.7350427350427351,0.5789473684210527,0.3235294117647059,0.41509433962264153,0.9036144578313253,0.6135719347980156,ILPD,feature_DCP,670488,static
GaussianNB,3,670488,0.6581196581196581,0.45161290322580644,0.8235294117647058,0.5833333333333334,0.5903614457831325,0.7069454287739192,ILPD,feature_DCP,670488,static
SVC,3,670488,0.7094017094017094,0.5,0.35294117647058826,0.41379310344827586,0.8554216867469879,0.6041814316087881,ILPD,feature_DCP,670488,static
KNeighborsClassifier,3,670488,0.6324786324786325,0.37142857142857144,0.38235294117647056,0.37681159420289856,0.7349397590361446,0.5586463501063076,ILPD,feature_DCP,670488,static
LogisticRegression,3,670488,0.6923076923076923,0.4827586206896552,0.8235294117647058,0.6086956521739131,0.6385542168674698,0.7310418143160878,ILPD,feature_DCP,670488,self_paced
RandomForestClassifier,3,670488,0.6752136752136753,0.375,0.17647058823529413,0.24,0.8795180722891566,0.5279943302622253,ILPD,feature_DCP,670488,self_paced
GaussianNB,3,670488,0.6581196581196581,0.45161290322580644,0.8235294117647058,0.5833333333333334,0.5903614457831325,0.7069454287739192,ILPD,feature_DCP,670488,self_paced
SVC,3,670488,0.6923076923076923,0.4666666666666667,0.4117647058823529,0.4375,0.8072289156626506,0.6094968107725018,ILPD,feature_DCP,670488,self_paced
KNeighborsClassifier,3,670488,0.6153846153846154,0.3829787234042553,0.5294117647058824,0.4444444444444444,0.6506024096385542,0.5900070871722183,ILPD,feature_DCP,670488,self_paced
LogisticRegression,3,116740,0.5982905982905983,0.4084507042253521,0.8529411764705882,0.5523809523809524,0.4939759036144578,0.673458540042523,ILPD,feature_DCP,116740,curriculum
RandomForestClassifier,3,116740,0.7008547008547008,0.48148148148148145,0.38235294117647056,0.4262295081967213,0.8313253012048193,0.606839121190645,ILPD,feature_DCP,116740,curriculum
GaussianNB,3,116740,0.5982905982905983,0.410958904109589,0.8823529411764706,0.5607476635514018,0.4819277108433735,0.682140326009922,ILPD,feature_DCP,116740,curriculum
SVC,3,116740,0.6581196581196581,0.39285714285714285,0.3235294117647059,0.3548387096774194,0.7951807228915663,0.5593550673281361,ILPD,feature_DCP,116740,curriculum
KNeighborsClassifier,3,116740,0.6410256410256411,0.3888888888888889,0.4117647058823529,0.4,0.7349397590361446,0.5733522324592488,ILPD,feature_DCP,116740,curriculum
LogisticRegression,3,116740,0.6068376068376068,0.4142857142857143,0.8529411764705882,0.5576923076923077,0.5060240963855421,0.6794826364280652,ILPD,feature_DCP,116740,static
RandomForestClassifier,3,116740,0.7008547008547008,0.48,0.35294117647058826,0.4067796610169492,0.8433734939759037,0.598157335223246,ILPD,feature_DCP,116740,static
GaussianNB,3,116740,0.5982905982905983,0.410958904109589,0.8823529411764706,0.5607476635514018,0.4819277108433735,0.682140326009922,ILPD,feature_DCP,116740,static
SVC,3,116740,0.6666666666666666,0.4,0.29411764705882354,0.3389830508474576,0.8192771084337349,0.5566973777462793,ILPD,feature_DCP,116740,static
KNeighborsClassifier,3,116740,0.6495726495726496,0.3870967741935484,0.35294117647058826,0.36923076923076925,0.7710843373493976,0.562012756909993,ILPD,feature_DCP,116740,static
LogisticRegression,3,116740,0.5641025641025641,0.3835616438356164,0.8235294117647058,0.5233644859813084,0.4578313253012048,0.6406803685329553,ILPD,feature_DCP,116740,self_paced
RandomForestClassifier,3,116740,0.7008547008547008,0.48,0.35294117647058826,0.4067796610169492,0.8433734939759037,0.598157335223246,ILPD,feature_DCP,116740,self_paced
GaussianNB,3,116740,0.6239316239316239,0.43243243243243246,0.9411764705882353,0.5925925925925926,0.4939759036144578,0.7175761871013465,ILPD,feature_DCP,116740,self_paced
SVC,3,116740,0.6495726495726496,0.40540540540540543,0.4411764705882353,0.4225352112676056,0.7349397590361446,0.58805811481219,ILPD,feature_DCP,116740,self_paced
KNeighborsClassifier,3,116740,0.6495726495726496,0.4186046511627907,0.5294117647058824,0.4675324675324675,0.6987951807228916,0.614103472714387,ILPD,feature_DCP,116740,self_paced
LogisticRegression,3,26226,0.5897435897435898,0.375,0.6176470588235294,0.4666666666666667,0.5783132530120482,0.5979801559177889,ILPD,feature_DCP,26226,curriculum
RandomForestClassifier,3,26226,0.7094017094017094,0.5,0.2647058823529412,0.34615384615384615,0.891566265060241,0.578136073706591,ILPD,feature_DCP,26226,curriculum
GaussianNB,3,26226,0.5811965811965812,0.36363636363636365,0.5882352941176471,0.449438202247191,0.5783132530120482,0.5832742735648476,ILPD,feature_DCP,26226,curriculum
SVC,3,26226,0.6752136752136753,0.4090909090909091,0.2647058823529412,0.32142857142857145,0.8433734939759037,0.5540396881644224,ILPD,feature_DCP,26226,curriculum
KNeighborsClassifier,3,26226,0.7350427350427351,0.5517241379310345,0.47058823529411764,0.5079365079365079,0.8433734939759037,0.6569808646350106,ILPD,feature_DCP,26226,curriculum
LogisticRegression,3,26226,0.5811965811965812,0.3684210526315789,0.6176470588235294,0.46153846153846156,0.5662650602409639,0.5919560595322466,ILPD,feature_DCP,26226,static
RandomForestClassifier,3,26226,0.7094017094017094,0.5,0.23529411764705882,0.32,0.9036144578313253,0.569454287739192,ILPD,feature_DCP,26226,static
GaussianNB,3,26226,0.5811965811965812,0.36363636363636365,0.5882352941176471,0.449438202247191,0.5783132530120482,0.5832742735648476,ILPD,feature_DCP,26226,static
