dataset,hardness_metric,seed,weighting_strategy,mean_similarity,mean_ks_statistic,std_ks_statistic
ILPD,feature_N2,670488,self_paced,0.5779871433734961,0.3119137729223566,0.15717826938177104
Vertebral,feature_F3,26226,static,0.5025188002599567,0.495915374947633,0.13624821523917405
Vertebral,feature_F3,26226,self_paced,0.49538659405007346,0.385002094679514,0.16526337726781995
ILPD,feature_N2,116740,curriculum,0.5324214571348681,0.3724209910261413,0.1472586851736428
Vertebral,feature_F4,670488,curriculum,0.4758520877615237,0.49387306242144957,0.12376383375627094
ILPD,feature_N2,116740,static,0.534465228229469,0.35612563402262976,0.15824381226927753
Vertebral,feature_F4,670488,static,0.4520466905677203,0.506650607457059,0.09540141328126973
ILPD,feature_N2,116740,self_paced,0.5063991639023033,0.3741221225126804,0.1455094268816676
Vertebral,feature_F4,670488,self_paced,0.5001544533828223,0.43605990783410137,0.13917015459345988
Vertebral,feature_F4,116740,curriculum,0.45283747386128564,0.487012987012987,0.14391018036503253
ILPD,feature_N2,26226,curriculum,0.54199960670237,0.3313655872024971,0.14981206149103637
Vertebral,feature_F4,116740,static,0.450022487953644,0.4892124005027231,0.12299900762997461
ILPD,feature_N2,26226,static,0.5225987530777333,0.3583515411626999,0.1540013106855842
Vertebral,feature_F4,116740,self_paced,0.4811351284173767,0.42391076665270216,0.12627858015934976
Vertebral,feature_F4,26226,curriculum,0.46632599889323123,0.4858085462924172,0.1341907920948404
ILPD,feature_N2,26226,self_paced,0.5033393085973774,0.37589348419820523,0.12735819890031755
Hypothyroid,feature_LSR,670488,static,0.5954973710299655,0.69232447699863,0.18316928000179725
Vertebral,feature_F4,26226,static,0.5122661911525414,0.44595726853791373,0.1435077149645355
ILPD,feature_LSC,670488,curriculum,0.5418065089417078,0.31125243854857587,0.16021348705839164
Vertebral,feature_F4,26226,self_paced,0.5022285664408703,0.4105571847507332,0.14933623488034176
ILPD,feature_LSC,670488,static,0.5378650278216586,0.3385037065938353,0.15795626195391996
ILPD,feature_LSC,670488,self_paced,0.5360177065916608,0.2984900507218104,0.12983345800156262
ILPD,feature_LSC,116740,curriculum,0.5638216808589919,0.32698595396020286,0.1636315755918912
ILPD,feature_LSC,116740,static,0.5147298344999441,0.31049356223175967,0.1463739375411315
ILPD,feature_LSC,116740,self_paced,0.5442657168734629,0.34477565353101836,0.1531872344645313
ILPD,feature_LSC,26226,curriculum,0.5508876353189199,0.3131876706984003,0.1540012572816538
ILPD,feature_LSC,26226,static,0.5473283472080496,0.3320249707374171,0.14937649994902985
Hypothyroid,feature_LSR,670488,self_paced,0.5992987372535645,0.7313067908031028,0.17947274331233604
ILPD,feature_LSC,26226,self_paced,0.5292117704087256,0.34293211080764735,0.14212035051908
ILPD,feature_LSR,670488,curriculum,0.5634609754492228,0.3420834959032384,0.1630092134157231
ILPD,feature_LSR,670488,static,0.5411992069906092,0.30947522434646896,0.15551676954951826
ILPD,feature_LSR,670488,self_paced,0.5422000489327502,0.3461587982832618,0.16063637514065063
ILPD,feature_LSR,116740,curriculum,0.5002549771743177,0.35015996878657824,0.13731118442916881
ILPD,feature_LSR,116740,static,0.5150599089323389,0.3688119391338276,0.14525628118947834
ILPD,feature_LSR,116740,self_paced,0.5439825982961605,0.33621342177136176,0.16014353404238577
ILPD,feature_LSR,26226,curriculum,0.5161380871913231,0.35555598907530245,0.14056930836386794
ILPD,feature_LSR,26226,static,0.5215106689749742,0.36412212251268045,0.14087856449623884
Hypothyroid,feature_LSR,116740,curriculum,0.54346853128659,0.6779052774447494,0.16871241691869296
ILPD,feature_LSR,26226,self_paced,0.518331174490814,0.37288724151385094,0.14016425056891188
ILPD,feature_Harmfulness,670488,curriculum,0.465088981758651,0.5448224736636754,0.09190228784436459
ILPD,feature_Harmfulness,670488,static,0.4320279843583394,0.5498927038626609,0.08534622724881982
ILPD,feature_Harmfulness,670488,self_paced,0.5173846080797885,0.35299843932891145,0.15625364147802462
ILPD,feature_Harmfulness,116740,curriculum,0.438083787085357,0.5379925868123293,0.08225279027033863
ILPD,feature_Harmfulness,116740,static,0.41698411825683956,0.5397015216543113,0.08884289641151372
ILPD,feature_Harmfulness,116740,self_paced,0.5205471118778057,0.37978150604760047,0.15418517745668445
ILPD,feature_Harmfulness,26226,curriculum,0.4710250900613824,0.5411217323449082,0.08358211857663335
Hypothyroid,feature_LSR,116740,static,0.5325951361154603,0.6890025032631963,0.17506033615595748
ILPD,feature_Harmfulness,26226,static,0.45938459489648203,0.5422200546234881,0.0909710660615316
ILPD,feature_Harmfulness,26226,self_paced,0.5235744691654576,0.3596137339055794,0.1401248398898728
ILPD,feature_F1,670488,curriculum,0.5740670882066915,0.31914163090128755,0.13252973258091114
ILPD,feature_F1,670488,static,0.5374500756350122,0.328142801404604,0.15618507056819347
ILPD,feature_F1,670488,self_paced,0.542227322880759,0.32955325790089735,0.16497818141437223
ILPD,feature_F1,116740,curriculum,0.5760755105693366,0.31717518532969174,0.15347802034185112
ILPD,feature_F1,116740,static,0.5553356494480606,0.34269215762777994,0.15330557530164823
ILPD,feature_F1,116740,self_paced,0.5529892248701211,0.3500058525165821,0.1567681206318858
ILPD,feature_F1,26226,curriculum,0.5618997816253494,0.303068669527897,0.15352380802183357
Hypothyroid,feature_LSR,116740,self_paced,0.5367832225466774,0.6936696319856016,0.16970288469341532
ILPD,feature_F1,26226,static,0.5417665852950779,0.33374561061256336,0.1250348958418507
ILPD,feature_F1,26226,self_paced,0.5512085774957433,0.31014436207569257,0.14890087796658505
ILPD,feature_F2,670488,curriculum,0.5594603075637163,0.33166211470932505,0.1550557842403634
ILPD,feature_F2,670488,static,0.5895044226143232,0.30857588763168164,0.16606660754505306
ILPD,feature_F2,670488,self_paced,0.580775489120172,0.31313889972688264,0.15954677553004307
ILPD,feature_F2,116740,curriculum,0.5925690180822598,0.30131291455325787,0.1591693040008251
ILPD,feature_F2,116740,static,0.5758913767154158,0.333263753413968,0.15575938314511023
ILPD,feature_F2,116740,self_paced,0.5865188395131257,0.33746390948107685,0.16474535751934505
ILPD,feature_F2,26226,curriculum,0.5553412424500279,0.2998595396020289,0.14751091986258308
Hypothyroid,feature_LSR,26226,curriculum,0.535257689883769,0.7018971711986255,0.19422315765956952
ILPD,feature_F2,26226,static,0.5605682008621363,0.3417147873585642,0.159435248665111
ILPD,feature_F2,26226,self_paced,0.5399930488070305,0.3562056184159189,0.15187367439812216
ILPD,feature_F3,670488,curriculum,0.5143167232874073,0.40125243854857584,0.13879704159398176
ILPD,feature_F3,670488,static,0.4649342000850108,0.43073351541162697,0.12078346541028973
ILPD,feature_F3,670488,self_paced,0.5340197218687611,0.32847249317206395,0.15675081161673934
ILPD,feature_F3,116740,curriculum,0.4694919660338568,0.42525555989075303,0.12019129015197384
ILPD,feature_F3,116740,static,0.5093045807580435,0.44675575497463915,0.126630253756224
ILPD,feature_F3,116740,self_paced,0.5595867388439733,0.32113148653921186,0.16044129596525722
Hypothyroid,feature_LSR,26226,static,0.5330128839971724,0.6920832697699675,0.19314068678369067
ILPD,feature_F3,26226,curriculum,0.5025136532629895,0.42143776824034335,0.11179891039081778
ILPD,feature_F3,26226,static,0.4918462128199307,0.4326863051111978,0.10908252773215714
ILPD,feature_F3,26226,self_paced,0.5423910520353683,0.3406320717908701,0.1533040892353861
ILPD,feature_F4,670488,curriculum,0.546424429568802,0.3278852906749902,0.15151342095490872
ILPD,feature_F4,670488,static,0.5370495139582225,0.3351502145922747,0.15705038425204756
ILPD,feature_F4,670488,self_paced,0.5422798890169745,0.31094225516972296,0.17660619848324993
ILPD,feature_F4,116740,curriculum,0.5296539165531375,0.34868123293016,0.14820225088428085
ILPD,feature_F4,116740,static,0.5522364526162126,0.3410612563402263,0.1561782987156764
ILPD,feature_F4,116740,self_paced,0.5618490299514245,0.3346644557159579,0.16666461153190093
Hypothyroid,feature_LSR,26226,self_paced,0.5612191255912558,0.7277185330722673,0.17104013462969586
ILPD,feature_F4,26226,curriculum,0.5535008703828277,0.31665236051502144,0.13550659675536628
ILPD,feature_F4,26226,static,0.5491772683675573,0.3439582520483808,0.1565556958514321
ILPD,feature_F4,26226,self_paced,0.5403989456744613,0.33899531798673427,0.15072136849741036
KidneyDisease,,670488,static,0.510710894899394,0.7407881773399015,0.13997237664110357
KidneyDisease,,116740,static,0.5314740695414096,0.7359824849480021,0.1464520211340587
KidneyDisease,,26226,static,0.5192693245890049,0.7109469074986318,0.1445741914401726
KidneyDisease,relative_entropy,670488,curriculum,0.5034671951234316,0.7797153804050356,0.13540114167192518
KidneyDisease,relative_entropy,670488,static,0.5053783749291533,0.7658347016967707,0.1376511456395948
KidneyDisease,relative_entropy,670488,self_paced,0.5159930862666883,0.7390585659551178,0.1351800164849281
KidneyDisease,relative_entropy,116740,curriculum,0.5010749419066285,0.7859222769567598,0.12848501682897134
KidneyDisease,relative_entropy,116740,static,0.5067765453668791,0.7781718664477285,0.12931592716655432
KidneyDisease,relative_entropy,116740,self_paced,0.5298698585893771,0.746655719759168,0.1589462794589272
KidneyDisease,relative_entropy,26226,curriculum,0.5047715786028256,0.763152709359606,0.14578854268331126
KidneyDisease,relative_entropy,26226,static,0.5077633367689358,0.7634920634920636,0.14402752634822757
KidneyDisease,relative_entropy,26226,self_paced,0.5137488533183822,0.7586206896551724,0.13588917950397372
Hypothyroid,feature_Harmfulness,670488,curriculum,0.47134287315897366,0.8511789707969336,0.14335987548405993
KidneyDisease,pca_contribution,670488,curriculum,0.5476940697143917,0.7294362342638204,0.1552951439960149
KidneyDisease,pca_contribution,670488,static,0.5071375456087122,0.7571319102353584,0.13657760058267096
KidneyDisease,pca_contribution,670488,self_paced,0.48239748938512234,0.7863820470717022,0.1196582138087167
KidneyDisease,pca_contribution,116740,curriculum,0.5328422177785844,0.7510782703886153,0.14442543606039918
KidneyDisease,pca_contribution,116740,static,0.5343454481410961,0.744039408866995,0.14080618057890612
KidneyDisease,pca_contribution,116740,self_paced,0.47221656766476616,0.7855500821018062,0.12220490350718793
KidneyDisease,pca_contribution,26226,curriculum,0.5309311527463876,0.7506732348111659,0.1621428704230054
KidneyDisease,pca_contribution,26226,static,0.5393786738170293,0.7432950191570881,0.15699208849046992
KidneyDisease,pca_contribution,26226,self_paced,0.49353026177986886,0.7804488232074439,0.12773885523008532
KidneyDisease,feature_kDN,670488,curriculum,0.5227038891665245,0.6848056923918994,0.15321374251205955
KidneyDisease,feature_kDN,670488,static,0.5827570776801517,0.6551724137931035,0.17082655289738566
KidneyDisease,feature_kDN,670488,self_paced,0.5072901987789888,0.7544937055281884,0.13303321207193566
KidneyDisease,feature_kDN,116740,curriculum,0.525570675770324,0.6994636015325669,0.16208185248372714
KidneyDisease,feature_kDN,116740,static,0.5652672103278787,0.6480678708264915,0.17494720821741722
KidneyDisease,feature_kDN,116740,self_paced,0.5370798942559666,0.7385987958401752,0.15114134927452572
KidneyDisease,feature_kDN,26226,curriculum,0.502657053130893,0.7129501915708814,0.1383057463930316
KidneyDisease,feature_kDN,26226,static,0.5371051989732155,0.6940777230432404,0.15735663931012014
Hypothyroid,feature_Harmfulness,670488,static,0.4725630788505196,0.8485862477125101,0.14923962899027154
KidneyDisease,feature_kDN,26226,self_paced,0.5129586256713491,0.7571975916803504,0.14192922038856737
KidneyDisease,feature_DS,670488,curriculum,0.5583072473152617,0.7370333880678709,0.1362076266735254
KidneyDisease,feature_DS,670488,static,0.5370081109811249,0.7337931034482759,0.1582372832128607
KidneyDisease,feature_DS,670488,self_paced,0.4851306899068977,0.7650246305418719,0.1330188229995058
KidneyDisease,feature_DS,116740,curriculum,0.5374884011129895,0.7279802955665025,0.1649119638343952
KidneyDisease,feature_DS,116740,static,0.5526730388960205,0.7412151067323481,0.15250199267613598
KidneyDisease,feature_DS,116740,self_paced,0.513232957611976,0.766896551724138,0.13405848771102039
KidneyDisease,feature_DS,26226,curriculum,0.551743909693328,0.7287027914614121,0.14326592870718122
KidneyDisease,feature_DS,26226,static,0.5344095795764913,0.739255610290093,0.165295118446032
KidneyDisease,feature_DS,26226,self_paced,0.46872585082973034,0.7777558839627805,0.14554655411841774
KidneyDisease,feature_DCP,670488,curriculum,0.5295099377764072,0.71272030651341,0.16614999540963668
KidneyDisease,feature_DCP,670488,static,0.4797056305187679,0.8050465243568692,0.11486983600699313
KidneyDisease,feature_DCP,670488,self_paced,0.524061325081758,0.7552818828680897,0.13213973907381985
KidneyDisease,feature_DCP,116740,curriculum,0.5414685886571883,0.6471921182266009,0.19359494770652455
KidneyDisease,feature_DCP,116740,static,0.48320823109733124,0.7989381499726328,0.119339787562341
KidneyDisease,feature_DCP,116740,self_paced,0.541377205381304,0.7392337164750957,0.14732190308758425
KidneyDisease,feature_DCP,26226,curriculum,0.5327744834506086,0.6343951833607007,0.20672660097779455
KidneyDisease,feature_DCP,26226,static,0.48550028346067853,0.7995183360700602,0.12116921406169899
Hypothyroid,feature_Harmfulness,670488,self_paced,0.6199641971554348,0.677414488696944,0.16902384631778547
KidneyDisease,feature_DCP,26226,self_paced,0.5234312618402522,0.7329392446633827,0.15822874733401335
KidneyDisease,feature_TD_P,670488,curriculum,0.5130275987993206,0.7083634373289547,0.1632480108451096
KidneyDisease,feature_TD_P,670488,static,0.4922583008811553,0.7992556102900932,0.12160191547613096
KidneyDisease,feature_TD_P,670488,self_paced,0.5167453778211727,0.7413683634373289,0.1350295710705361
KidneyDisease,feature_TD_P,116740,curriculum,0.5584823121544306,0.5384345922276956,0.20394149015937685
KidneyDisease,feature_TD_P,116740,static,0.48428186685026225,0.8028571428571429,0.11913605181059966
KidneyDisease,feature_TD_P,116740,self_paced,0.5024727510722556,0.7573617952928298,0.14209497068832494
KidneyDisease,feature_TD_P,26226,curriculum,0.6228853020419346,0.6212151067323481,0.20735635998161178
KidneyDisease,feature_TD_P,26226,static,0.48133584998322315,0.798248494800219,0.12161972354798861
KidneyDisease,feature_TD_P,26226,self_paced,0.5144705829869362,0.7356869184455392,0.13403970825378542
KidneyDisease,feature_TD_U,670488,curriculum,0.5831585833277951,0.5938149972632732,0.19865039081574137
KidneyDisease,feature_TD_U,670488,static,0.4789613162668334,0.8025396825396826,0.12232154282361843
KidneyDisease,feature_TD_U,670488,self_paced,0.5127528152847697,0.7476628352490421,0.13458347923407446
KidneyDisease,feature_TD_U,116740,curriculum,0.5232398966769186,0.6522933771209634,0.20796917637104206
KidneyDisease,feature_TD_U,116740,static,0.49288129570832095,0.8063273125342092,0.10896374113130344
KidneyDisease,feature_TD_U,116740,self_paced,0.5327853584254372,0.7053639846743295,0.14834204800308048
KidneyDisease,feature_TD_U,26226,curriculum,0.5277281431936933,0.6967816091954023,0.1694148348838953
Hypothyroid,feature_Harmfulness,116740,curriculum,0.4596680820899517,0.8356468624071424,0.1541365004182953
KidneyDisease,feature_TD_U,26226,static,0.4977411127498973,0.8012151067323481,0.11825948477385512
KidneyDisease,feature_TD_U,26226,self_paced,0.5044233999918122,0.7166502463054186,0.1468475084236713
KidneyDisease,feature_CL,670488,curriculum,0.5577298013550352,0.7250574712643679,0.13864516307865693
KidneyDisease,feature_CL,670488,static,0.5499746946453206,0.7477175697865353,0.14378467509088394
KidneyDisease,feature_CL,670488,self_paced,0.4765939303781101,0.7769129720853859,0.13067099488063638
KidneyDisease,feature_CL,116740,curriculum,0.5292570593669408,0.7503557744937055,0.14437379493195934
KidneyDisease,feature_CL,116740,static,0.5548982078738968,0.7489545703338807,0.15108060435184292
KidneyDisease,feature_CL,116740,self_paced,0.5060171885824098,0.7700821018062398,0.14132409502444443
KidneyDisease,feature_CL,26226,curriculum,0.5162762797675257,0.7493377120963328,0.1496076630132298
KidneyDisease,feature_CL,26226,static,0.5361960096597765,0.7436781609195401,0.1449401764398027
KidneyDisease,feature_CL,26226,self_paced,0.5012576339054061,0.7582156540777231,0.13939418051742009
KidneyDisease,feature_CLD,670488,curriculum,0.5655710031776586,0.7224630541871921,0.13570499619811083
