dataset,hardness_metric,seed,weighting_strategy,overall_similarity,mean_ks_statistic,std_ks_statistic,mean_ks_pvalue
Hypothyroid,feature_LSC,670488,curriculum,0.7877233687466927,0.21227663125330726,0.25617274431566067,0.17032534164240132
ILPD,feature_DS,116740,static,0.6172351479557262,0.38276485204427374,0.25594525100128496,0.10526315834210061
Vertebral,feature_TD_U,26226,curriculum,0.6462931522354273,0.35370684776457273,0.24746989330886043,0.11559521133620312
Vertebral,feature_TD_U,26226,static,0.7560837577815507,0.24391624221844932,0.2364410881696103,0.3675476170071425
ILPD,feature_DS,116740,self_paced,0.6148633386040208,0.3851366613959792,0.2352813546915584,0.10526315807813218
Vertebral,feature_TD_U,26226,self_paced,0.8288766270514997,0.1711233729485003,0.18702864915001605,0.3886403105162158
ILPD,feature_DS,26226,curriculum,0.6194563662374821,0.3805436337625179,0.23471544646403636,0.10526315789473706
Vertebral,feature_CL,670488,curriculum,0.6926287492925862,0.30737125070741367,0.2532208247050912,0.19323498070227657
ILPD,feature_DS,26226,static,0.6291694902492283,0.37083050975077175,0.2432377185671624,0.10526315789485609
Vertebral,feature_CL,670488,static,0.7090407470288626,0.29095925297113756,0.26353662100206204,0.21169411652456593
Vertebral,feature_CL,670488,self_paced,0.7626627051499717,0.2373372948500283,0.23714777780261748,0.3601100979833831
ILPD,feature_DS,26226,self_paced,0.5914464272268655,0.40855357277313453,0.24960542527505095,0.10526315789474308
Vertebral,feature_CL,116740,curriculum,0.7175297113752123,0.28247028862478774,0.24669447840575423,0.2160402796796049
ILPD,feature_DCP,670488,curriculum,0.5743166930201039,0.42568330697989615,0.2760527268211065,0.10526317401556451
Vertebral,feature_CL,116740,static,0.7031692133559705,0.2968307866440294,0.23220065503985382,0.21528172169597223
ILPD,feature_DCP,670488,static,0.5735260899028688,0.42647391009713126,0.2774408948487005,0.10526315789481605
Vertebral,feature_CL,116740,self_paced,0.7406621392190152,0.2593378607809847,0.2545235940067517,0.368594052085779
Vertebral,feature_CL,26226,curriculum,0.7529003961516696,0.24709960384833052,0.23440265686250594,0.21234940025611368
ILPD,feature_DCP,670488,self_paced,0.5646412167758452,0.4353587832241549,0.29694377748916106,0.10526315796814538
Vertebral,feature_CL,26226,static,0.7018958687040181,0.2981041312959819,0.2631145906097666,0.23429285044909237
ILPD,feature_DCP,116740,curriculum,0.5757473081846246,0.42425269181537534,0.25188738444044145,0.1052631578986511
Hypothyroid,feature_LSC,670488,static,0.7826003523890935,0.21739964761090663,0.2483365374899625,0.15789473684210525
Vertebral,feature_CL,26226,self_paced,0.763087153367289,0.23691284663271078,0.2565797762913186,0.3682221512112951
Vertebral,feature_CLD,670488,curriculum,0.6801075268817204,0.31989247311827956,0.26400042209674934,0.21744014942905485
ILPD,feature_DCP,116740,static,0.5627964761689632,0.4372035238310368,0.24913959057929377,0.10534522971599666
Vertebral,feature_CLD,670488,static,0.8008630447085455,0.19913695529145442,0.21638456336741502,0.36867285306061665
ILPD,feature_DCP,116740,self_paced,0.6248023492206911,0.37519765077930883,0.2537487345393934,0.10526315789476391
Vertebral,feature_CLD,670488,self_paced,0.771434634974533,0.2285653650254669,0.23596693381759518,0.36018966221018056
ILPD,feature_DCP,26226,curriculum,0.5620811685867028,0.4379188314132971,0.26005243831178104,0.10526315795958062
Vertebral,feature_CLD,116740,curriculum,0.6985002829654782,0.3014997170345218,0.2513730439148562,0.21191470058074843
Vertebral,feature_CLD,116740,static,0.682937181663837,0.317062818336163,0.2418226229937427,0.16108492797623267
ILPD,feature_DCP,26226,static,0.565092989985694,0.4349070100143061,0.25661629670830977,0.10526315824793382
Vertebral,feature_CLD,116740,self_paced,0.7263016411997735,0.2736983588002263,0.2612525803990211,0.3685940520857764
ILPD,feature_DCP,26226,self_paced,0.6001807092839394,0.3998192907160605,0.27337307251286874,0.10526349017910748
Vertebral,feature_CLD,26226,curriculum,0.6909309564233164,0.3090690435766837,0.23794677519712898,0.1783323876653823
Vertebral,feature_CLD,26226,static,0.7201471420486701,0.2798528579513299,0.24007671920392262,0.22035267994619476
ILPD,feature_TD_P,670488,curriculum,0.5675400948723739,0.4324599051276259,0.2758964439726981,0.10526315789473684
Vertebral,feature_CLD,26226,self_paced,0.7511318619128466,0.24886813808715336,0.26099807558382515,0.36757690790418657
ILPD,feature_TD_P,670488,static,0.5616293953768541,0.4383706046231458,0.27537041524340344,0.10526315880101116
Vertebral,feature_MV,670488,curriculum,0.7630164119977362,0.23698358800226374,0.24594669359549048,0.3598279939372379
ILPD,feature_TD_P,670488,self_paced,0.5899028687598825,0.4100971312401174,0.28291496958599094,0.10526318249275887
Vertebral,feature_MV,670488,static,0.7693831352574986,0.23061686474250143,0.24160683039072708,0.3598930317423026
Hypothyroid,feature_LSC,670488,self_paced,0.7125819188342085,0.28741808116579154,0.2825424786963756,0.10526315806446691
Vertebral,feature_MV,670488,self_paced,0.8247028862478777,0.17529711375212226,0.18790015717940714,0.37847598812245353
ILPD,feature_TD_P,116740,curriculum,0.6259317822453129,0.3740682177546872,0.24468565725751906,0.10526315821492317
Vertebral,feature_MV,116740,curriculum,0.8017826825127334,0.19821731748726656,0.20987203487133813,0.37092989314210023
ILPD,feature_TD_P,116740,static,0.5307205782697085,0.4692794217302914,0.24150743830590762,0.10526315789473684
Vertebral,feature_MV,116740,static,0.7688172043010753,0.23118279569892475,0.25007643463420387,0.3695521496707113
ILPD,feature_TD_P,116740,self_paced,0.6411038325427302,0.35889616745726977,0.26043895629299063,0.10526417325538859
Vertebral,feature_MV,116740,self_paced,0.7959111488398415,0.20408885116015849,0.1620691106423417,0.239044503000873
Vertebral,feature_MV,26226,curriculum,0.7910299943406904,0.20897000565930957,0.20723411035234443,0.36763118227702996
ILPD,feature_TD_P,26226,curriculum,0.6078232060838793,0.39217679391612076,0.26158470776572806,0.10526417325538855
Vertebral,feature_MV,26226,static,0.7673316355404641,0.2326683644595359,0.24376504928368906,0.36779888107999903
ILPD,feature_TD_P,26226,static,0.6130938935321135,0.38690610646788653,0.27800042494165256,0.11934661353901337
Vertebral,feature_MV,26226,self_paced,0.7876344086021505,0.2123655913978494,0.23610813556986004,0.3781195976055041
Vertebral,feature_CB,670488,curriculum,0.7703027730616864,0.22969722693831351,0.23629568032831874,0.3599350589450621
ILPD,feature_TD_P,26226,self_paced,0.6299600933664633,0.37003990663353664,0.2570411740005778,0.10530254149788858
Vertebral,feature_CB,670488,static,0.7703027730616865,0.22969722693831351,0.22395915433476263,0.3598577303519337
ILPD,feature_TD_U,670488,curriculum,0.5624576462615766,0.4375423537384233,0.2700041453948722,0.10526315789475196
Vertebral,feature_CB,670488,self_paced,0.7544567062818337,0.24554329371816638,0.21116994364309427,0.2307304321023306
ILPD,feature_TD_U,670488,static,0.562495294029064,0.437504705970936,0.2733887090880814,0.10526318247936647
Vertebral,feature_CB,116740,curriculum,0.7571448783248445,0.24285512167515563,0.2445214298457075,0.3685940528286156
Vertebral,feature_CB,116740,static,0.7753961516694963,0.22460384833050367,0.24151337711118093,0.36956258742224973
ILPD,feature_TD_U,670488,self_paced,0.6156162939537686,0.38438370604623145,0.2616543295640022,0.10526315789704217
Hypothyroid,feature_LSC,116740,curriculum,0.6287761166256708,0.37122388337432904,0.33623853169805534,0.1052631579245456
Vertebral,feature_CB,116740,self_paced,0.8106960950764007,0.18930390492359933,0.22317421072553031,0.3762216464391705
ILPD,feature_TD_U,116740,curriculum,0.5591822904901741,0.44081770950982613,0.24503873081581493,0.10526316014141344
Vertebral,feature_CB,26226,curriculum,0.7802773061686473,0.21972269383135257,0.2426847200547387,0.3742802312693722
ILPD,feature_TD_U,116740,static,0.5718695881334237,0.4281304118665763,0.2466765386060473,0.10526315806704505
Vertebral,feature_CB,26226,static,0.7561544991511037,0.24384550084889642,0.25755789226035136,0.36752717913995214
Vertebral,feature_CB,26226,self_paced,0.767402376910017,0.23259762308998305,0.1890730881267872,0.16290672484953275
ILPD,feature_TD_U,116740,self_paced,0.6222423010315488,0.3777576989684512,0.2390950285701652,0.10526322898561616
Vertebral,feature_N1,670488,curriculum,0.6912846632710808,0.308715336728919,0.26417182174216985,0.19987595681473974
ILPD,feature_TD_U,26226,curriculum,0.5689707100368948,0.4310292899631052,0.2533612798154739,0.10526319517064942
Vertebral,feature_N1,670488,static,0.7369128466327107,0.2630871533672892,0.22012054423292787,0.16956127234851337
Vertebral,feature_N1,670488,self_paced,0.7782258064516129,0.2217741935483871,0.2344289150765379,0.35998410711673534
ILPD,feature_TD_U,26226,static,0.5768014456742716,0.42319855432572845,0.25150095636679887,0.10526315789473684
Vertebral,feature_N1,116740,curriculum,0.7033106960950765,0.2966893039049236,0.22696517072335057,0.18848005945978044
ILPD,feature_TD_U,26226,self_paced,0.6181010466079362,0.3818989533920638,0.2560440304902593,0.10526315932392487
Vertebral,feature_N1,116740,static,0.6902942840973401,0.3097057159026599,0.26492632508311253,0.22412975692417367
ILPD,feature_CL,670488,curriculum,0.5584293351404261,0.4415706648595739,0.2765334543615339,0.1052631578970421
Vertebral,feature_N1,116740,self_paced,0.7866440294284098,0.21335597057159025,0.23159816879183237,0.37052158985589073
Vertebral,feature_N1,26226,curriculum,0.6740945104697227,0.32590548953027726,0.28260494504916983,0.23467427144538555
ILPD,feature_CL,670488,static,0.5510880204803856,0.4489119795196145,0.2717156410114012,0.10526315789473824
Vertebral,feature_N1,26226,static,0.6929824561403508,0.30701754385964913,0.2564135090190398,0.1850045958664717
Hypothyroid,feature_LSC,116740,static,0.7039408265443191,0.29605917345568095,0.3004693716858105,0.10526315789473684
ILPD,feature_CL,670488,self_paced,0.5907687674120925,0.40923123258790756,0.2668863646741394,0.1052631581139364
Vertebral,feature_N1,26226,self_paced,0.7359932088285228,0.26400679117147713,0.2263621469460131,0.2282055740661984
ILPD,feature_CL,116740,curriculum,0.5571116632783677,0.4428883367216324,0.2515185218641443,0.1052631578977428
Vertebral,feature_N2,670488,curriculum,0.7574985851726088,0.24250141482739104,0.23783240027106636,0.35985772996907445
Vertebral,feature_N2,670488,static,0.7752546689303905,0.22474533106960953,0.2027784545829694,0.35985772996695914
ILPD,feature_CL,116740,static,0.5554928092764099,0.44450719072359013,0.25005664736342353,0.10526338373763813
Vertebral,feature_N2,670488,self_paced,0.7737691001697792,0.22623089983022074,0.23338097809171335,0.35995625027274025
ILPD,feature_CL,116740,self_paced,0.6121903471124162,0.3878096528875837,0.25115722708641625,0.10526320121484405
Vertebral,feature_N2,116740,curriculum,0.8066638370118845,0.19333616298811548,0.21770143584571888,0.37895489659329235
Vertebral,feature_N2,116740,static,0.7851584606677986,0.21484153933220151,0.22952357587725133,0.37534274383879285
ILPD,feature_CL,26226,curriculum,0.5557186958813342,0.44428130411866573,0.2539748474785924,0.10526315789477297
Vertebral,feature_N2,116740,self_paced,0.759903791737408,0.24009620826259195,0.24536966019350245,0.3689259751201148
ILPD,feature_CL,26226,static,0.5522551012724946,0.44774489872750545,0.2572567406162797,0.1052631578947369
Vertebral,feature_N2,26226,curriculum,0.7523344651952462,0.24766553480475384,0.256733149203753,0.3676897576109992
ILPD,feature_CL,26226,self_paced,0.576650854604322,0.4233491453956781,0.27649296045587374,0.10526315789473684
Vertebral,feature_N2,26226,static,0.8006508205998868,0.19934917940011315,0.1930801675552956,0.3695916550964425
Vertebral,feature_N2,26226,self_paced,0.7782258064516129,0.2217741935483871,0.24617852275334906,0.3700348048722044
ILPD,feature_CLD,670488,curriculum,0.5476244258715458,0.45237557412845425,0.26856279750733686,0.10526315789473684
Vertebral,feature_LSC,670488,curriculum,0.7103848330503677,0.28961516694963213,0.25201763569481817,0.16812002585562602
ILPD,feature_CLD,670488,static,0.5593705293276108,0.44062947067238917,0.27111920497334596,0.1052631578947415
Vertebral,feature_LSC,670488,static,0.8135257498585172,0.18647425014148275,0.21035374165747525,0.3630181845032655
Hypothyroid,feature_LSC,116740,self_paced,0.6995156103716367,0.3004843896283632,0.3085970484599241,0.10526315789473684
Vertebral,feature_LSC,670488,self_paced,0.7645727221279003,0.23542727787209963,0.23357979680629684,0.35998409592750613
ILPD,feature_CLD,670488,self_paced,0.5838792259619006,0.41612077403809955,0.2648167782494195,0.10526666503163284
Vertebral,feature_LSC,116740,curriculum,0.825268817204301,0.17473118279569894,0.168758663552866,0.37414904799376203
ILPD,feature_CLD,116740,curriculum,0.5627964761689632,0.4372035238310369,0.24868118753136406,0.10526317781703864
Vertebral,feature_LSC,116740,static,0.6924872665534805,0.3075127334465195,0.26760393256618287,0.16329953998157307
ILPD,feature_CLD,116740,static,0.5654318198930804,0.43456818010691967,0.2508629543574754,0.10526355904885049
Vertebral,feature_LSC,116740,self_paced,0.7348613469156762,0.2651386530843237,0.2629031976347714,0.36859405208578255
Vertebral,feature_LSC,26226,curriculum,0.7858658743633277,0.2141341256366723,0.23825808786974262,0.3838594291981138
ILPD,feature_CLD,116740,self_paced,0.5934041111362097,0.4065958888637904,0.2412115232451904,0.10526334383970708
Vertebral,feature_LSC,26226,static,0.7166100735710244,0.28338992642897565,0.2517012324907739,0.2141796297444713
ILPD,feature_CLD,26226,curriculum,0.5490550410360665,0.45094495896393344,0.2497687218100049,0.10526315789473684
Vertebral,feature_LSC,26226,self_paced,0.7865025466893039,0.2134974533106961,0.2214613230802121,0.37744923343374015
Vertebral,feature_LSR,670488,curriculum,0.8397000565930957,0.16029994340690437,0.15703137281233995,0.3715880425019207
ILPD,feature_CLD,26226,static,0.5598223025374596,0.4401776974625405,0.25503638629370434,0.10526315789508213
Vertebral,feature_LSR,670488,static,0.7980333899264289,0.20196661007357106,0.22399097118980715,0.365997280585095
ILPD,feature_CLD,26226,self_paced,0.5851216022889844,0.4148783977110157,0.285313212833083,0.10526315789704213
Vertebral,feature_LSR,670488,self_paced,0.7681805319750991,0.23181946802490094,0.2328867987696564,0.35998411055624563
ILPD,feature_MV,670488,curriculum,0.5512762593178224,0.4487237406821776,0.28057771555736305,0.10526315790134348
Vertebral,feature_LSR,116740,curriculum,0.7591963780418789,0.2408036219581211,0.20305898258668326,0.2137165537142596
Hypothyroid,feature_LSC,26226,curriculum,0.6244439404776443,0.3755560595223557,0.35444280805106565,0.10642279345855271
Vertebral,feature_LSR,116740,static,0.6835031126202603,0.31649688737973963,0.2596913652902394,0.21470212469384084
ILPD,feature_MV,670488,static,0.5719072359009112,0.428092764099089,0.26974463306023105,0.10526315789474813
Vertebral,feature_LSR,116740,self_paced,0.7654216185625353,0.23457838143746462,0.24482156168157482,0.3692528711841872
ILPD,feature_MV,670488,self_paced,0.6072961373390559,0.39270386266094415,0.2892648079377583,0.10529230857513187
Vertebral,feature_LSR,26226,curriculum,0.7874221844934918,0.2125778155065082,0.22337521393321141,0.3753410013041346
ILPD,feature_MV,116740,curriculum,0.5780061742338679,0.4219938257661321,0.2511269038302941,0.10526315800074731
Vertebral,feature_LSR,26226,static,0.7942133559705715,0.2057866440294284,0.2330678103268762,0.3734167031709957
Vertebral,feature_LSR,26226,self_paced,0.7991652518392756,0.20083474816072439,0.21303671534433052,0.37554981538245924
ILPD,feature_MV,116740,static,0.5563963556961071,0.44360364430389276,0.24436118664529705,0.10526315791323512
Vertebral,feature_Harmfulness,670488,curriculum,0.6848471986417657,0.3151528013582343,0.23830290590820966,0.22585612610836825
ILPD,feature_MV,116740,self_paced,0.6376025901664031,0.3623974098335969,0.26017912063930954,0.10526386125869323
Vertebral,feature_Harmfulness,670488,static,0.7902518392756084,0.20974816072439162,0.22654611860227494,0.3782467320577222
Vertebral,feature_Harmfulness,670488,self_paced,0.7862903225806451,0.21370967741935484,0.22254906561406224,0.36043462164013657
ILPD,feature_MV,26226,curriculum,0.5676153904073488,0.4323846095926512,0.25456164304891743,0.10526315817318432
Vertebral,feature_Harmfulness,116740,curriculum,0.7305461233729484,0.2694538766270515,0.22691595215326057,0.2191974814964278
ILPD,feature_MV,26226,static,0.5530080566222424,0.44699194337775766,0.2590283666707132,0.10526315879592235
Vertebral,feature_Harmfulness,116740,static,0.7115166949632146,0.28848330503678554,0.22490531617711446,0.2137165033838514
ILPD,feature_MV,26226,self_paced,0.6276635795497326,0.3723364204502674,0.29365613878486635,0.10526321421160614
Vertebral,feature_Harmfulness,116740,self_paced,0.7679683078664403,0.23203169213355967,0.23837345518802644,0.37161005126126073
Vertebral,feature_Harmfulness,26226,curriculum,0.7201471420486701,0.2798528579513299,0.22884871318464675,0.21528310499158657
ILPD,feature_CB,670488,curriculum,0.5786461862811535,0.42135381371884645,0.269496441458005,0.10526315789473759
Hypothyroid,feature_LSC,26226,static,0.689275392657979,0.31072460734202095,0.2754700583049096,0.10526315789473684
Vertebral,feature_Harmfulness,26226,static,0.712790039615167,0.28720996038483304,0.20906208804812235,0.1594497738068462
ILPD,feature_CB,670488,static,0.5782320608387923,0.4217679391612078,0.26542017843375426,0.1052631580007471
Vertebral,feature_Harmfulness,26226,self_paced,0.7770939445387662,0.22290605546123374,0.24169691405009638,0.3719320107236175
ILPD,feature_CB,670488,self_paced,0.5991265717942926,0.40087342820570737,0.2702440352380575,0.10537214501589313
Vertebral,feature_F1,670488,curriculum,0.729272778720996,0.27072722127900395,0.20828258313048045,0.14986896978991476
Vertebral,feature_F1,670488,static,0.7648556876061121,0.23514431239388794,0.24642577122775192,0.35985779509366556
ILPD,feature_CB,116740,curriculum,0.5479256080114449,0.45207439198855515,0.24562162338469906,0.10526315789473724
Vertebral,feature_F1,670488,self_paced,0.8303621958121109,0.16963780418788907,0.17766655177311094,0.39152633253252495
ILPD,feature_CB,116740,static,0.5581281530005271,0.4418718469994729,0.24532529211117107,0.10526315879592235
Vertebral,feature_F1,116740,curriculum,0.7695246179966044,0.23047538200339562,0.2501518456549417,0.3716100512661403
Vertebral,feature_F1,116740,static,0.785653650254669,0.21434634974533107,0.23189953204770397,0.36997298580254045
ILPD,feature_CB,116740,self_paced,0.6250282358256155,0.37497176417438444,0.23782371550755926,0.10526315789610188
Vertebral,feature_F1,116740,self_paced,0.7877051499717035,0.21229485002829657,0.23250110822328307,0.37050923654669654
ILPD,feature_CB,26226,curriculum,0.5612529177019803,0.43874708229801973,0.2557759344344877,0.10526317092061567
Vertebral,feature_F1,26226,curriculum,0.788129598189021,0.21187040181097905,0.2315511020849152,0.36810818935817213
ILPD,feature_CB,26226,static,0.5482644379188314,0.4517355620811686,0.2537398196679208,0.10526315789533515
Vertebral,feature_F1,26226,static,0.7998726655348047,0.2001273344651952,0.21769690732481564,0.3688211303887023
Vertebral,feature_F1,26226,self_paced,0.798811544991511,0.20118845500848895,0.22546640651404498,0.3698625679050219
ILPD,feature_CB,26226,self_paced,0.6523605150214593,0.34763948497854075,0.2783925764784133,0.12537954541675242
Vertebral,feature_F2,670488,curriculum,0.7310413129598189,0.26895868704018105,0.2347389452351553,0.21982840641907703
Hypothyroid,feature_LSC,26226,self_paced,0.6660212014956184,0.3339787985043816,0.31481507681525045,0.10526315789478499
ILPD,feature_N1,670488,curriculum,0.5512762593178224,0.4487237406821776,0.2834367776272128,0.10526315789474526
Vertebral,feature_F2,670488,static,0.7886955291454442,0.21130447085455573,0.19366653773053502,0.35998409491877154
Vertebral,feature_F2,670488,self_paced,0.7903225806451613,0.20967741935483872,0.228171481612954,0.3601896468689539
ILPD,feature_N1,670488,static,0.5705142685038777,0.4294857314961223,0.2688587421142329,0.10526315790134348
Vertebral,feature_F2,116740,curriculum,0.7415110356536502,0.2584889643463497,0.2314840944001731,0.21287253154163144
ILPD,feature_N1,670488,self_paced,0.6095926511557863,0.3904073488442136,0.25896220401978204,0.10526315789473684
Vertebral,feature_F2,116740,static,0.7246745897000566,0.2753254102999434,0.21601293910883548,0.22035725600714406
ILPD,feature_N1,116740,curriculum,0.5581658007680145,0.4418341992319855,0.2469968199911659,0.10526315789533515
Vertebral,feature_F2,116740,self_paced,0.780631013016412,0.21936898698358806,0.23505171746087758,0.36916267589564
Vertebral,feature_F2,26226,curriculum,0.7959818902093945,0.20401810979060556,0.18439266864306023,0.29474910174202706
ILPD,feature_N1,116740,static,0.5490550410360665,0.45094495896393344,0.2480769236515982,0.10526315789499857
Vertebral,feature_F2,26226,static,0.8094227504244482,0.19057724957555178,0.1855333725290196,0.3687929946568551
ILPD,feature_N1,116740,self_paced,0.6184775242828101,0.38152247571719,0.23394675926877817,0.10526315793417042
Vertebral,feature_F2,26226,self_paced,0.7771646859083192,0.22283531409168084,0.244393279981026,0.3760809946758571
ILPD,feature_N1,26226,curriculum,0.5525562834123936,0.4474437165876064,0.25220988843474534,0.10526315789473684
Vertebral,feature_F3,670488,curriculum,0.7771646859083191,0.22283531409168084,0.23349279694281191,0.368837829532252
Vertebral,feature_F3,670488,static,0.7627334465195247,0.23726655348047543,0.2438537610516782,0.35980300205294835
ILPD,feature_N1,26226,static,0.5510503727128981,0.44894962728710186,0.25424194385872506,0.10526315789473684
Vertebral,feature_F3,670488,self_paced,0.8173457838143746,0.18265421618562536,0.216986002726962,0.3668339239694162
ILPD,feature_N1,26226,self_paced,0.6252917701980273,0.3747082298019727,0.2540958414588314,0.10527899317392826
Vertebral,feature_F3,116740,curriculum,0.7801358234295416,0.21986417657045842,0.22901099970716335,0.36912903633784216
Hypothyroid,feature_LSR,670488,curriculum,0.7262704324616646,0.2737295675383353,0.2786093187081172,0.15789473684210525
Vertebral,feature_F3,116740,static,0.7503537068477645,0.2496462931522354,0.26149036042653884,0.3685940520861554
ILPD,feature_N2,670488,curriculum,0.5655071154280552,0.43449288457194485,0.25039382700256474,0.10526315789473684
Vertebral,feature_F3,116740,self_paced,0.8006508205998868,0.19934917940011315,0.2245312124928414,0.3820299947468112
ILPD,feature_N2,670488,static,0.6009713124011746,0.39902868759882537,0.2679724348592098,0.10526316228490783
Vertebral,feature_F3,26226,curriculum,0.7687464629315223,0.23125353706847762,0.24475984321582633,0.36878310253641544
ILPD,feature_N2,670488,self_paced,0.5802273925156239,0.41977260748437617,0.26260575686550336,0.10526315789473686
Vertebral,feature_F3,26226,static,0.77475947934352,0.2252405206564799,0.23881863082530674,0.3763352990146568
Vertebral,feature_F3,26226,self_paced,0.7728494623655914,0.2271505376344086,0.234627570971959,0.37063928425872544
ILPD,feature_N2,116740,curriculum,0.600707778028763,0.3992922219712371,0.2381638537139009,0.10526315968659136
Vertebral,feature_F4,670488,curriculum,0.8353140916808149,0.16468590831918506,0.16342052570533414,0.3735348007970248
ILPD,feature_N2,116740,static,0.6145998042316091,0.38540019576839096,0.243252029341083,0.10526418937621616
Vertebral,feature_F4,670488,static,0.7874929258630446,0.21250707413695527,0.224047868299327,0.36019157708463817
ILPD,feature_N2,116740,self_paced,0.5935170544386718,0.4064829455613282,0.23427800066285814,0.10526315789493496
Vertebral,feature_F4,670488,self_paced,0.826117713638936,0.17388228636106395,0.18018469790767577,0.36880234471461015
Vertebral,feature_F4,116740,curriculum,0.7992359932088285,0.20076400679117148,0.2008134548514783,0.37161124019276925
ILPD,feature_N2,26226,curriculum,0.6083126270612152,0.3916873729387847,0.2533526701909842,0.10526315795967203
Vertebral,feature_F4,116740,static,0.778225806451613,0.2217741935483871,0.23172341731083806,0.37161124012321284
ILPD,feature_N2,26226,static,0.6091408779459379,0.3908591220540622,0.25590615167679764,0.10526316228489997
Vertebral,feature_F4,116740,self_paced,0.7333050367855121,0.26669496321448777,0.22731114153606116,0.23895132933985308
Vertebral,feature_F4,26226,curriculum,0.7255942275042444,0.2744057724957555,0.2288053677628499,0.23622659800650334
ILPD,feature_N2,26226,self_paced,0.5973947744898727,0.40260522551012723,0.2501962825158013,0.10526364231919925
Hypothyroid,feature_LSR,670488,static,0.7785763713227384,0.2214236286772616,0.24902287415438232,0.15789473684210525
Vertebral,feature_F4,26226,static,0.7894029428409735,0.21059705715902663,0.23015354244716318,0.375376015958576
ILPD,feature_LSC,670488,curriculum,0.578307356373767,0.421692643626233,0.2993137590077997,0.1052631578947374
Vertebral,feature_F4,26226,self_paced,0.8445104697226938,0.1554895302773062,0.1538451258355178,0.3705095268776952
ILPD,feature_LSC,670488,static,0.5990512762593179,0.4009487237406822,0.268692425145569,0.10526315797772753
ILPD,feature_LSC,670488,self_paced,0.5785708907461787,0.42142910925382115,0.28637292971992173,0.10526315834210061
ILPD,feature_LSC,116740,curriculum,0.6426097432422259,0.35739025675777425,0.25783181240470654,0.10526316840523353
ILPD,feature_LSC,116740,static,0.6206234470295913,0.37937655297040884,0.25772285126417027,0.10526364231919931
ILPD,feature_LSC,116740,self_paced,0.6115503350651307,0.3884496649348693,0.25142184288718417,0.10526315789552272
ILPD,feature_LSC,26226,curriculum,0.6433626985919736,0.3566373014080265,0.2773027117416128,0.11734339370170291
ILPD,feature_LSC,26226,static,0.6412544236126798,0.35874557638732024,0.27904218978214546,0.11734781418091549
Hypothyroid,feature_LSR,670488,self_paced,0.6942006989631851,0.30579930103681474,0.3194111436940534,0.15789473684210525
ILPD,feature_LSC,26226,self_paced,0.6263459076876741,0.3736540923123258,0.24563261013081697,0.10526316470707887
ILPD,feature_LSR,670488,curriculum,0.6012724945410738,0.39872750545892627,0.27370197798062545,0.10526523757974288
ILPD,feature_LSR,670488,static,0.5947970785332428,0.405202921466757,0.28144482928943865,0.1052631882128071
ILPD,feature_LSR,670488,self_paced,0.5977336043972592,0.4022663956027407,0.26604444259748267,0.10526316318608205
ILPD,feature_LSR,116740,curriculum,0.6150139296739703,0.38498607032602966,0.2538915643771282,0.10526316014141344
ILPD,feature_LSR,116740,static,0.6254423612679769,0.37455763873202325,0.2424874613461324,0.10526315798162124
ILPD,feature_LSR,116740,self_paced,0.612152699344929,0.38784730065507117,0.24452415974450975,0.10526437592457744
ILPD,feature_LSR,26226,curriculum,0.6300730366689254,0.36992696333107444,0.2538995919120599,0.1052880747661602
ILPD,feature_LSR,26226,static,0.6321436638807318,0.3678563361192681,0.24975066436592816,0.10547913434199897
Hypothyroid,feature_LSR,116740,curriculum,0.7127738138850608,0.28722618611493933,0.30235121521007474,0.10869816133311822
ILPD,feature_LSR,26226,self_paced,0.6062796476168963,0.39372035238310366,0.24769723698701995,0.10526315789493496
ILPD,feature_Harmfulness,670488,curriculum,0.5458173330321513,0.4541826669678488,0.27689980334567554,0.10526315789473684
ILPD,feature_Harmfulness,670488,static,0.5397183946991944,0.46028160530080564,0.2708473438053544,0.10526315789473684
ILPD,feature_Harmfulness,670488,self_paced,0.5939688276485204,0.4060311723514795,0.26880794406419906,0.10526315902959105
ILPD,feature_Harmfulness,116740,curriculum,0.548904449966117,0.4510955500338831,0.25071937152392393,0.10526315789473693
ILPD,feature_Harmfulness,116740,static,0.5563587079286199,0.4436412920713801,0.25266862660713635,0.10526316228489654
ILPD,feature_Harmfulness,116740,self_paced,0.6024395753331828,0.3975604246668173,0.23599657324633297,0.1052631580299884
ILPD,feature_Harmfulness,26226,curriculum,0.5668624350576011,0.43313756494239886,0.26213732012168417,0.10526315824793438
Hypothyroid,feature_LSR,116740,static,0.7071914124057244,0.2928085875942757,0.30027027640943665,0.1052637831451905
ILPD,feature_Harmfulness,26226,static,0.5508997816429485,0.44910021835705144,0.24998382958939994,0.10526315789473684
ILPD,feature_Harmfulness,26226,self_paced,0.5901287553648069,0.40987124463519303,0.2557859142845293,0.10526315806719477
ILPD,feature_F1,670488,curriculum,0.6071831940365936,0.3928168059634064,0.2827151222224963,0.10526316141150165
ILPD,feature_F1,670488,static,0.6240870416384309,0.3759129583615691,0.2932976285416637,0.10561705814739672
ILPD,feature_F1,670488,self_paced,0.5947594307657557,0.40524056923424445,0.26595202621467207,0.10526315789473686
ILPD,feature_F1,116740,curriculum,0.6252164746630524,0.3747835253369475,0.2586687722633063,0.10526811102650827
ILPD,feature_F1,116740,static,0.6208116858670282,0.3791883141329719,0.23861439558169042,0.10526364233353072
