dataset,hardness_metric,seed,weighting_strategy,mean_similarity,mean_real_score,mean_synth_score,std_real_score,std_synth_score,score_difference
BCWDD,feature_F3,116740,static,0.783953908822517,0.23406454032850854,0.21362076598776047,0.0012323269940856974,0.0015108902341212838,0.020443774340748067
Pima,feature_TD_P,26226,static,0.7980304039187736,0.4786578246415038,0.364955259737094,0.00107590816007807,0.001669319620809965,0.11370256490440983
BCWDD,feature_F3,116740,self_paced,0.7982084893750403,0.23406454032850854,0.22068901731983756,0.0012323269940856857,0.0016489672677126347,0.013375523008670981
Pima,feature_TD_P,26226,self_paced,0.8479884259328465,0.4786578246415038,0.34484974992474077,0.00107590816007807,0.0011618850822206314,0.13380807471676304
BCWDD,feature_F3,26226,curriculum,0.7583696159929477,0.23027166246111871,0.21630356492402456,0.0036947827007027573,0.0009648509682428247,0.01396809753709416
Pima,feature_TD_U,670488,curriculum,0.8256227682174359,0.4770012233654198,0.32082969538927175,0.0022319957175716038,0.0017058351482928925,0.15617152797614803
BCWDD,feature_F3,26226,static,0.7548846976637946,0.23027166246111871,0.20893712206802464,0.0036947827007027573,0.0007406791381202041,0.02133454039309407
Pima,feature_TD_U,670488,static,0.8086048214158068,0.4770012233654198,0.3131796031679626,0.0022319957175716038,0.0012491612168183794,0.16382162019745716
BCWDD,feature_F3,26226,self_paced,0.7421123823648178,0.23027166246111871,0.20246195261978783,0.003694782700702773,0.0008832217997826502,0.027809709841330882
Pima,feature_TD_U,670488,self_paced,0.857519351378694,0.4770012233654198,0.34456055931744617,0.0022319957175716038,0.0017957437016291392,0.1324406640479736
BCWDD,feature_F4,670488,curriculum,0.8415099284006087,0.22541749030518263,0.2178424055013797,0.0018249600297177721,0.00010301815078228272,0.007575084803802923
Pima,feature_TD_U,116740,curriculum,0.7779747563292587,0.491387098781783,0.3058527101037691,0.0014809815607297906,0.0010451720529772318,0.18553438867801392
BCWDD,feature_F4,670488,static,0.846111309484088,0.22541749030518263,0.2256028792163779,0.0018249600297177721,0.0018428312092525086,0.00018538891119526668
Pima,feature_TD_U,116740,static,0.7886683731343364,0.491387098781783,0.30922390579391124,0.0014809815607297653,0.0009994863885128026,0.18216319298787176
Hypothyroid,pca_contribution,26226,curriculum,0.8185974417468592,0.40050471046435204,0.3137424898804682,4.435293679571391e-05,0.0052303025397517754,0.08676222058388383
Pima,feature_TD_U,116740,self_paced,0.8361749280688238,0.491387098781783,0.3532742158600968,0.0014809815607297653,0.001288200217690994,0.13811288292168622
BCWDD,feature_F4,670488,self_paced,0.8229019831374873,0.22541749030518263,0.2071113352052257,0.0018249600297177721,0.002648404035340999,0.018306155099956922
Pima,feature_TD_U,26226,curriculum,0.796901622275554,0.4786578246415038,0.3082814578159024,0.00107590816007807,0.0013654405515444576,0.17037636682560142
BCWDD,feature_F4,116740,curriculum,0.78457883321461,0.23406454032850854,0.21453922775247666,0.0012323269940856857,0.0008964599306259174,0.019525312576031878
Pima,feature_TD_U,26226,static,0.7938608049372065,0.4786578246415038,0.3064571446729188,0.00107590816007807,0.001639018052304439,0.172200679968585
BCWDD,feature_F4,116740,static,0.825867664752581,0.23406454032850854,0.2321236236397355,0.0012323269940856857,0.0026415323198316723,0.0019409166887730533
Pima,feature_TD_U,26226,self_paced,0.8250680286117048,0.4786578246415038,0.3333828909808941,0.00107590816007807,0.0019792802392898066,0.14527493366060973
BCWDD,feature_F4,116740,self_paced,0.7887048971603832,0.23406454032850854,0.21086549416270584,0.0012323269940856974,0.0019274427080558322,0.023199046165802706
Pima,feature_CL,670488,curriculum,0.7872519904622167,0.4770012233654198,0.3189394576045817,0.0022319957175716038,0.0010870454062437086,0.15806176576083808
BCWDD,feature_F4,26226,curriculum,0.7749985844688932,0.23027166246111871,0.2215663258882307,0.0036947827007027573,0.0005779128615298734,0.008705336572888023
Pima,feature_CL,670488,static,0.7722158460218131,0.4770012233654198,0.30440198238048705,0.0022319957175716038,0.0009371334077188601,0.17259924098493273
BCWDD,feature_F4,26226,static,0.7811734892368652,0.23027166246111871,0.2285529087495081,0.0036947827007027573,0.0007935553045496078,0.001718753711610621
Pima,feature_CL,670488,self_paced,0.7765328659429972,0.4770012233654198,0.31099213079017846,0.0022319957175716038,0.0012073109922766698,0.16600909257524132
BCWDD,feature_F4,26226,self_paced,0.778451029405247,0.23027166246111871,0.21730074858730367,0.003694782700702773,0.0005993405759190453,0.012970913873815049
Pima,feature_CL,116740,curriculum,0.81040040154064,0.49138709878178305,0.33046924517044257,0.0014809815607297835,0.0010279510455079583,0.16091785361134048
Haberman,,670488,static,0.8449507064582185,0.4874013086770504,0.4061160206736547,0.0003042088602562939,0.0022447089670840897,0.08128528800339568
Pima,feature_CL,116740,static,0.7814054848213914,0.491387098781783,0.31991660855661386,0.0014809815607297906,0.0011374085388896622,0.17147049022516914
Haberman,,116740,static,0.8517289607952506,0.4957412694054087,0.432446561614308,0.0015235772660687115,0.004242672224605247,0.06329470779110069
Haberman,,26226,static,0.867443884202579,0.49911923186670504,0.4136568076629321,0.0003166306205658702,0.004312152900701262,0.08546242420377292
Pima,feature_CL,116740,self_paced,0.7588438601535841,0.491387098781783,0.2968802820851704,0.0014809815607297978,0.0007510231514704138,0.19450681669661257
Hypothyroid,pca_contribution,26226,static,0.8329922518160306,0.40050471046435204,0.3108136345558218,4.435293679571391e-05,0.01237830596406808,0.08969107590853026
Haberman,relative_entropy,670488,curriculum,0.7819905404776523,0.4874013086770504,0.3683885960528581,0.0003042088602562939,0.0007517707337381256,0.11901271262419227
Pima,feature_CL,26226,curriculum,0.7964338591253569,0.4786578246415038,0.3161253585368936,0.00107590816007807,0.0020412252457264793,0.1625324661046102
Haberman,relative_entropy,670488,static,0.7794885541688921,0.4874013086770504,0.3793602685349285,0.0003042088602562939,0.002066016533309244,0.1080410401421219
Pima,feature_CL,26226,static,0.7825903897644035,0.4786578246415038,0.3118603177333985,0.00107590816007807,0.0012972643557237823,0.1667975069081053
Haberman,relative_entropy,670488,self_paced,0.8199846500300348,0.4874013086770504,0.364354114985221,0.0003042088602562939,0.001160588870695373,0.12304719369182937
Haberman,relative_entropy,116740,curriculum,0.78904695407883,0.4957412694054087,0.3791568243744255,0.0015235772660687115,0.0009170019182567288,0.1165844450309832
Pima,feature_CL,26226,self_paced,0.7476802604694232,0.4786578246415038,0.28111900304991955,0.00107590816007807,0.0009189072701859881,0.19753882159158426
Haberman,relative_entropy,116740,static,0.782638402081533,0.4957412694054087,0.37022534683839753,0.0015235772660687115,0.0007671259206955814,0.12551592256701116
Pima,feature_CLD,670488,curriculum,0.781009191603064,0.4770012233654198,0.30474535055674096,0.0022319957175716038,0.0010016663269694955,0.17225587280867882
Haberman,relative_entropy,116740,self_paced,0.8106948382176882,0.4957412694054087,0.38384028137795606,0.0015235772660687115,0.002025426531619938,0.11190098802745263
Pima,feature_CLD,670488,static,0.7722121280152344,0.4770012233654198,0.2977941443324896,0.0022319957175716038,0.0007761699889087084,0.1792070790329302
Haberman,relative_entropy,26226,curriculum,0.7913706539698072,0.4991192318667051,0.3845301280998738,0.00031663062056583395,0.0032124871637978793,0.11458910376683129
Haberman,relative_entropy,26226,static,0.7964762501992365,0.4991192318667051,0.37913316901582506,0.00031663062056583395,0.0033186143420639554,0.11998606285088004
Pima,feature_CLD,670488,self_paced,0.7670423014418383,0.4770012233654198,0.2916895983968671,0.0022319957175716038,0.000958464476383646,0.1853116249685527
Haberman,relative_entropy,26226,self_paced,0.8140778184539124,0.4991192318667051,0.3845099558838568,0.00031663062056583395,0.0033673719992341746,0.11460927598284831
Pima,feature_CLD,116740,curriculum,0.7937390404484845,0.491387098781783,0.32014792355353394,0.0014809815607297978,0.0012200367801044236,0.17123917522824905
Haberman,pca_contribution,670488,curriculum,0.8227276064730166,0.4874013086770504,0.34463347558712115,0.0003042088602562939,0.0039800666756296356,0.14276783308992924
Pima,feature_CLD,116740,static,0.7917587701007182,0.491387098781783,0.3205001626206016,0.0014809815607297906,0.0014982712040826098,0.1708869361611814
Haberman,pca_contribution,670488,static,0.8173934052227434,0.4874013086770504,0.3479392290376282,0.0003042088602562939,0.003035422757385506,0.1394620796394222
Haberman,pca_contribution,670488,self_paced,0.8082714657959833,0.4874013086770504,0.3734756601005642,0.0003042088602562939,0.002539590774814251,0.11392564857648618
Pima,feature_CLD,116740,self_paced,0.7555351588887915,0.491387098781783,0.29262231380884773,0.0014809815607297906,0.0004785069319652683,0.19876478497293526
Haberman,pca_contribution,116740,curriculum,0.820193139866264,0.4957412694054087,0.36604185776151027,0.0015235772660687115,0.004912728165886376,0.12969941164389842
Hypothyroid,pca_contribution,26226,self_paced,0.8189887675518293,0.40050471046435204,0.32329960770879385,4.435293679571391e-05,8.289390460495567e-05,0.0772051027555582
Pima,feature_CLD,26226,curriculum,0.7806850508006449,0.4786578246415038,0.3097917521613465,0.00107590816007807,0.0013077776551358167,0.16886607248015728
Haberman,pca_contribution,116740,static,0.8076096788599695,0.4957412694054087,0.37085027268675647,0.0015235772660687115,0.005099232188277726,0.12489099671865223
Haberman,pca_contribution,116740,self_paced,0.8273465311926085,0.4957412694054087,0.38458292688079615,0.0015235772660687115,0.008789857637224565,0.11115834252461254
Pima,feature_CLD,26226,static,0.8086383819673238,0.4786578246415038,0.337463854934108,0.00107590816007807,0.0015817011299903375,0.14119396970739578
Haberman,pca_contribution,26226,curriculum,0.8152066692828984,0.4991192318667051,0.3776524784549978,0.00031663062056583395,0.0022178526845704027,0.12146675341170732
Pima,feature_CLD,26226,self_paced,0.7585228068056352,0.4786578246415038,0.289975274605978,0.00107590816007807,0.0008694148915733678,0.1886825500355258
Haberman,pca_contribution,26226,static,0.805839616882319,0.4991192318667051,0.36406088091419014,0.00031663062056583395,0.0006335690132018962,0.13505835095251495
Pima,feature_MV,670488,curriculum,0.7951128209902752,0.4770012233654198,0.31410879734182856,0.0022319957175716038,0.0010047053998129313,0.16289242602359122
Haberman,pca_contribution,26226,self_paced,0.8193865215777705,0.4991192318667051,0.3747563679295702,0.00031663062056583395,0.002085363064278312,0.12436286393713492
Haberman,feature_kDN,670488,curriculum,0.7801112090079566,0.4874013086770504,0.3508311474189756,0.0003042088602562939,0.0007180068386006204,0.1365701612580748
Pima,feature_MV,670488,static,0.8193843726767828,0.4770012233654198,0.3300631306759822,0.0022319957175716038,0.0015896843509774097,0.14693809268943758
Haberman,feature_kDN,670488,static,0.7966847947462163,0.4874013086770504,0.345138007233141,0.0003042088602562939,0.003603677273404787,0.14226330144390942
Pima,feature_MV,670488,self_paced,0.8476682513136605,0.4770012233654198,0.3422826440194207,0.0022319957175716038,0.0020482487917001017,0.13471857934599907
Haberman,feature_kDN,670488,self_paced,0.8068348661706946,0.4874013086770504,0.33597255669618287,0.0003042088602562939,0.0020692860648643704,0.15142875198086753
Pima,feature_MV,116740,curriculum,0.78651340303017,0.49138709878178305,0.32090555571429397,0.0014809815607297835,0.0011906378431689648,0.17048154306748908
Haberman,feature_kDN,116740,curriculum,0.7969558698406073,0.4957412694054087,0.35554279320038407,0.0015235772660687115,0.001094993896641307,0.14019847620502462
Pima,feature_MV,116740,static,0.8052351063575156,0.49138709878178305,0.3332188486810525,0.001480981560729816,0.0010750909618104944,0.15816825010073055
Haberman,feature_kDN,116740,static,0.7845349701348652,0.4957412694054087,0.35934024614689636,0.0015235772660687115,0.0008666597410678717,0.13640102325851233
Haberman,feature_kDN,116740,self_paced,0.7937264343604672,0.4957412694054087,0.3511885400444723,0.0015235772660687115,0.0012090090316074185,0.14455272936093638
Pima,feature_MV,116740,self_paced,0.8260548446907999,0.491387098781783,0.34327594416877066,0.0014809815607297906,0.00025152512988466243,0.14811115461301233
Haberman,feature_kDN,26226,curriculum,0.7909823883762634,0.4991192318667051,0.35499175994003,0.00031663062056583395,0.0017046453985479714,0.14412747192667508
Pima,feature_MV,26226,curriculum,0.8156137624372324,0.4786578246415038,0.33192059482345876,0.00107590816007807,0.0002816843376488049,0.14673722981804505
Haberman,feature_kDN,26226,static,0.7861777077218574,0.49911923186670504,0.35688592700293215,0.0003166306205658702,0.002786825213381145,0.1422333048637729
Pima,feature_MV,26226,static,0.7686426587069544,0.4786578246415038,0.29686149746067275,0.00107590816007807,0.0011049694987428967,0.18179632718083105
Haberman,feature_kDN,26226,self_paced,0.7924999846916656,0.4991192318667051,0.3506610177531882,0.00031663062056583395,0.0001974571881876304,0.1484582141135169
Hypothyroid,feature_kDN,670488,curriculum,0.7989092797162111,0.33675638839170574,0.30044730008412124,8.640255986253359e-05,0.007158919879691478,0.0363090883075845
Haberman,feature_DS,670488,curriculum,0.8205744204582124,0.4874013086770504,0.3816624782415656,0.0003042088602562939,0.007571041317326058,0.10573883043548482
Pima,feature_MV,26226,self_paced,0.8506443880653315,0.4786578246415038,0.34284945364151764,0.00107590816007807,0.0021359720877026003,0.13580837099998616
Haberman,feature_DS,670488,static,0.8143405876012705,0.4874013086770504,0.37243574236653965,0.0003042088602562939,0.0030351661443083653,0.11496556631051075
Pima,feature_CB,670488,curriculum,0.8201486859695218,0.4770012233654198,0.3343757723459703,0.0022319957175716038,0.0012660699716316995,0.14262545101944946
Haberman,feature_DS,670488,self_paced,0.797299222737678,0.4874013086770504,0.32990036847253107,0.0003042088602562939,0.004225375334639048,0.15750094020451932
Pima,feature_CB,670488,static,0.7945744395865258,0.4770012233654198,0.31633923199796293,0.0022319957175716038,0.0014775863840281412,0.16066199136745685
Haberman,feature_DS,116740,curriculum,0.8093316338671683,0.4957412694054087,0.3901638973290253,0.0015235772660687115,0.005976108307940722,0.1055773720763834
Haberman,feature_DS,116740,static,0.8188761327807328,0.4957412694054087,0.39748262306092913,0.0015235772660687115,0.005962372464405779,0.09825864634447956
Pima,feature_CB,670488,self_paced,0.8493924336507894,0.4770012233654198,0.3438119784920463,0.0022319957175716038,0.00047754119010238235,0.13318924487337347
Haberman,feature_DS,116740,self_paced,0.787495182305782,0.4957412694054087,0.348416833778868,0.0015235772660687115,0.0005578407878061578,0.14732443562654068
Pima,feature_CB,116740,curriculum,0.7836834303853344,0.491387098781783,0.3177554196365115,0.0014809815607297724,0.0003871235987965085,0.1736316791452715
Haberman,feature_DS,26226,curriculum,0.8214968570001655,0.49911923186670504,0.3934594289434057,0.0003166306205658485,0.004600938208033849,0.10565980292329935
Pima,feature_CB,116740,static,0.7601449037540746,0.491387098781783,0.298497553808223,0.0014809815607297906,0.00090221733770957,0.19288954497355998
Haberman,feature_DS,26226,static,0.8138306418765342,0.49911923186670504,0.3857466134672218,0.0003166306205658702,0.0035549348815552425,0.11337261839948326
Pima,feature_CB,116740,self_paced,0.8343691584104114,0.491387098781783,0.3562739413803602,0.0014809815607298086,0.001152659451628111,0.13511315740142277
Haberman,feature_DS,26226,self_paced,0.7962791491752887,0.49911923186670504,0.3583017482821702,0.0003166306205658702,0.0008798810135172278,0.14081748358453483
Haberman,feature_DCP,670488,curriculum,0.777844719397691,0.4874013086770504,0.3584193688492861,0.0003042088602562939,0.0007989657698495401,0.1289819398277643
Pima,feature_CB,26226,curriculum,0.7858863778164763,0.4786578246415038,0.3214220958767009,0.00107590816007807,0.001053911858085608,0.1572357287648029
Haberman,feature_DCP,670488,static,0.7849007698079403,0.4874013086770504,0.3577837603001228,0.0003042088602562939,0.0009217326796352425,0.12961754837692757
Pima,feature_CB,26226,static,0.8072409186770755,0.4786578246415038,0.3322353704390814,0.00107590816007807,0.00156752016002978,0.1464224542024224
Haberman,feature_DCP,670488,self_paced,0.7879377996115291,0.4874013086770504,0.33845893525021364,0.0003042088602562939,0.002085204694869807,0.14894237342683675
Pima,feature_CB,26226,self_paced,0.8589521171639345,0.4786578246415038,0.3596811046901783,0.00107590816007807,0.0022198451193510614,0.11897671995132553
Haberman,feature_DCP,116740,curriculum,0.820412908895484,0.4957412694054087,0.3593449329138522,0.0015235772660687115,0.003789737707693753,0.13639633649155647
Hypothyroid,feature_kDN,670488,static,0.8309363181345577,0.33675638839170574,0.3129175795607501,8.640255986253359e-05,0.00015335944025798346,0.023838808830955627
Haberman,feature_DCP,116740,static,0.8158894213209273,0.4957412694054087,0.3760536873181431,0.0015235772660687115,0.007126345867097172,0.1196875820872656
Pima,feature_N1,670488,curriculum,0.8103464676321678,0.4770012233654198,0.31685048020093576,0.0022319957175716038,0.0008155766564234259,0.16015074316448402
Haberman,feature_DCP,116740,self_paced,0.8377821577749234,0.4957412694054087,0.4113149858296276,0.0015235772660687115,0.008688729885810417,0.08442628357578108
Pima,feature_N1,670488,static,0.8097887615484276,0.4770012233654198,0.321759425533642,0.0022319957175716038,0.0018294301613349779,0.15524179783177777
Haberman,feature_DCP,26226,curriculum,0.7817577311722197,0.4991192318667051,0.36754537658536107,0.00031663062056583395,0.0009344415588035565,0.13157385528134402
Pima,feature_N1,670488,self_paced,0.8065708251812311,0.4770012233654198,0.3203137947059296,0.0022319957175716038,0.0014779080909923044,0.1566874286594902
Haberman,feature_DCP,26226,static,0.7989175840978381,0.4991192318667051,0.3648641349046695,0.00031663062056583395,0.004586820908511853,0.13425509696203558
Haberman,feature_DCP,26226,self_paced,0.7924807768424839,0.4991192318667051,0.3517336574250622,0.00031663062056583395,0.0009678544163814046,0.1473855744416429
Pima,feature_N1,116740,curriculum,0.8242166144204763,0.491387098781783,0.34044226553025575,0.0014809815607297653,0.0024896406897672485,0.15094483325152724
Haberman,feature_TD_P,670488,curriculum,0.8029649410955657,0.4874013086770504,0.3026658072429823,0.0003042088602562939,0.00036583269023309476,0.18473550143406808
Pima,feature_N1,116740,static,0.8234947168004073,0.491387098781783,0.3390805507253767,0.0014809815607297724,0.0015313339465405508,0.1523065480564063
Haberman,feature_TD_P,670488,static,0.7863677285904864,0.4874013086770504,0.3290413846336751,0.0003042088602562939,0.0018628793927825912,0.1583599240433753
Pima,feature_N1,116740,self_paced,0.805739578126177,0.491387098781783,0.33067905880063736,0.0014809815607297978,0.001467953586364081,0.16070803998114563
Haberman,feature_TD_P,670488,self_paced,0.8101349420298324,0.4874013086770504,0.37246002085678126,0.0003042088602562939,0.0031344213437948494,0.11494128782026913
Pima,feature_N1,26226,curriculum,0.8186819768729113,0.4786578246415038,0.3239560626812204,0.00107590816007807,0.0011872741370998207,0.1547017619602834
Pima,feature_N1,26226,static,0.8208157824476647,0.4786578246415038,0.33941577335294015,0.00107590816007807,0.0007607549818026061,0.13924205128856365
Pima,feature_N1,26226,self_paced,0.8276075846768585,0.4786578246415038,0.3329757190911311,0.00107590816007807,0.0004892864005461044,0.1456821055503727
Pima,feature_N2,670488,curriculum,0.8039178461192542,0.4770012233654198,0.3143570388234201,0.0022319957175716038,0.001040856960716786,0.1626441845419997
Hypothyroid,feature_kDN,670488,self_paced,0.8212259517703583,0.33675638839170574,0.30478404443650137,8.640255986253359e-05,0.001490660659407378,0.031972343955204374
Pima,feature_N2,670488,static,0.8254891133952729,0.4770012233654198,0.3222012080551811,0.0022319957175716038,0.0008180350607067876,0.15480001531023868
Pima,feature_N2,670488,self_paced,0.7791127463993894,0.4770012233654198,0.3005475791359684,0.0022319957175716038,0.000802268334516724,0.17645364422945137
Pima,feature_N2,116740,curriculum,0.8278298310987879,0.491387098781783,0.33766156707939365,0.0014809815607297906,0.0020004018338252647,0.15372553170238934
Pima,feature_N2,116740,static,0.8125510086991666,0.491387098781783,0.32327889369175633,0.0014809815607298086,0.0007382147055289543,0.16810820509002666
Pima,feature_N2,116740,self_paced,0.7651026396883523,0.491387098781783,0.3026904457497388,0.0014809815607298086,0.0006853443853863716,0.1886966530320442
Pima,feature_N2,26226,curriculum,0.8333843781883811,0.4786578246415038,0.33538022639359505,0.00107590816007807,0.0016207162933269362,0.14327759824790876
Pima,feature_N2,26226,static,0.8139728444459167,0.4786578246415038,0.3220816679326572,0.00107590816007807,0.0018936097437526162,0.15657615670884661
Pima,feature_N2,26226,self_paced,0.7817831798173022,0.4786578246415038,0.3082296751928522,0.00107590816007807,0.000892153950684448,0.1704281494486516
Pima,feature_LSC,670488,curriculum,0.8382743522542753,0.4770012233654198,0.3414387867216937,0.0022319957175716038,0.0015569731083506311,0.13556243664372608
Pima,feature_LSC,670488,static,0.8693446204210192,0.4770012233654198,0.35258202090873186,0.0022319957175716038,0.0021884353250139627,0.12441920245668792
Pima,feature_LSC,670488,self_paced,0.803390125932254,0.4770012233654198,0.3156731414983374,0.0022319957175716038,0.0009985672039465859,0.16132808186708236
Hypothyroid,feature_kDN,116740,curriculum,0.8192937086815615,0.3954090326277897,0.31585292422141614,4.9205967656114654e-05,0.0002669730394193678,0.07955610840637356
Pima,feature_LSC,116740,curriculum,0.8290723759006808,0.491387098781783,0.3561401999948699,0.0014809815607297653,0.0008745075483132486,0.1352468987869131
Pima,feature_LSC,116740,static,0.838058145972132,0.491387098781783,0.3584524020970599,0.0014809815607297653,0.0008697960341900646,0.13293469668472307
Pima,feature_LSC,116740,self_paced,0.7984240844029028,0.491387098781783,0.3281986964806802,0.0014809815607297724,0.0008989002442759284,0.16318840230110282
Pima,feature_LSC,26226,curriculum,0.8282013011445531,0.4786578246415038,0.3384775528550759,0.00107590816007807,0.0007753084265041851,0.1401802717864279
Pima,feature_LSC,26226,static,0.8601032365082646,0.4786578246415038,0.35887220436891343,0.00107590816007807,0.0012511718761540676,0.11978562027259038
Pima,feature_LSC,26226,self_paced,0.7852223621751513,0.4786578246415038,0.3091323171725011,0.00107590816007807,0.0009671270546982193,0.1695255074690027
Pima,feature_LSR,670488,curriculum,0.8445497814304843,0.4770012233654198,0.33828229535858273,0.0022319957175716038,0.0017030755256597437,0.13871892800683705
Pima,feature_LSR,670488,static,0.8395424346511059,0.4770012233654198,0.3330823099047365,0.0022319957175716038,0.0022319708121347,0.1439189134606833
Pima,feature_LSR,670488,self_paced,0.7861481402687454,0.4770012233654198,0.3185001299879665,0.0022319957175716038,0.0012164156655683973,0.15850109337745327
Pima,feature_LSR,116740,curriculum,0.8301512245144926,0.491387098781783,0.3415460485031028,0.0014809815607297906,0.000861495498989314,0.14984105027868022
Hypothyroid,feature_kDN,116740,static,0.826911834451863,0.3954090326277897,0.3106947198506315,4.9205967656114654e-05,0.0034702520976652184,0.08471431277715818
Pima,feature_LSR,116740,static,0.8247970779016623,0.491387098781783,0.3397754948393241,0.0014809815607298086,0.0011657194106281124,0.15161160394245887
Pima,feature_LSR,116740,self_paced,0.7693407365426549,0.491387098781783,0.30790856495701713,0.0014809815607297906,0.0008678060861155957,0.18347853382476587
Pima,feature_LSR,26226,curriculum,0.8378270817919542,0.4786578246415038,0.3393230352555008,0.00107590816007807,0.0010898245391774768,0.13933478938600302
Pima,feature_LSR,26226,static,0.8399164282935345,0.4786578246415038,0.337456384958624,0.00107590816007807,0.0012546198241984914,0.1412014396828798
Pima,feature_LSR,26226,self_paced,0.7837516364288494,0.4786578246415038,0.3091891900664627,0.00107590816007807,0.0012985764807983582,0.16946863457504108
Pima,feature_Harmfulness,670488,curriculum,0.732969904715537,0.4770012233654198,0.3674741473593383,0.0022319957175716038,0.0017479371529473587,0.10952707600608147
Pima,feature_Harmfulness,670488,static,0.7405440697568476,0.4770012233654198,0.3690791335517601,0.0022319957175716038,0.0016062770095964791,0.1079220898136597
Pima,feature_Harmfulness,670488,self_paced,0.7834828373412583,0.4770012233654198,0.3045872741793616,0.0022319957175716038,0.0014891416863587468,0.17241394918605818
Pima,feature_Harmfulness,116740,curriculum,0.7330453129542405,0.491387098781783,0.37662641359487625,0.0014809815607297653,0.0005769219901812201,0.11476068518690674
Pima,feature_Harmfulness,116740,static,0.732138791685866,0.491387098781783,0.3691970093064938,0.0014809815607298086,0.0007207669823947464,0.1221900894752892
Hypothyroid,feature_kDN,116740,self_paced,0.7789553993354875,0.3954090326277897,0.33650407720949344,4.9205967656114654e-05,0.0004792302324249378,0.05890495541829627
Pima,feature_Harmfulness,116740,self_paced,0.777412852542206,0.491387098781783,0.3110082708787793,0.0014809815607297906,0.0006148902061500766,0.1803788279030037
Pima,feature_Harmfulness,26226,curriculum,0.7317271340717074,0.4786578246415038,0.37017061628097486,0.00107590816007807,0.0006570039015663957,0.10848720836052894
Pima,feature_Harmfulness,26226,static,0.7293074097024785,0.4786578246415038,0.3737164730673466,0.00107590816007807,0.0006368239696115112,0.10494135157415718
Pima,feature_Harmfulness,26226,self_paced,0.7799191800047084,0.4786578246415038,0.3069155261267149,0.00107590816007807,0.000790713476800748,0.1717422985147889
Pima,feature_F1,670488,curriculum,0.8559131970574559,0.4770012233654198,0.3480873242572753,0.0022319957175716038,0.0016756148974743639,0.1289138991081445
Pima,feature_F1,670488,static,0.8586007136813015,0.4770012233654198,0.34987787447598384,0.0022319957175716038,0.0010190074681269692,0.12712334888943594
Pima,feature_F1,670488,self_paced,0.8660170510283003,0.4770012233654198,0.3502196061652138,0.0022319957175716038,0.0017362935889128248,0.12678161720020598
Pima,feature_F1,116740,curriculum,0.8069061105485286,0.491387098781783,0.3359133694691079,0.0014809815607298086,0.0012749353491554366,0.1554737293126751
Pima,feature_F1,116740,static,0.8293174757406381,0.491387098781783,0.3484398309320546,0.0014809815607297906,0.0010337907815047497,0.1429472678497284
Pima,feature_F1,116740,self_paced,0.8293608410468599,0.491387098781783,0.34960948405312536,0.0014809815607297653,0.0003230327760730732,0.14177761472865763
Pima,feature_F1,26226,curriculum,0.828753158294075,0.4786578246415038,0.33697447349648124,0.00107590816007807,0.001261438414767017,0.14168335114502256
Hypothyroid,feature_kDN,26226,curriculum,0.8185546909313242,0.40050471046435204,0.3135361412239146,4.435293679571391e-05,0.00016719989016825192,0.08696856924043744
Pima,feature_F1,26226,static,0.8574614940417973,0.4786578246415038,0.3500106079593872,0.00107590816007807,0.0012688717857019833,0.1286472166821166
Pima,feature_F1,26226,self_paced,0.8390061925131693,0.4786578246415038,0.3423275417528826,0.00107590816007807,0.002043229852623524,0.1363302828886212
Pima,feature_F2,670488,curriculum,0.7780151158218664,0.4770012233654198,0.29497473218709835,0.0022319957175716038,0.0010624594653520425,0.18202649117832143
Pima,feature_F2,670488,static,0.7718205714335936,0.4770012233654198,0.3024076633948179,0.0022319957175716038,0.0009241687495986272,0.17459355997060189
Pima,feature_F2,670488,self_paced,0.85437994315894,0.4770012233654198,0.3479502416939885,0.0022319957175716038,0.0012298896259564033,0.12905098167143125
Pima,feature_F2,116740,curriculum,0.7842059847477756,0.491387098781783,0.31728612586246124,0.0014809815607297724,0.0013907868379700527,0.17410097291932175
Pima,feature_F2,116740,static,0.7802025749365437,0.491387098781783,0.3046477980039674,0.0014809815607297906,0.0013684999252147774,0.1867393007778156
Pima,feature_F2,116740,self_paced,0.8047357615232827,0.491387098781783,0.3267744091067519,0.0014809815607297653,0.00046899703344483254,0.16461268967503112
Pima,feature_F2,26226,curriculum,0.7676794611127982,0.4786578246415038,0.29103673111009654,0.00107590816007807,0.0013277071336804534,0.18762109353140727
Pima,feature_F2,26226,static,0.7641778230477012,0.4786578246415038,0.2892920735792109,0.00107590816007807,0.0008156760152099689,0.18936575106229292
Hypothyroid,feature_kDN,26226,static,0.8209220229239914,0.40050471046435204,0.3139619877815314,4.435293679571391e-05,0.000190336023923761,0.08654272268282065
Pima,feature_F2,26226,self_paced,0.8603740511005683,0.4786578246415038,0.3547505866522247,0.00107590816007807,0.003031387748470362,0.1239072379892791
Pima,feature_F3,670488,curriculum,0.7789429165254841,0.4770012233654198,0.29834378489714425,0.0022319957175716038,0.0016271434109393394,0.17865743846827553
Pima,feature_F3,670488,static,0.7795880108207031,0.4770012233654198,0.29625202651331783,0.0022319957175716038,0.001089147315137078,0.18074919685210195
Pima,feature_F3,670488,self_paced,0.8396414215422442,0.4770012233654198,0.336146928584119,0.0022319957175716038,0.0024721198650830825,0.1408542947813008
