dataset,hardness_metric,seed,weighting_strategy,mean_similarity,mean_real_score,mean_synth_score,std_real_score,std_synth_score,score_difference
Vertebral,feature_CLD,116740,curriculum,0.7327794154145931,0.22712150054793004,0.21182760590476532,2.2662332591841973e-17,0.00042867274944316405,0.015293894643164718
Vertebral,feature_CLD,116740,static,0.728257897588943,0.22712150054793004,0.22187933381677336,2.2662332591841973e-17,0.0003591301801954967,0.005242166731156683
ILPD,feature_DCP,26226,static,0.8010715327777326,0.5087171291129912,0.36409804085070235,9.196342582739448e-05,0.0005903981877972141,0.1446190882622888
Vertebral,feature_CLD,116740,self_paced,0.8601022109068764,0.22712150054793004,0.20167573523145121,1.6024689053196365e-17,3.569231488126449e-05,0.025445765316478824
ILPD,feature_DCP,26226,self_paced,0.8348539812661057,0.5087171291129912,0.37343105509076824,9.196342582739448e-05,0.0022321025351333423,0.13528607402222292
Vertebral,feature_CLD,26226,curriculum,0.7200578724511225,0.2289558484969336,0.2202548596564655,0.0,0.0003382620688526992,0.008700988840468105
Vertebral,feature_CLD,26226,static,0.7251029452956677,0.2289558484969336,0.2183634271170173,0.0,0.0007467022431293361,0.010592421379916284
ILPD,feature_TD_P,670488,curriculum,0.8225887440278566,0.5110899671266615,0.36812684862638606,0.0008173888080362168,0.0023542663250504707,0.1429631185002755
Vertebral,feature_CLD,26226,self_paced,0.8612930542668317,0.2289558484969336,0.203685603186845,0.0,7.185829642787548e-05,0.02527024531008859
ILPD,feature_TD_P,670488,static,0.8241402196741184,0.5110899671266615,0.3684762233971246,0.0008173888080362168,0.002987448557059651,0.14261374372953695
Vertebral,feature_MV,670488,curriculum,0.8459052780011327,0.22985365331284913,0.20944347579214237,0.00014965113286798484,4.480176473524934e-05,0.020410177520706757
ILPD,feature_TD_P,670488,self_paced,0.8517645751134317,0.5110899671266615,0.41051600208636424,0.0008173888080362168,0.0009785315568424883,0.10057396504029731
Vertebral,feature_MV,670488,static,0.8460838741227384,0.22985365331284913,0.2083306321447195,0.00014965113286798484,0.0008470926500319441,0.021523021168129625
Hypothyroid,feature_LSC,670488,self_paced,0.8064541998055337,0.33675638839170574,0.2944337349393366,8.640255986253359e-05,0.0028249494257589648,0.04232265345236913
Vertebral,feature_MV,670488,self_paced,0.8652815956545351,0.2298536533128491,0.2179115254180762,0.00014965113286798484,0.00018452321459090716,0.011942127894772891
ILPD,feature_TD_P,116740,curriculum,0.8360154443330342,0.5142938795397011,0.3990130993443863,0.0008515932405845097,0.0010928098197732301,0.11528078019531479
Vertebral,feature_MV,116740,curriculum,0.8671143146215616,0.22712150054793004,0.2077483163729039,1.6024689053196365e-17,0.00010544198085006912,0.019373184175026148
ILPD,feature_TD_P,116740,static,0.7874854404567059,0.5142938795397011,0.35534231322420573,0.0008515932405845097,0.0011736946768911355,0.15895156631549534
Vertebral,feature_MV,116740,static,0.8639423745114623,0.22712150054793004,0.20564460170808216,1.6024689053196365e-17,0.0002108735627844935,0.02147689883984788
ILPD,feature_TD_P,116740,self_paced,0.8354764154071774,0.5142938795397011,0.40872275428343574,0.0008515932405845097,0.008125161093406764,0.10557112525626533
Vertebral,feature_MV,116740,self_paced,0.8066622136563315,0.22712150054793004,0.21505317566529428,1.6024689053196365e-17,0.00010983661776259212,0.012068324882635761
Vertebral,feature_MV,26226,curriculum,0.8680614668110647,0.2289558484969336,0.2081382633508975,0.0,0.00031747495456106744,0.0208175851460361
ILPD,feature_TD_P,26226,curriculum,0.8203808672786934,0.5087171291129912,0.36902623661253536,9.196342582739448e-05,0.0018584554185067945,0.1396908925004558
Vertebral,feature_MV,26226,static,0.8693120872254582,0.2289558484969336,0.208595676263117,0.0,0.000514389591142387,0.020360172233816587
ILPD,feature_TD_P,26226,static,0.8283709868349702,0.5087171291129912,0.3719612412306132,9.196342582739448e-05,0.003655906209625994,0.13675588788237797
Vertebral,feature_MV,26226,self_paced,0.881006175180515,0.2289558484969336,0.21098850797817184,0.0,0.000867712676617888,0.017967340518761754
Vertebral,feature_CB,670488,curriculum,0.8474135322419113,0.22985365331284913,0.20827116279576327,0.00014965113286798484,2.986918641346484e-05,0.021582490517085856
ILPD,feature_TD_P,26226,self_paced,0.8404220040053189,0.5087171291129912,0.3998243694970922,9.196342582739448e-05,0.008095507750429765,0.10889275961589895
Vertebral,feature_CB,670488,static,0.8420147324606908,0.22985365331284913,0.20694381556447286,0.00014965113286798484,0.00019757648945086526,0.022909837748376266
ILPD,feature_TD_U,670488,curriculum,0.8137853513108461,0.5110899671266615,0.36944353607477276,0.0008173888080362168,0.0007313587438116685,0.1416464310518888
Vertebral,feature_CB,670488,self_paced,0.7998200372708069,0.22985365331284913,0.21922059276958572,0.00014965113286798484,0.00018126071375955494,0.010633060543263406
ILPD,feature_TD_U,670488,static,0.8087010137070287,0.5110899671266615,0.36673586601097563,0.0008173888080362168,0.0013342701335851573,0.14435410111568592
Vertebral,feature_CB,116740,curriculum,0.8626115102902332,0.22712150054793004,0.20341542009093697,2.7755575615628914e-17,8.214890880248802e-05,0.023706080456993073
Vertebral,feature_CB,116740,static,0.8678814851196108,0.22712150054793004,0.20769290229425055,2.2662332591841973e-17,0.00045357298059217036,0.019428598253679485
ILPD,feature_TD_U,670488,self_paced,0.8374740321328822,0.5110899671266615,0.3981367373417364,0.0008173888080362168,0.0012985030014147445,0.11295322978492517
Hypothyroid,feature_LSC,116740,curriculum,0.7739084986277386,0.3954090326277897,0.338121515409731,4.9205967656114654e-05,0.0005996882535305838,0.05728751721805869
Vertebral,feature_CB,116740,self_paced,0.8607016620574648,0.22712150054793004,0.21540521838098056,2.2662332591841973e-17,0.0005203839793459214,0.011716282166949477
ILPD,feature_TD_U,116740,curriculum,0.8027733454282872,0.5142938795397011,0.36521638388126654,0.0008515932405845097,0.0004994511508617977,0.14907749565843453
Vertebral,feature_CB,26226,curriculum,0.8681906954869835,0.2289558484969336,0.208854847857841,0.0,0.00017897845153395405,0.020101000639092592
ILPD,feature_TD_U,116740,static,0.7981343608482218,0.5142938795397011,0.3641974280578188,0.0008515932405845097,0.0001322616951261044,0.15009645148188228
Vertebral,feature_CB,26226,static,0.8603501086660414,0.2289558484969336,0.20416633106202797,0.0,7.189519683909201e-05,0.024789517434905622
Vertebral,feature_CB,26226,self_paced,0.7896564944649431,0.2289558484969336,0.22249843331625266,0.0,0.0014145177541401552,0.0064574151806809366
ILPD,feature_TD_U,116740,self_paced,0.8314184055340076,0.5142938795397011,0.39636645834867307,0.0008515932405845097,0.0024745286820141545,0.117927421191028
Vertebral,feature_N1,670488,curriculum,0.6391270292366332,0.22985365331284913,0.23652586871638323,0.00014965113286798484,0.0012351262874688523,0.006672215403534104
ILPD,feature_TD_U,26226,curriculum,0.8025870180003752,0.5087171291129912,0.3658736133809742,9.196342582739448e-05,0.0008565064770367146,0.14284351573201698
Vertebral,feature_N1,670488,static,0.7383637072943326,0.22985365331284913,0.23053443212775884,0.00014965113286798484,0.0004456002497729571,0.000680778814909716
Vertebral,feature_N1,670488,self_paced,0.8488402671258739,0.22985365331284913,0.20928359896276516,0.00014965113286798484,5.078648159829092e-05,0.020570054350083966
ILPD,feature_TD_U,26226,static,0.8070044953043876,0.5087171291129912,0.36843046418481035,9.196342582739448e-05,0.001341794997486014,0.14028666492818082
Vertebral,feature_N1,116740,curriculum,0.7238223732846459,0.22712150054793004,0.2249503814757361,1.6024689053196365e-17,0.0009128444323741185,0.0021711190721939444
ILPD,feature_TD_U,26226,self_paced,0.8317530871184563,0.5087171291129912,0.3858751046519188,9.196342582739448e-05,0.00331606989016812,0.12284202446107234
Vertebral,feature_N1,116740,static,0.6590643354776747,0.22712150054793004,0.2245093939260564,1.6024689053196365e-17,0.0007216325725431194,0.002612106621873639
ILPD,feature_CL,670488,curriculum,0.809035379299086,0.5110899671266615,0.36570166326230336,0.0008173888080362168,0.00039153344445850093,0.1453883038643582
Vertebral,feature_N1,116740,self_paced,0.8769555748096529,0.22712150054793004,0.21004422135354464,2.2662332591841973e-17,7.968027636793421e-06,0.017077279194385397
Vertebral,feature_N1,26226,curriculum,0.7303600586153235,0.2289558484969336,0.23299722986154572,0.0,0.00016728520827957575,0.004041381364612129
ILPD,feature_CL,670488,static,0.8173187875044412,0.5110899671266615,0.37141757101225953,0.0008173888080362168,7.778157548639125e-05,0.13967239611440202
Vertebral,feature_N1,26226,static,0.6395654915011492,0.2289558484969336,0.23780982745924947,0.0,0.0004021937454176841,0.008853978962315878
Hypothyroid,feature_LSC,116740,static,0.8412826955270304,0.3954090326277897,0.3295170804353961,4.9205967656114654e-05,0.001110895564100716,0.06589195219239358
ILPD,feature_CL,670488,self_paced,0.8286468639198644,0.5110899671266615,0.3826728183687938,0.0008173888080362168,0.0014944300024090557,0.12841714875786775
Vertebral,feature_N1,26226,self_paced,0.784029983505313,0.2289558484969336,0.2140158867891423,0.0,4.887605464128822e-05,0.0149399617077913
ILPD,feature_CL,116740,curriculum,0.8026899897652432,0.5142938795397011,0.36814972973892623,0.0008515932405845097,0.0007499429237719303,0.14614414980077484
Vertebral,feature_N2,670488,curriculum,0.8426132071261582,0.22985365331284913,0.20482951576057543,0.00014965113286798484,0.00019751724410611583,0.0250241375522737
Vertebral,feature_N2,670488,static,0.8423818473761422,0.22985365331284913,0.20555050110169573,0.00014965113286798484,0.00013682049913310676,0.024303152211153395
ILPD,feature_CL,116740,static,0.8021305956416079,0.5142938795397011,0.3669200478855504,0.0008515932405845097,0.00019646539296445305,0.1473738316541507
Vertebral,feature_N2,670488,self_paced,0.8437637675065152,0.22985365331284913,0.20754921997144882,0.00014965113286797353,5.617500886273229e-05,0.02230443334140031
ILPD,feature_CL,116740,self_paced,0.8299189587414066,0.5142938795397011,0.38148249063634204,0.0008515932405845097,0.0008075878588173399,0.13281138890335903
Vertebral,feature_N2,116740,curriculum,0.8393879349044178,0.22712150054793004,0.21133811199302002,2.2662332591841973e-17,0.0008215083562163658,0.015783388554910016
Vertebral,feature_N2,116740,static,0.8763094201748792,0.22712150054793004,0.2092847475861639,2.2662332591841973e-17,6.746093516585637e-05,0.01783675296176615
ILPD,feature_CL,26226,curriculum,0.7966012279549539,0.5087171291129912,0.3623657018237694,9.196342582739448e-05,0.0010532517518072166,0.14635142728922174
Vertebral,feature_N2,116740,self_paced,0.8696960438681439,0.22712150054793004,0.2039581261423676,2.7755575615628914e-17,0.000499287705138269,0.02316337440556243
ILPD,feature_CL,26226,static,0.8001235763303387,0.5087171291129912,0.3641167157984994,9.196342582739448e-05,0.000530238824034382,0.14460041331449175
Vertebral,feature_N2,26226,curriculum,0.8646062241930313,0.2289558484969336,0.20546180992046878,0.0,2.4277157044401732e-05,0.023494038576464815
ILPD,feature_CL,26226,self_paced,0.8170445233590716,0.5087171291129912,0.370839191178922,9.196342582739448e-05,0.0026925827874914607,0.13787793793406916
Vertebral,feature_N2,26226,static,0.8688982604124245,0.2289558484969336,0.2081468685393423,0.0,0.0002810768663067011,0.02080897995759129
Vertebral,feature_N2,26226,self_paced,0.8700176480036649,0.2289558484969336,0.20899080824025987,0.0,0.00014354053717676327,0.019965040256673727
ILPD,feature_CLD,670488,curriculum,0.8179302286709746,0.5110899671266615,0.3693862182371168,0.0008173888080362168,0.0009314657793553305,0.14170374888954473
Vertebral,feature_LSC,670488,curriculum,0.7726275490283175,0.2298536533128491,0.22645589933248264,0.00014965113286798484,0.00012083506030024465,0.003397753980366458
ILPD,feature_CLD,670488,static,0.8175135114227161,0.5110899671266615,0.3703587576118857,0.0008173888080362168,0.000835842992982805,0.14073120951477586
Vertebral,feature_LSC,670488,static,0.8516281198107905,0.22985365331284913,0.21619496759144116,0.00014965113286798484,8.743278555534507e-05,0.013658685721407965
Hypothyroid,feature_LSC,116740,self_paced,0.8220993329138058,0.3954090326277897,0.3230534090701527,4.9205967656114654e-05,0.0011129106279312087,0.07235562355763703
Vertebral,feature_LSC,670488,self_paced,0.8428384792725009,0.22985365331284913,0.2062425947920494,0.00014965113286798484,0.00034652789627261945,0.023611058520799727
ILPD,feature_CLD,670488,self_paced,0.8219053327013051,0.5110899671266615,0.37372813390940235,0.0008173888080362168,0.0027207728878974285,0.1373618332172592
Vertebral,feature_LSC,116740,curriculum,0.8398875926656096,0.22712150054793004,0.21264290593211568,2.2662332591841973e-17,0.0002697561383033482,0.014478594615814355
ILPD,feature_CLD,116740,curriculum,0.8046307299425948,0.5142938795397011,0.3673703210767451,0.0008515932405845097,0.0021832709581971906,0.14692355846295596
Vertebral,feature_LSC,116740,static,0.8302350742420032,0.22712150054793004,0.23962695212197857,1.6024689053196365e-17,0.0007184367805318167,0.012505451574048532
ILPD,feature_CLD,116740,static,0.8018137215457845,0.5142938795397011,0.36469544169254947,0.0008515932405845097,0.0007688114023438083,0.1495984378471516
Vertebral,feature_LSC,116740,self_paced,0.8625083124385092,0.22712150054793004,0.2024098778380032,2.2662332591841973e-17,1.4190335659217346e-05,0.024711622709926828
Vertebral,feature_LSC,26226,curriculum,0.8261488618285864,0.2289558484969336,0.2117641475411888,0.0,0.0004906617394784045,0.017191700955744793
ILPD,feature_CLD,116740,self_paced,0.8242823813837709,0.5142938795397011,0.37786299023243997,0.0008515932405845097,0.0015005166119946476,0.1364308893072611
Vertebral,feature_LSC,26226,static,0.707812432799033,0.2289558484969336,0.2228872133698412,0.0,0.0006182871173939657,0.006068635127092409
ILPD,feature_CLD,26226,curriculum,0.7973047616881153,0.5087171291129912,0.36202009868281015,9.196342582739448e-05,0.00012876993759858884,0.146697030430181
Vertebral,feature_LSC,26226,self_paced,0.8627453164350434,0.2289558484969336,0.2045606039826671,0.0,7.208741330433207e-05,0.0243952445142665
Vertebral,feature_LSR,670488,curriculum,0.8599178088652103,0.22985365331284913,0.21351677114960502,0.00014965113286798484,6.879469191225848e-05,0.01633688216324411
ILPD,feature_CLD,26226,static,0.8019780435533441,0.5087171291129912,0.36434550819383177,9.196342582739448e-05,0.00018076919151024164,0.1443716209191594
Vertebral,feature_LSR,670488,static,0.8560043435002224,0.22985365331284913,0.2144882215956793,0.00014965113286798484,0.0003149083107597689,0.015365431717169836
ILPD,feature_CLD,26226,self_paced,0.8304603891767425,0.5087171291129912,0.3688762139549014,9.196342582739448e-05,0.0017709953741694036,0.13984091515808977
Vertebral,feature_LSR,670488,self_paced,0.8455935733921625,0.22985365331284913,0.20667246073034481,0.00014965113286798484,0.0003599430774380713,0.023181192582504312
ILPD,feature_MV,670488,curriculum,0.8274545409663797,0.5110899671266615,0.38096087439760007,0.0008173888080362168,0.0019159532148654971,0.13012909272906148
Vertebral,feature_LSR,116740,curriculum,0.7924565313033227,0.22712150054793004,0.2113261218571689,2.7755575615628914e-17,0.00013397430430087267,0.01579537869076114
Hypothyroid,feature_LSC,26226,curriculum,0.8167805612414605,0.40050471046435204,0.3343761141235446,4.435293679571391e-05,0.00141260843472839,0.06612859634080742
Vertebral,feature_LSR,116740,static,0.784458960679368,0.22712150054793004,0.21651913642855639,1.6024689053196365e-17,0.00028003065638574715,0.010602364119373653
ILPD,feature_MV,670488,static,0.8111000627287523,0.5110899671266615,0.36957485146324814,0.0008173888080362168,0.0006861341689677784,0.1415151156634134
Vertebral,feature_LSR,116740,self_paced,0.8696179100516992,0.22712150054793004,0.20441513786867174,2.2662332591841973e-17,5.839143605398211e-05,0.022706362679258296
ILPD,feature_MV,670488,self_paced,0.8496844349019422,0.5110899671266615,0.4208543651360981,0.0008173888080362168,0.0036410677910719406,0.09023560199056346
Vertebral,feature_LSR,26226,curriculum,0.8388808167856371,0.2289558484969336,0.21363784777437902,0.0,0.0008894796665486256,0.01531800072255457
ILPD,feature_MV,116740,curriculum,0.8152988024293301,0.5142938795397011,0.3694925330342455,0.0008515932405845097,0.0006294432256483435,0.14480134650545556
Vertebral,feature_LSR,26226,static,0.8798262941978213,0.22895584849693362,0.21265152883975266,2.2662332591841973e-17,0.0006855007074440348,0.01630431965718096
Vertebral,feature_LSR,26226,self_paced,0.870027247720704,0.2289558484969336,0.2090757436724143,0.0,0.0003256206397631696,0.019880104824519296
ILPD,feature_MV,116740,static,0.8027996493212576,0.5142938795397011,0.36236984775026343,0.0008515932405845097,0.0008675919636063306,0.15192403178943764
Vertebral,feature_Harmfulness,670488,curriculum,0.6759681171407577,0.22985365331284913,0.22375590239683896,0.00014965113286798484,0.00022399796531139362,0.0060977509160101695
ILPD,feature_MV,116740,self_paced,0.8403060310559411,0.5142938795397011,0.40746555513205873,0.0008515932405845097,0.002763026603291698,0.10682832440764234
Vertebral,feature_Harmfulness,670488,static,0.8498698978930228,0.22985365331284913,0.21240189149476305,0.00014965113286798484,9.612004451033569e-05,0.01745176181808608
Vertebral,feature_Harmfulness,670488,self_paced,0.8555424858237363,0.2298536533128491,0.20968390794824107,0.00014965113286798484,0.00010559818695519997,0.020169745364608027
ILPD,feature_MV,26226,curriculum,0.8086904187325391,0.5087171291129912,0.36437345340709243,9.196342582739448e-05,0.0007132344604269651,0.14434367570589873
Vertebral,feature_Harmfulness,116740,curriculum,0.7402128662944965,0.22712150054793004,0.22310508378846794,2.7755575615628914e-17,0.0005585535497349703,0.004016416759462099
ILPD,feature_MV,26226,static,0.7965316976581747,0.5087171291129912,0.36146478791513853,9.196342582739448e-05,0.0007444748492559116,0.14725234119785263
Vertebral,feature_Harmfulness,116740,static,0.7348283092038173,0.22712150054793004,0.21230381954444588,1.6024689053196365e-17,0.0006776636998958624,0.014817681003484157
ILPD,feature_MV,26226,self_paced,0.8419622758482984,0.5087171291129912,0.4056843521588398,9.196342582739448e-05,0.0009416633741242315,0.10303277695415136
Vertebral,feature_Harmfulness,116740,self_paced,0.8684012316099031,0.22712150054793004,0.2067968990693768,2.2662332591841973e-17,4.430161420029906e-05,0.02032460147855325
Vertebral,feature_Harmfulness,26226,curriculum,0.7260980276410586,0.2289558484969336,0.21626638697656952,0.0,0.00035371881713510545,0.01268946152036407
ILPD,feature_CB,670488,curriculum,0.8135150017297659,0.5110899671266615,0.3732281742365658,0.0008173888080362168,0.0019505931535749358,0.13786179289009576
Hypothyroid,feature_LSC,26226,static,0.8189459499704698,0.40050471046435204,0.3316972564965745,4.435293679571391e-05,0.0003358528479425927,0.06880745396777754
Vertebral,feature_Harmfulness,26226,static,0.7194592110677847,0.2289558484969336,0.21562366300229155,0.0,0.0003480745222445488,0.013332185494642046
ILPD,feature_CB,670488,static,0.825235274868632,0.5110899671266615,0.37636833082248655,0.0008173888080362168,0.0003738950519347876,0.134721636304175
Vertebral,feature_Harmfulness,26226,self_paced,0.831853100520595,0.2289558484969336,0.207855225769587,0.0,0.0008483194646149053,0.021100622727346585
ILPD,feature_CB,670488,self_paced,0.8449469975724,0.5110899671266615,0.4027794974477694,0.0008173888080362168,0.0009124117473770931,0.10831046967889213
Vertebral,feature_F1,670488,curriculum,0.7647771707957493,0.22985365331284913,0.2153182615511906,0.00014965113286798484,0.0003683361923248075,0.014535391761658523
Vertebral,feature_F1,670488,static,0.8464789764573311,0.22985365331284913,0.20881512153603232,0.00014965113286798484,0.00015254141760178574,0.021038531776816805
ILPD,feature_CB,116740,curriculum,0.817713867067816,0.5142938795397011,0.3480303862521077,0.0008515932405845097,0.0021676265348237887,0.16626349328759338
Vertebral,feature_F1,670488,self_paced,0.8625350321449566,0.22985365331284913,0.21411910256492864,0.00014965113286798484,0.00031446731992744865,0.01573455074792049
ILPD,feature_CB,116740,static,0.8001595234633931,0.5142938795397011,0.36392623840889593,0.0008515932405845097,0.0004207529040674983,0.15036764113080514
Vertebral,feature_F1,116740,curriculum,0.8683952931410872,0.22712150054793004,0.20894413639511242,0.0,0.00024645791526022715,0.01817736415281762
Vertebral,feature_F1,116740,static,0.8728623095853156,0.22712150054793004,0.21023907140953915,1.6024689053196365e-17,0.00023246118287789156,0.016882429138390886
ILPD,feature_CB,116740,self_paced,0.8339431743962904,0.5142938795397011,0.39172530428876245,0.0008515932405845097,0.0010833481558496455,0.12256857525093862
Vertebral,feature_F1,116740,self_paced,0.8754491776215823,0.22712150054793004,0.2099764026095169,1.6024689053196365e-17,0.0008060135190368418,0.01714509793841315
ILPD,feature_CB,26226,curriculum,0.795471027870883,0.5087171291129912,0.3605205115998416,9.196342582739448e-05,0.0002780176852774342,0.14819661751314955
Vertebral,feature_F1,26226,curriculum,0.8730642474006214,0.2289558484969336,0.2113119741563567,0.0,9.510221393213393e-05,0.017643874340576904
ILPD,feature_CB,26226,static,0.7992847085295854,0.5087171291129912,0.36209856870767904,9.196342582739448e-05,0.0004492875711527701,0.14661856040531213
Vertebral,feature_F1,26226,static,0.8806366821904582,0.2289558484969336,0.21250279471589517,0.0,0.0001142089926240481,0.016453053781038424
Vertebral,feature_F1,26226,self_paced,0.883509943526226,0.2289558484969336,0.21495240101531934,0.0,0.0009037854048836657,0.01400344748161425
ILPD,feature_CB,26226,self_paced,0.8407185213793347,0.5087171291129912,0.42121287552198616,9.196342582739448e-05,0.00370337116521754,0.087504253591005
Vertebral,feature_F2,670488,curriculum,0.7398226244556895,0.22985365331284913,0.21490267650647069,0.00014965113286798484,0.0003033881004159911,0.014950976806378441
Hypothyroid,feature_LSC,26226,self_paced,0.8442584848314959,0.40050471046435204,0.32782692325161006,4.435293679571391e-05,0.0005043328104913099,0.07267778721274198
ILPD,feature_N1,670488,curriculum,0.825806449549427,0.5110899671266615,0.37861102207058134,0.0008173888080362168,0.006181503762728977,0.1324789450560802
Vertebral,feature_F2,670488,static,0.8311781058523913,0.22985365331284913,0.20853317839423494,0.00014965113286798484,8.109878179039136e-05,0.02132047491861419
Vertebral,feature_F2,670488,self_paced,0.8526929417156329,0.22985365331284913,0.2122577423133327,0.00014965113286798484,0.0003025331564839318,0.017595910999516434
ILPD,feature_N1,670488,static,0.8199611295107954,0.5110899671266615,0.3747409608343722,0.0008173888080362168,0.0016365131392120404,0.13634900629228935
Vertebral,feature_F2,116740,curriculum,0.7115733613305507,0.22712150054793004,0.22305089888730834,1.6024689053196365e-17,0.0009963553596172992,0.004070601660621703
ILPD,feature_N1,670488,self_paced,0.8464245205289516,0.5110899671266615,0.3937706822721794,0.0008173888080362168,0.0001886462198046445,0.11731928485448218
Vertebral,feature_F2,116740,static,0.7379072534677277,0.22712150054793004,0.2140517237988991,2.2662332591841973e-17,0.000458841414276756,0.013069776749030926
ILPD,feature_N1,116740,curriculum,0.8013637048793892,0.5142938795397011,0.36450336198211825,0.0008515932405845097,0.00018050300146106693,0.14979051755758283
Vertebral,feature_F2,116740,self_paced,0.8682787653088219,0.22712150054793004,0.206705430788357,2.2662332591841973e-17,0.00021029501730541797,0.020416069759573052
Vertebral,feature_F2,26226,curriculum,0.7159594311674042,0.2289558484969336,0.21831883380353703,0.0,0.0005606434788329226,0.010637014693396563
ILPD,feature_N1,116740,static,0.7980796972259921,0.5142938795397011,0.36152462430162086,0.0008515932405845097,0.0007664827817295288,0.15276925523808021
Vertebral,feature_F2,26226,static,0.8153641859758767,0.2289558484969336,0.2086211752849447,0.0,0.0001970953660511705,0.020334673211988896
ILPD,feature_N1,116740,self_paced,0.8346674174012718,0.5142938795397011,0.39295234008825597,0.0008515932405845097,0.00042615937274294085,0.1213415394514451
Vertebral,feature_F2,26226,self_paced,0.8767905210376415,0.2289558484969336,0.20932950850641965,0.0,0.00012035516537993282,0.01962633999051394
ILPD,feature_N1,26226,curriculum,0.7999404345994705,0.5087171291129912,0.36242235677368956,9.196342582739448e-05,0.000550911318071618,0.1462947723393016
Vertebral,feature_F3,670488,curriculum,0.8586230896525937,0.22985365331284913,0.21013782569379683,0.00014965113286798484,0.00033758022615953633,0.0197158276190523
Vertebral,feature_F3,670488,static,0.841982125158646,0.22985365331284913,0.20623942297956574,0.00014965113286798484,0.00040966921338234054,0.023614230333283387
ILPD,feature_N1,26226,static,0.7958856215072333,0.5087171291129912,0.3632663677616275,9.196342582739448e-05,0.0005272965146047664,0.14545076135136364
Vertebral,feature_F3,670488,self_paced,0.8643547523416206,0.22985365331284913,0.21783100118810758,0.00014965113286798484,8.118540403760656e-05,0.012022652124741545
ILPD,feature_N1,26226,self_paced,0.832124128453685,0.5087171291129912,0.3917809933269291,9.196342582739448e-05,0.0012476021735360395,0.11693613578606205
Vertebral,feature_F3,116740,curriculum,0.8741162907981065,0.22712150054793004,0.2056987781465197,2.2662332591841973e-17,4.1764554190286715e-05,0.021422722401410327
Hypothyroid,feature_LSR,670488,curriculum,0.8297531701888535,0.33675638839170574,0.308949287481087,8.640255986253359e-05,0.0012788663012063572,0.02780710091061872
Vertebral,feature_F3,116740,static,0.8609863592955775,0.22712150054793004,0.2030106927791814,1.6024689053196365e-17,2.064810119539083e-05,0.024110807768748632
ILPD,feature_N2,670488,curriculum,0.8410956159234839,0.5110899671266615,0.3902940079865227,0.0008173888080362168,0.006092040042374438,0.12079595914013885
Vertebral,feature_F3,116740,self_paced,0.8860787749526388,0.22712150054793004,0.21404724457344093,2.2662332591841973e-17,0.0008457679429343056,0.013074255974489107
ILPD,feature_N2,670488,static,0.8449998581877787,0.5110899671266615,0.3893131388228011,0.0008173888080362168,0.0007060417801147865,0.12177682830386044
Vertebral,feature_F3,26226,curriculum,0.8762198688251559,0.22895584849693362,0.20746187527777404,2.2662332591841973e-17,5.520918225509476e-05,0.02149397321915958
ILPD,feature_N2,670488,self_paced,0.8363247982815717,0.5110899671266615,0.3956086690781337,0.0008173888080362168,0.0014442456525912944,0.11548129804852786
Vertebral,feature_F3,26226,static,0.8651288347095083,0.2289558484969336,0.20699977665173505,0.0,0.0005490214490328234,0.021956071845198544
Vertebral,feature_F3,26226,self_paced,0.8813501384529591,0.2289558484969336,0.21556903745225656,0.0,0.0003561442957316068,0.013386811044677038
ILPD,feature_N2,116740,curriculum,0.8297981467040235,0.5142938795397011,0.387876153878209,0.0008515932405845097,0.0011897014085165464,0.12641772566149206
Vertebral,feature_F4,670488,curriculum,0.8552190574717907,0.22985365331284913,0.21163048810440813,0.00014965113286798484,0.0013022239196323062,0.018223165208441
ILPD,feature_N2,116740,static,0.8314266383671831,0.5142938795397011,0.393145330605049,0.0008515932405845097,0.0010239987556141777,0.12114854893465204
Vertebral,feature_F4,670488,static,0.8533890033720714,0.22985365331284913,0.20980275302422502,0.00014965113286798484,0.0002157897487660333,0.020050900288624107
ILPD,feature_N2,116740,self_paced,0.8219185512133972,0.5142938795397011,0.3846302019466486,0.0008515932405845097,0.0027284276552889124,0.12966367759305247
Vertebral,feature_F4,670488,self_paced,0.8623866878548276,0.22985365331284913,0.21532454984430394,0.00014965113286798484,8.992668094726195e-05,0.01452910346854519
Vertebral,feature_F4,116740,curriculum,0.8314428091935834,0.22712150054793004,0.20787069813986025,0.0,0.0003707246579134537,0.019250802408069784
ILPD,feature_N2,26226,curriculum,0.8304398488006942,0.5087171291129912,0.3857877860774022,9.196342582739448e-05,0.0014713065203969815,0.12292934303558894
Vertebral,feature_F4,116740,static,0.8330471669992972,0.22712150054793004,0.21032417553117275,2.2662332591841973e-17,0.00024352505105881012,0.016797325016757292
ILPD,feature_N2,26226,static,0.8288935467256215,0.5087171291129912,0.38743135129465384,9.196342582739448e-05,0.0023336762624494144,0.12128577781833733
Vertebral,feature_F4,116740,self_paced,0.7582798506003783,0.22712150054793004,0.21597727151278112,0.0,0.0007592601355290313,0.011144229035148917
Vertebral,feature_F4,26226,curriculum,0.7770788181784628,0.2289558484969336,0.21085263507236882,0.0,0.00019110019912574775,0.01810321342456478
ILPD,feature_N2,26226,self_paced,0.8227791518154984,0.5087171291129912,0.3754533664512554,9.196342582739448e-05,0.0026474508132762913,0.13326376266173579
Hypothyroid,feature_LSR,670488,static,0.8614571084288148,0.33675638839170574,0.3237253066023575,8.640255986253359e-05,0.00107736578400261,0.013031081789348253
