model,hardness_metric,strategy,Dataset,metric,baseline,gain_index,gain_std,n_seeds,win_rate
HardTVAE_DCP_static,DCP,static,Hypothyroid,Specificity,TVAE,-0.35618157856079014,0.6035273064977625,5,0.2
HardTVAE_DCP_static,DCP,static,ILPD,F1 Score,TVAE,0.007401179340344233,0.053476797885029535,5,0.6
HardTVAE_DCP_static,DCP,static,ILPD,Precision,TVAE,0.01624586238930146,0.09954331787960397,5,0.8
HardTVAE_DCP_static,DCP,static,ILPD,Recall,TVAE,0.027118644067796627,0.04579408842747897,5,0.8
HardTVAE_DCP_static,DCP,static,ILPD,Specificity,TVAE,-0.03104021269524756,0.15302378111169465,5,0.6
HardTVAE_DCP_static,DCP,static,NewThyroid1,F1 Score,TVAE,0.035828877005347606,0.08011580454143634,5,0.2
HardTVAE_DCP_static,DCP,static,NewThyroid1,Precision,TVAE,0.053994490358126715,0.12073535085122829,5,0.2
HardTVAE_DCP_static,DCP,static,NewThyroid1,Recall,TVAE,0.018181818181818188,0.0406557814090871,5,0.2
HardTVAE_DCP_static,DCP,static,NewThyroid1,Specificity,TVAE,0.15959595959595965,0.3568674145908757,5,0.2
HardTVAE_DCP_static,DCP,static,NewThyroid2,F1 Score,TVAE,0.0,0.0,5,0.0
HardTVAE_DCP_static,DCP,static,NewThyroid2,Precision,TVAE,0.0,0.0,5,0.0
HardTVAE_DCP_static,DCP,static,NewThyroid2,Recall,TVAE,0.0,0.0,5,0.0
HardTVAE_DCP_static,DCP,static,NewThyroid2,Specificity,TVAE,0.0,0.0,5,0.0
HardTVAE_DCP_static,DCP,static,Pima,F1 Score,TVAE,0.009887148831045555,0.13990189487054056,5,0.4
HardTVAE_DCP_static,DCP,static,Pima,Precision,TVAE,0.06604194285621037,0.15492094274926582,5,0.6
HardTVAE_DCP_static,DCP,static,Pima,Recall,TVAE,0.012987012987012991,0.06295688126514715,5,0.4
HardTVAE_DCP_static,DCP,static,Pima,Specificity,TVAE,-0.006616642616642632,0.22289851608332154,5,0.4
HardTVAE_DCP_static,DCP,static,Thoracic,F1 Score,TVAE,-0.010792961932166546,0.010818266620480386,5,0.0
HardTVAE_DCP_static,DCP,static,Thoracic,Precision,TVAE,-0.0028045129389431935,0.0028168928343796687,5,0.0
HardTVAE_DCP_static,DCP,static,Thoracic,Recall,TVAE,-0.021276595744680882,0.021276595744680882,5,0.0
HardTVAE_DCP_static,DCP,static,Thoracic,Specificity,TVAE,-0.0037234042553191404,0.0037234042553191543,5,0.0
HardTVAE_DCP_static,DCP,static,Vertebral,F1 Score,TVAE,-0.0011985042622782772,0.21472732861691404,5,0.2
HardTVAE_DCP_static,DCP,static,Vertebral,Precision,TVAE,0.026175161406868153,0.25923186616846405,5,0.2
HardTVAE_DCP_static,DCP,static,Vertebral,Recall,TVAE,0.01290322580645158,0.12617811106843835,5,0.2
HardTVAE_DCP_static,DCP,static,Vertebral,Specificity,TVAE,-0.025284178187403993,0.33016076780146225,5,0.2
HardTVAE_DS_curriculum,DS,curriculum,BCWDD,F1 Score,TVAE,0.011222350055190289,0.015882170629724465,10,0.4
HardTVAE_DS_curriculum,DS,curriculum,BCWDD,Precision,TVAE,0.008490399904108626,0.012159494467770558,10,0.4
HardTVAE_DS_curriculum,DS,curriculum,BCWDD,Recall,TVAE,0.010526315789473684,0.014794281451080152,10,0.4
HardTVAE_DS_curriculum,DS,curriculum,BCWDD,Specificity,TVAE,0.020029239766081862,0.02868982139483886,10,0.4
HardTVAE_DS_curriculum,DS,curriculum,HeartCleveland,F1 Score,TVAE,0.017344428308852623,0.03058804889031397,10,0.5
HardTVAE_DS_curriculum,DS,curriculum,HeartCleveland,Precision,TVAE,0.017783179845998177,0.023987184136346828,10,0.6
HardTVAE_DS_curriculum,DS,curriculum,HeartCleveland,Recall,TVAE,0.016129032258064502,0.027414083406412795,10,0.5
HardTVAE_DS_curriculum,DS,curriculum,HeartCleveland,Specificity,TVAE,0.019585253456221197,0.032695892610939775,10,0.5
HardTVAE_DS_curriculum,DS,curriculum,Hepatitis,F1 Score,TVAE,-0.002569862555494721,0.11012125588938257,6,0.3333333333333333
HardTVAE_DS_curriculum,DS,curriculum,Hepatitis,Precision,TVAE,0.01328745039682542,0.1725452451154212,6,0.3333333333333333
HardTVAE_DS_curriculum,DS,curriculum,Hepatitis,Recall,TVAE,-0.010416666666666666,0.06144950501563594,6,0.16666666666666666
HardTVAE_DS_curriculum,DS,curriculum,Hepatitis,Specificity,TVAE,-0.0024038461538461453,0.2940969299250189,6,0.3333333333333333
HardTVAE_DS_curriculum,DS,curriculum,Hypothyroid,F1 Score,TVAE,-0.024117650116192067,0.07061962510196658,5,0.4
HardTVAE_DS_curriculum,DS,curriculum,Hypothyroid,Precision,TVAE,-0.018598031804915593,0.09175049158418955,5,0.4
HardTVAE_DS_curriculum,DS,curriculum,Hypothyroid,Recall,TVAE,-0.01798941798941798,0.04424400506268629,5,0.4
HardTVAE_DS_curriculum,DS,curriculum,Hypothyroid,Specificity,TVAE,-0.2986986563115404,0.62267197890674,5,0.4
HardTVAE_DS_curriculum,DS,curriculum,ILPD,F1 Score,TVAE,-0.0011051349910122799,0.07787041380950666,5,0.4
HardTVAE_DS_curriculum,DS,curriculum,ILPD,Precision,TVAE,-0.014985377522004328,0.15442783112775646,5,0.4
HardTVAE_DS_curriculum,DS,curriculum,ILPD,Recall,TVAE,0.010169491525423725,0.0441979824081536,5,0.4
HardTVAE_DS_curriculum,DS,curriculum,ILPD,Specificity,TVAE,-0.023894981721502107,0.17055334432002184,5,0.4
HardTVAE_DS_curriculum,DS,curriculum,NewThyroid1,F1 Score,TVAE,0.0766023166023166,0.1166351155185253,5,0.4
HardTVAE_DS_curriculum,DS,curriculum,NewThyroid1,Precision,TVAE,0.10288531245469042,0.1501293781271688,5,0.4
HardTVAE_DS_curriculum,DS,curriculum,NewThyroid1,Recall,TVAE,0.045454545454545435,0.07872958216222167,5,0.4
HardTVAE_DS_curriculum,DS,curriculum,NewThyroid1,Specificity,TVAE,0.24343434343434348,0.3647989272471639,5,0.4
HardTVAE_DS_curriculum,DS,curriculum,NewThyroid2,F1 Score,TVAE,0.0,0.0,5,0.0
HardTVAE_DS_curriculum,DS,curriculum,NewThyroid2,Precision,TVAE,0.0,0.0,5,0.0
HardTVAE_DS_curriculum,DS,curriculum,NewThyroid2,Recall,TVAE,0.0,0.0,5,0.0
HardTVAE_DS_curriculum,DS,curriculum,NewThyroid2,Specificity,TVAE,0.0,0.0,5,0.0
HardTVAE_DS_curriculum,DS,curriculum,Pima,F1 Score,TVAE,0.05479811780650572,0.09474898137184984,5,0.8
HardTVAE_DS_curriculum,DS,curriculum,Pima,Precision,TVAE,0.07980164138989387,0.1327326990638797,5,0.8
HardTVAE_DS_curriculum,DS,curriculum,Pima,Recall,TVAE,0.02857142857142858,0.03484781263636037,5,0.6
HardTVAE_DS_curriculum,DS,curriculum,Pima,Specificity,TVAE,0.09039153439153434,0.151082064011079,5,0.8
HardTVAE_DS_curriculum,DS,curriculum,Thoracic,F1 Score,TVAE,-0.01992051539257509,0.021608159973006517,5,0.0
HardTVAE_DS_curriculum,DS,curriculum,Thoracic,Precision,TVAE,-0.00529752819791589,0.005825911370884809,5,0.0
HardTVAE_DS_curriculum,DS,curriculum,Thoracic,Recall,TVAE,-0.038297872340425546,0.04092634906738587,5,0.0
HardTVAE_DS_curriculum,DS,curriculum,Thoracic,Specificity,TVAE,-0.006702127659574436,0.007162111086792517,5,0.0
HardTVAE_DS_curriculum,DS,curriculum,Vertebral,F1 Score,TVAE,0.08303418396795947,0.17568417307974793,5,0.6
HardTVAE_DS_curriculum,DS,curriculum,Vertebral,Precision,TVAE,0.10269623543296805,0.21512808427742838,5,0.6
HardTVAE_DS_curriculum,DS,curriculum,Vertebral,Recall,TVAE,0.058064516129032295,0.12155770117043083,5,0.6
HardTVAE_DS_curriculum,DS,curriculum,Vertebral,Specificity,TVAE,0.12193548387096768,0.2661124715833784,5,0.8
HardTVAE_DS_self_paced,DS,self_paced,BCWDD,F1 Score,TVAE,-0.04008883841219516,0.14740899318269113,10,0.3
HardTVAE_DS_self_paced,DS,self_paced,BCWDD,Precision,TVAE,-0.050443602556235,0.17535852346700512,10,0.3
HardTVAE_DS_self_paced,DS,self_paced,BCWDD,Recall,TVAE,-0.026315789473684216,0.10238094385971697,10,0.2
HardTVAE_DS_self_paced,DS,self_paced,BCWDD,Specificity,TVAE,-0.0451127819548872,0.18314114912179127,10,0.3
HardTVAE_DS_self_paced,DS,self_paced,HeartCleveland,F1 Score,TVAE,-0.006667107708787623,0.04832005322523024,10,0.2
HardTVAE_DS_self_paced,DS,self_paced,HeartCleveland,Precision,TVAE,-0.0067788394401297695,0.048098548779035716,10,0.2
HardTVAE_DS_self_paced,DS,self_paced,HeartCleveland,Recall,TVAE,-0.006451612903225823,0.04760417983049171,10,0.2
HardTVAE_DS_self_paced,DS,self_paced,HeartCleveland,Specificity,TVAE,-0.007834101382488445,0.05247585529705096,10,0.2
HardTVAE_DS_self_paced,DS,self_paced,Hepatitis,F1 Score,TVAE,0.04704129416773097,0.12846343847796454,6,0.3333333333333333
HardTVAE_DS_self_paced,DS,self_paced,Hepatitis,Precision,TVAE,0.09747643849206354,0.15406587382816928,6,0.5
HardTVAE_DS_self_paced,DS,self_paced,Hepatitis,Recall,TVAE,0.010416666666666666,0.10765008902303178,6,0.3333333333333333
HardTVAE_DS_self_paced,DS,self_paced,Hepatitis,Specificity,TVAE,0.17334401709401706,0.3683352196277051,6,0.5
HardTVAE_DS_self_paced,DS,self_paced,Hypothyroid,F1 Score,TVAE,-0.0005426318021152677,0.0026678097383409107,5,0.2
HardTVAE_DS_self_paced,DS,self_paced,Hypothyroid,Precision,TVAE,-0.0006229595047376524,0.0019316307183463608,5,0.2
HardTVAE_DS_self_paced,DS,self_paced,Hypothyroid,Recall,TVAE,-0.0005291005291005124,0.0028980029497628445,5,0.2
HardTVAE_DS_self_paced,DS,self_paced,Hypothyroid,Specificity,TVAE,-4.396537347823859e-05,0.02212381883223589,5,0.2
HardTVAE_DS_self_paced,DS,self_paced,ILPD,F1 Score,TVAE,0.02220859399442714,0.08202591897122828,5,0.6
HardTVAE_DS_self_paced,DS,self_paced,ILPD,Precision,TVAE,0.08933956030490649,0.19997874897874127,5,0.6
HardTVAE_DS_self_paced,DS,self_paced,ILPD,Recall,TVAE,0.03389830508474576,0.059924303490385404,5,0.8
HardTVAE_DS_self_paced,DS,self_paced,ILPD,Specificity,TVAE,-0.007287660827042663,0.1496606011842163,5,0.6
HardTVAE_DS_self_paced,DS,self_paced,NewThyroid1,F1 Score,TVAE,0.03454545454545457,0.07724598467726551,5,0.2
HardTVAE_DS_self_paced,DS,self_paced,NewThyroid1,Precision,TVAE,0.04793388429752066,0.10718342371486594,5,0.2
HardTVAE_DS_self_paced,DS,self_paced,NewThyroid1,Recall,TVAE,0.018181818181818188,0.0406557814090871,5,0.2
HardTVAE_DS_self_paced,DS,self_paced,NewThyroid1,Specificity,TVAE,0.12070707070707072,0.26990921546588376,5,0.2
HardTVAE_DS_self_paced,DS,self_paced,NewThyroid2,F1 Score,TVAE,0.0,0.0,5,0.0
HardTVAE_DS_self_paced,DS,self_paced,NewThyroid2,Precision,TVAE,0.0,0.0,5,0.0
HardTVAE_DS_self_paced,DS,self_paced,NewThyroid2,Recall,TVAE,0.0,0.0,5,0.0
HardTVAE_DS_self_paced,DS,self_paced,NewThyroid2,Specificity,TVAE,0.0,0.0,5,0.0
HardTVAE_DS_self_paced,DS,self_paced,Pima,F1 Score,TVAE,0.056148300168454825,0.0917676591039867,5,0.8
HardTVAE_DS_self_paced,DS,self_paced,Pima,Precision,TVAE,0.07210742693577625,0.13522644089575042,5,0.8
HardTVAE_DS_self_paced,DS,self_paced,Pima,Recall,TVAE,0.03376623376623378,0.03386598652053325,5,0.8
HardTVAE_DS_self_paced,DS,self_paced,Pima,Specificity,TVAE,0.059122655122655146,0.1307602491539042,5,0.8
HardTVAE_DS_self_paced,DS,self_paced,Thoracic,F1 Score,TVAE,5.031683884462179e-05,0.013198162938904363,5,0.2
HardTVAE_DS_self_paced,DS,self_paced,Thoracic,Precision,TVAE,2.4493562785532495e-05,0.003424886371533334,5,0.2
HardTVAE_DS_self_paced,DS,self_paced,Thoracic,Recall,TVAE,0.0,0.026058401518970015,5,0.2
HardTVAE_DS_self_paced,DS,self_paced,Thoracic,Specificity,TVAE,2.7755575615628914e-17,0.004560220265819725,5,0.2
HardTVAE_DS_self_paced,DS,self_paced,Vertebral,F1 Score,TVAE,-0.020560691733633306,0.21992817181517538,5,0.2
HardTVAE_DS_self_paced,DS,self_paced,Vertebral,Precision,TVAE,0.09853457237397946,0.20479823793342283,5,0.6
HardTVAE_DS_self_paced,DS,self_paced,Vertebral,Recall,TVAE,0.0,0.14060964334002168,5,0.4
HardTVAE_DS_self_paced,DS,self_paced,Vertebral,Specificity,TVAE,-0.09428571428571429,0.3620110930564343,5,0.2
HardTVAE_DS_static,DS,static,BCWDD,F1 Score,TVAE,0.008970053976160497,0.019318124930347184,10,0.3
HardTVAE_DS_static,DS,static,BCWDD,Precision,TVAE,0.00859714886030678,0.018221340662255822,10,0.3
HardTVAE_DS_static,DS,static,BCWDD,Recall,TVAE,0.008771929824561398,0.01894953420587092,10,0.2
HardTVAE_DS_static,DS,static,BCWDD,Specificity,TVAE,0.015037593984962395,0.029623301784709302,10,0.3
HardTVAE_DS_static,DS,static,HeartCleveland,F1 Score,TVAE,-0.0022340323365384607,0.032308200832536965,10,0.2
HardTVAE_DS_static,DS,static,HeartCleveland,Precision,TVAE,-0.0037151492159980927,0.022377601015413463,10,0.2
HardTVAE_DS_static,DS,static,HeartCleveland,Recall,TVAE,-0.0032258064516129227,0.028245001153900426,10,0.1
HardTVAE_DS_static,DS,static,HeartCleveland,Specificity,TVAE,-0.001396042287882926,0.03445873808922968,10,0.2
HardTVAE_DS_static,DS,static,Hepatitis,F1 Score,TVAE,0.04885057471264368,0.10944089162380484,6,0.3333333333333333
HardTVAE_DS_static,DS,static,Hepatitis,Precision,TVAE,0.07161458333333333,0.1362305270870544,6,0.3333333333333333
HardTVAE_DS_static,DS,static,Hepatitis,Recall,TVAE,0.020833333333333332,0.08539125638299665,6,0.16666666666666666
HardTVAE_DS_static,DS,static,Hepatitis,Specificity,TVAE,0.1757478632478632,0.32661603647678494,6,0.3333333333333333
HardTVAE_DS_static,DS,static,Hypothyroid,F1 Score,TVAE,-0.0007437072276183842,0.0663949262729317,5,0.4
HardTVAE_DS_static,DS,static,Hypothyroid,Precision,TVAE,0.011704364885420171,0.07483989818062114,5,0.4
HardTVAE_DS_static,DS,static,Hypothyroid,Recall,TVAE,-0.002645502645502629,0.04516764835704729,5,0.4
HardTVAE_DS_static,DS,static,Hypothyroid,Specificity,TVAE,-0.05080771343986441,0.6307631483109813,5,0.4
HardTVAE_DS_static,DS,static,ILPD,F1 Score,TVAE,0.02680381371889238,0.0662421900328506,5,0.4
HardTVAE_DS_static,DS,static,ILPD,Precision,TVAE,0.09991512153303272,0.11249596437310116,5,0.6
HardTVAE_DS_static,DS,static,ILPD,Recall,TVAE,0.023728813559322038,0.05944297598898366,5,0.4
HardTVAE_DS_static,DS,static,ILPD,Specificity,TVAE,0.02361012201490763,0.19615128639890514,5,0.4
HardTVAE_DS_static,DS,static,NewThyroid1,F1 Score,TVAE,0.0,0.0,5,0.0
HardTVAE_DS_static,DS,static,NewThyroid1,Precision,TVAE,0.0,0.0,5,0.0
HardTVAE_DS_static,DS,static,NewThyroid1,Recall,TVAE,0.0,0.0,5,0.0
HardTVAE_DS_static,DS,static,NewThyroid1,Specificity,TVAE,0.0,0.0,5,0.0
HardTVAE_DS_static,DS,static,NewThyroid2,F1 Score,TVAE,0.0,0.0,5,0.0
HardTVAE_DS_static,DS,static,NewThyroid2,Precision,TVAE,0.0,0.0,5,0.0
HardTVAE_DS_static,DS,static,NewThyroid2,Recall,TVAE,0.0,0.0,5,0.0
HardTVAE_DS_static,DS,static,NewThyroid2,Specificity,TVAE,0.0,0.0,5,0.0
HardTVAE_DS_static,DS,static,Pima,F1 Score,TVAE,0.04694531946366272,0.07115456375893515,5,0.8
HardTVAE_DS_static,DS,static,Pima,Precision,TVAE,0.07206166931767226,0.11053369692135492,5,0.8
HardTVAE_DS_static,DS,static,Pima,Recall,TVAE,0.023376623376623384,0.024981018261910844,5,0.8
HardTVAE_DS_static,DS,static,Pima,Specificity,TVAE,0.06373448773448774,0.08887561129488648,5,0.8
HardTVAE_DS_static,DS,static,Thoracic,F1 Score,TVAE,5.031683884462179e-05,0.013198162938904363,5,0.2
HardTVAE_DS_static,DS,static,Thoracic,Precision,TVAE,2.4493562785532495e-05,0.003424886371533334,5,0.2
HardTVAE_DS_static,DS,static,Thoracic,Recall,TVAE,0.0,0.026058401518970015,5,0.2
HardTVAE_DS_static,DS,static,Thoracic,Specificity,TVAE,2.7755575615628914e-17,0.004560220265819725,5,0.2
HardTVAE_DS_static,DS,static,Vertebral,F1 Score,TVAE,0.07806092711283177,0.15922528134237662,5,0.6
HardTVAE_DS_static,DS,static,Vertebral,Precision,TVAE,0.10272173587922588,0.1930007812130599,5,0.8
HardTVAE_DS_static,DS,static,Vertebral,Recall,TVAE,0.058064516129032226,0.09784355411679416,5,0.4
HardTVAE_DS_static,DS,static,Vertebral,Specificity,TVAE,0.10098310291858677,0.260581831184626,5,0.6
HardTVAE_F1_curriculum,F1,curriculum,BCWDD,F1 Score,TVAE,0.04801760570779016,0.12765331299006374,10,0.4
HardTVAE_F1_curriculum,F1,curriculum,BCWDD,Precision,TVAE,0.055543770302354446,0.15627908170154972,10,0.3
HardTVAE_F1_curriculum,F1,curriculum,BCWDD,Recall,TVAE,0.03333333333333334,0.08411706964846469,10,0.3
HardTVAE_F1_curriculum,F1,curriculum,BCWDD,Specificity,TVAE,0.061111111111111116,0.1569806720422159,10,0.4
HardTVAE_F1_curriculum,F1,curriculum,HeartCleveland,F1 Score,TVAE,-0.0037397647636077114,0.02807897665944522,10,0.2
HardTVAE_F1_curriculum,F1,curriculum,HeartCleveland,Precision,TVAE,-0.0011019559576435523,0.030765537514760837,10,0.3
HardTVAE_F1_curriculum,F1,curriculum,HeartCleveland,Recall,TVAE,-0.0032258064516129336,0.028245001153900454,10,0.2
HardTVAE_F1_curriculum,F1,curriculum,HeartCleveland,Specificity,TVAE,-0.005177554892924907,0.02851256618360683,10,0.2
HardTVAE_F1_curriculum,F1,curriculum,Hepatitis,F1 Score,TVAE,0.10514162561576355,0.10044248265280437,6,0.6666666666666666
HardTVAE_F1_curriculum,F1,curriculum,Hepatitis,Precision,TVAE,0.1723958333333334,0.13997360707320272,6,0.6666666666666666
HardTVAE_F1_curriculum,F1,curriculum,Hepatitis,Recall,TVAE,0.0625,0.06846531968814576,6,0.6666666666666666
HardTVAE_F1_curriculum,F1,curriculum,Hepatitis,Specificity,TVAE,0.2708333333333333,0.296683051981965,6,0.6666666666666666
HardTVAE_F1_curriculum,F1,curriculum,Hypothyroid,F1 Score,TVAE,-0.013968244637571514,0.03446771591716395,5,0.4
HardTVAE_F1_curriculum,F1,curriculum,Hypothyroid,Precision,TVAE,-0.008874147682316091,0.02264447617005751,5,0.4
HardTVAE_F1_curriculum,F1,curriculum,Hypothyroid,Recall,TVAE,-0.008994708994708934,0.023780111168512398,5,0.2
HardTVAE_F1_curriculum,F1,curriculum,Hypothyroid,Specificity,TVAE,-0.15251107106654974,0.35920447561730995,5,0.4
HardTVAE_F1_curriculum,F1,curriculum,ILPD,F1 Score,TVAE,0.025978603739685656,0.08000833932536672,5,0.6
HardTVAE_F1_curriculum,F1,curriculum,ILPD,Precision,TVAE,0.03501141586327487,0.14217748462869417,5,0.6
HardTVAE_F1_curriculum,F1,curriculum,ILPD,Recall,TVAE,0.027118644067796627,0.03901987943464864,5,0.8
HardTVAE_F1_curriculum,F1,curriculum,ILPD,Specificity,TVAE,0.003973792906993323,0.17773293910490878,5,0.6
HardTVAE_F1_curriculum,F1,curriculum,NewThyroid1,F1 Score,TVAE,0.044011544011544015,0.0984128042045362,5,0.2
HardTVAE_F1_curriculum,F1,curriculum,NewThyroid1,Precision,TVAE,0.058842975206611546,0.13157689256031815,5,0.2
HardTVAE_F1_curriculum,F1,curriculum,NewThyroid1,Recall,TVAE,0.02727272727272727,0.06098367211363062,5,0.2
HardTVAE_F1_curriculum,F1,curriculum,NewThyroid1,Specificity,TVAE,0.16161616161616163,0.36138472363632973,5,0.2
HardTVAE_F1_curriculum,F1,curriculum,NewThyroid2,F1 Score,TVAE,0.0,0.0,5,0.0
HardTVAE_F1_curriculum,F1,curriculum,NewThyroid2,Precision,TVAE,0.0,0.0,5,0.0
HardTVAE_F1_curriculum,F1,curriculum,NewThyroid2,Recall,TVAE,0.0,0.0,5,0.0
HardTVAE_F1_curriculum,F1,curriculum,NewThyroid2,Specificity,TVAE,0.0,0.0,5,0.0
HardTVAE_F1_curriculum,F1,curriculum,Pima,F1 Score,TVAE,0.03528934942353938,0.09242597781635796,5,0.4
HardTVAE_F1_curriculum,F1,curriculum,Pima,Precision,TVAE,0.05890063005132027,0.132865872046242,5,0.6
HardTVAE_F1_curriculum,F1,curriculum,Pima,Recall,TVAE,0.010389610389610393,0.0281551732320504,5,0.4
HardTVAE_F1_curriculum,F1,curriculum,Pima,Specificity,TVAE,0.06353631553631553,0.16114944630238243,5,0.4
HardTVAE_F1_curriculum,F1,curriculum,Thoracic,F1 Score,TVAE,-0.010951187172388743,0.023320046549414285,5,0.2
HardTVAE_F1_curriculum,F1,curriculum,Thoracic,Precision,TVAE,-0.002884829040170178,0.00616307255451843,5,0.2
HardTVAE_F1_curriculum,F1,curriculum,Thoracic,Recall,TVAE,-0.02127659574468086,0.04513447539488604,5,0.2
HardTVAE_F1_curriculum,F1,curriculum,Thoracic,Specificity,TVAE,-0.003723404255319107,0.007898533194105054,5,0.2
HardTVAE_F1_curriculum,F1,curriculum,Vertebral,F1 Score,TVAE,0.019659460901217708,0.2238156698046914,5,0.4
HardTVAE_F1_curriculum,F1,curriculum,Vertebral,Precision,TVAE,0.06305489741674879,0.2675489062692895,5,0.8
HardTVAE_F1_curriculum,F1,curriculum,Vertebral,Recall,TVAE,0.038709677419354896,0.1278168564913481,5,0.4
HardTVAE_F1_curriculum,F1,curriculum,Vertebral,Specificity,TVAE,-0.0025192012288787202,0.36009259707005464,5,0.4
HardTVAE_F1_self_paced,F1,self_paced,BCWDD,F1 Score,TVAE,-0.03838740879465556,0.14821819203302947,10,0.3
HardTVAE_F1_self_paced,F1,self_paced,BCWDD,Precision,TVAE,-0.049139248885716115,0.17617630324531958,10,0.4
HardTVAE_F1_self_paced,F1,self_paced,BCWDD,Recall,TVAE,-0.02456140350877194,0.10303024816629355,10,0.3
HardTVAE_F1_self_paced,F1,self_paced,BCWDD,Specificity,TVAE,-0.04805764411027572,0.18889018031106844,10,0.3
HardTVAE_F1_self_paced,F1,self_paced,HeartCleveland,F1 Score,TVAE,-0.0120078752858217,0.059413848549174926,10,0.3
HardTVAE_F1_self_paced,F1,self_paced,HeartCleveland,Precision,TVAE,-0.014374314847574576,0.059971762637906205,10,0.4
HardTVAE_F1_self_paced,F1,self_paced,HeartCleveland,Recall,TVAE,-0.012903225806451635,0.05730284986870637,10,0.3
HardTVAE_F1_self_paced,F1,self_paced,HeartCleveland,Specificity,TVAE,-0.0144076985632963,0.060428475148906494,10,0.3
HardTVAE_F1_self_paced,F1,self_paced,Hepatitis,F1 Score,TVAE,0.07146658152405282,0.12304289286430398,6,0.5
HardTVAE_F1_self_paced,F1,self_paced,Hepatitis,Precision,TVAE,0.1332837301587302,0.15789586790866733,6,0.6666666666666666
HardTVAE_F1_self_paced,F1,self_paced,Hepatitis,Recall,TVAE,0.020833333333333332,0.10944937947136414,6,0.5
HardTVAE_F1_self_paced,F1,self_paced,Hepatitis,Specificity,TVAE,0.2612179487179487,0.29981400381508067,6,0.6666666666666666
HardTVAE_F1_self_paced,F1,self_paced,Hypothyroid,F1 Score,TVAE,-0.0011335027847331203,0.00425933265631707,5,0.4
HardTVAE_F1_self_paced,F1,self_paced,Hypothyroid,Precision,TVAE,-0.0014333590710202903,0.003812611198620311,5,0.4
HardTVAE_F1_self_paced,F1,self_paced,Hypothyroid,Recall,TVAE,-0.001058201058201047,0.004426772627164524,5,0.4
HardTVAE_F1_self_paced,F1,self_paced,Hypothyroid,Specificity,TVAE,-0.012734902390074798,0.017441446902076153,5,0.2
HardTVAE_F1_self_paced,F1,self_paced,ILPD,F1 Score,TVAE,0.03015672090353716,0.05001174710375439,5,0.6
HardTVAE_F1_self_paced,F1,self_paced,ILPD,Precision,TVAE,0.041476301756547485,0.06026781634622885,5,0.6
HardTVAE_F1_self_paced,F1,self_paced,ILPD,Recall,TVAE,0.05084745762711866,0.053597926443531896,5,0.8
HardTVAE_F1_self_paced,F1,self_paced,ILPD,Specificity,TVAE,-0.007430090680339873,0.0724360697026963,5,0.6
HardTVAE_F1_self_paced,F1,self_paced,NewThyroid1,F1 Score,TVAE,0.026580086580086593,0.05943488044090353,5,0.2
HardTVAE_F1_self_paced,F1,self_paced,NewThyroid1,Precision,TVAE,0.0419445794846864,0.09379093101540187,5,0.2
HardTVAE_F1_self_paced,F1,self_paced,NewThyroid1,Recall,TVAE,0.009090909090909084,0.020327890704543525,5,0.2
HardTVAE_F1_self_paced,F1,self_paced,NewThyroid1,Specificity,TVAE,0.1186868686868687,0.2653919064204296,5,0.2
HardTVAE_F1_self_paced,F1,self_paced,NewThyroid2,F1 Score,TVAE,0.0,0.0,5,0.0
HardTVAE_F1_self_paced,F1,self_paced,NewThyroid2,Precision,TVAE,0.0,0.0,5,0.0
HardTVAE_F1_self_paced,F1,self_paced,NewThyroid2,Recall,TVAE,0.0,0.0,5,0.0
HardTVAE_F1_self_paced,F1,self_paced,NewThyroid2,Specificity,TVAE,0.0,0.0,5,0.0
HardTVAE_F1_self_paced,F1,self_paced,Pima,F1 Score,TVAE,0.020496355812097678,0.07315559248369517,5,0.4
HardTVAE_F1_self_paced,F1,self_paced,Pima,Precision,TVAE,0.03591290605864539,0.1139263945136392,5,0.4
HardTVAE_F1_self_paced,F1,self_paced,Pima,Recall,TVAE,-0.0051948051948051965,0.01969578037415988,5,0.2
HardTVAE_F1_self_paced,F1,self_paced,Pima,Specificity,TVAE,0.03467628667628667,0.09489377918556818,5,0.6
HardTVAE_F1_self_paced,F1,self_paced,Thoracic,F1 Score,TVAE,-0.0022408963585434094,0.01950340921076073,5,0.2
HardTVAE_F1_self_paced,F1,self_paced,Thoracic,Precision,TVAE,-0.0006017623038899522,0.005114094161256503,5,0.2
HardTVAE_F1_self_paced,F1,self_paced,Thoracic,Recall,TVAE,-0.004255319148936154,0.03806073153191133,5,0.2
HardTVAE_F1_self_paced,F1,self_paced,Thoracic,Specificity,TVAE,-0.000744680851063817,0.006660628018084462,5,0.2
HardTVAE_F1_self_paced,F1,self_paced,Vertebral,F1 Score,TVAE,0.05018589698979949,0.20626141681499227,5,0.4
HardTVAE_F1_self_paced,F1,self_paced,Vertebral,Precision,TVAE,0.08745856520231045,0.22147375999104577,5,0.4
HardTVAE_F1_self_paced,F1,self_paced,Vertebral,Recall,TVAE,0.03225806451612907,0.14060964334002174,5,0.4
HardTVAE_F1_self_paced,F1,self_paced,Vertebral,Specificity,TVAE,0.057265745007680446,0.34733878845919464,5,0.4
HardTVAE_F1_static,F1,static,BCWDD,F1 Score,TVAE,0.01627447078816896,0.015916781400510203,10,0.6
HardTVAE_F1_static,F1,static,BCWDD,Precision,TVAE,0.01361827258045779,0.013298335293623106,10,0.6
